NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,target
0.04,1.0,2.92,357.65,1.0,42.04,1.0,0.34,0.0,6.0,0.0,8.0,0,30.0,19.87,16.0,14.0,5.0,12.0,122.62,1.0,False
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.3,23.0,39.95,35741.36,7.0,22.4,5.0,0.03,4.0,18.0,0.0,24.0,0,167.0,1985.63,98.0,69.0,22.0,19.0,894.71,12.0,False
0.11,11.0,25.0,8083.31,6.0,12.93,1.0,0.04,1.0,8.0,0.0,10.0,1,68.0,449.07,43.0,25.0,18.0,9.0,323.33,6.0,False
0.06,5.0,8.44,1414.01,1.0,19.86,2.0,0.12,3.0,13.0,0.0,18.0,0,41.0,78.56,26.0,15.0,9.0,8.0,167.59,3.0,False
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.01,1.0,5.0,154.4,1.0,6.18,1.0,0.2,0.0,3.0,0.0,5.0,0,11.0,8.58,7.0,4.0,5.0,2.0,30.88,1.0,False
0.08,5.0,10.29,2437.44,1.0,23.01,3.0,0.1,3.0,15.0,0.0,20.0,0,51.0,135.41,32.0,19.0,13.0,12.0,236.84,3.0,False
0.69,67.0,90.18,186362.34,22.0,22.92,1.0,0.01,1.0,118.0,0.0,122.0,0,391.0,10353.46,290.0,101.0,25.0,14.0,2066.59,41.0,True
0.03,3.0,3.85,393.42,1.0,26.54,2.0,0.26,0.0,5.0,0.0,7.0,0,25.0,21.86,14.0,11.0,7.0,10.0,102.19,2.0,False
0.23,5.0,19.95,13803.3,1.0,34.68,2.0,0.05,9.0,35.0,1.0,48.0,0,136.0,766.85,79.0,57.0,14.0,20.0,691.89,3.0,False
0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False
0.03,1.0,5.0,380.0,1.0,15.2,1.0,0.2,0.0,2.0,0.0,4.0,0,19.0,21.11,13.0,6.0,10.0,6.0,76.0,1.0,False
0.78,16.0,34.32,80676.05,5.0,68.49,4.0,0.03,18.0,85.0,0.0,103.0,0,348.0,4482.0,192.0,156.0,33.0,75.0,2350.7,10.0,False
0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False
0.0,25.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,94.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,True
0.03,3.0,4.5,432.0,1.0,21.33,2.0,0.22,1.0,9.0,1.0,15.0,1,24.0,24.0,15.0,9.0,8.0,8.0,96.0,2.0,False
0.08,9.0,14.77,3454.35,5.0,15.83,5.0,0.07,1.0,7.0,0.0,10.0,0,51.0,191.91,26.0,25.0,13.0,11.0,233.83,5.0,False
0.01,1.0,2.0,54.0,1.0,13.5,1.0,0.5,0.0,2.0,0.0,4.0,0,9.0,3.0,5.0,4.0,4.0,4.0,27.0,1.0,False
0.35,11.0,25.3,26232.62,1.0,40.98,10.0,0.04,11.0,50.0,0.0,65.0,0,177.0,1457.37,101.0,78.0,24.0,36.0,1036.85,10.0,False
0.09,1.0,5.83,1508.77,1.0,44.34,1.0,0.17,1.0,8.0,0.0,11.0,0,58.0,83.82,33.0,25.0,7.0,15.0,258.64,1.0,False
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.03,1.0,7.2,639.44,1.0,12.33,1.0,0.14,3.0,5.0,0.0,10.0,0,24.0,35.52,15.0,9.0,8.0,5.0,88.81,1.0,False
0.08,10.0,7.41,1799.25,1.0,32.75,1.0,0.13,8.0,22.0,0.0,32.0,0,49.0,99.96,31.0,18.0,14.0,17.0,242.76,9.0,False
0.21,21.0,37.6,23152.49,1.0,16.37,1.0,0.03,4.0,28.0,6.0,45.0,2,131.0,1286.25,84.0,47.0,16.0,10.0,615.76,11.0,False
0.18,7.0,9.21,5001.85,3.0,58.91,3.0,0.11,5.0,27.0,2.0,38.0,2,102.0,277.88,59.0,43.0,12.0,28.0,542.84,4.0,False
0.21,7.0,16.0,10200.78,1.0,39.85,4.0,0.06,5.0,33.0,3.0,45.0,0,119.0,566.71,69.0,50.0,16.0,25.0,637.55,4.0,False
0.02,1.0,3.3,237.6,1.0,21.82,1.0,0.3,2.0,14.0,0.0,18.0,0,18.0,13.2,7.0,11.0,6.0,10.0,72.0,1.0,False
0.02,7.0,10.5,715.2,4.0,6.49,4.0,0.1,0.0,5.0,0.0,7.0,0,19.0,39.73,12.0,7.0,9.0,3.0,68.11,4.0,False
0.49,19.0,30.81,44979.31,1.0,47.37,10.0,0.03,8.0,48.0,19.0,77.0,0,269.0,2498.85,165.0,104.0,16.0,27.0,1459.67,10.0,True
0.6,35.0,35.14,62875.51,10.0,50.91,13.0,0.03,10.0,77.0,12.0,117.0,16,296.0,3493.08,173.0,123.0,24.0,42.0,1789.14,18.0,True
0.04,5.0,10.83,1300.0,1.0,11.08,1.0,0.09,3.0,12.0,0.0,17.0,0,30.0,72.22,17.0,13.0,10.0,6.0,120.0,3.0,True
0.27,27.0,21.58,17352.91,6.0,37.27,7.0,0.05,12.0,43.0,9.0,66.0,0,144.0,964.05,93.0,51.0,22.0,26.0,804.23,15.0,False
0.25,9.0,9.71,7409.16,1.0,78.65,5.0,0.1,3.0,14.0,2.0,21.0,0,139.0,411.62,79.0,60.0,11.0,34.0,763.37,5.0,False
0.03,3.0,6.4,521.02,1.0,12.72,2.0,0.16,0.0,8.0,0.0,10.0,0,22.0,28.95,14.0,8.0,8.0,5.0,81.41,2.0,False
0.01,1.0,2.5,38.77,1.0,6.2,1.0,0.4,2.0,2.0,0.0,7.0,0,6.0,2.15,5.0,1.0,5.0,1.0,15.51,1.0,False
0.59,11.0,25.24,44847.26,4.0,70.38,5.0,0.04,5.0,36.0,0.0,43.0,0,302.0,2491.51,187.0,115.0,18.0,41.0,1776.56,6.0,False
0.16,11.0,19.68,9565.99,1.0,24.69,4.0,0.05,5.0,28.0,0.0,37.0,2,94.0,531.44,50.0,44.0,17.0,19.0,485.97,6.0,True
0.14,11.0,15.63,6514.56,5.0,26.66,3.0,0.06,5.0,22.0,0.0,29.0,2,80.0,361.92,47.0,33.0,18.0,19.0,416.76,6.0,False
0.14,5.0,8.48,3479.36,1.0,48.39,2.0,0.12,6.0,14.0,1.0,23.0,0,80.0,193.3,43.0,37.0,11.0,24.0,410.34,3.0,False
0.45,21.0,23.82,31944.7,3.0,56.28,10.0,0.04,16.0,51.0,18.0,91.0,4,233.0,1774.71,152.0,81.0,20.0,34.0,1340.89,11.0,True
1.45,38.0,48.85,212008.39,1.0,88.86,37.0,0.02,0.0,115.0,2.0,119.0,0,595.0,11778.24,336.0,259.0,43.0,114.0,4340.3,37.0,False
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0.0,2.0,0.0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.08,3.0,11.0,2723.47,1.0,22.51,1.0,0.09,1.0,6.0,0.0,9.0,0,54.0,151.3,32.0,22.0,12.0,12.0,247.59,2.0,False
0.09,7.0,11.14,2880.7,1.0,23.2,3.0,0.09,1.0,17.0,0.0,22.0,1,55.0,160.04,29.0,26.0,12.0,14.0,258.51,4.0,False
0.01,1.0,2.5,79.25,1.0,12.68,1.0,0.4,0.0,2.0,0.0,4.0,0,10.0,4.4,6.0,4.0,5.0,4.0,31.7,1.0,False
0.25,19.0,30.59,22627.41,1.0,24.18,7.0,0.03,5.0,26.0,0.0,33.0,0,142.0,1257.08,90.0,52.0,20.0,17.0,739.74,10.0,False
0.18,7.0,23.04,12757.41,1.0,24.04,3.0,0.04,5.0,30.0,0.0,37.0,0,114.0,708.74,71.0,43.0,15.0,14.0,553.81,4.0,False
0.44,7.0,23.78,31310.62,1.0,55.38,4.0,0.04,5.0,53.0,1.0,61.0,0,231.0,1739.48,124.0,107.0,16.0,36.0,1316.8,4.0,False
0.01,1.0,2.0,54.0,1.0,13.5,1.0,0.5,0.0,2.0,0.0,4.0,0,9.0,3.0,5.0,4.0,4.0,4.0,27.0,1.0,False
0.85,18.0,52.7,134198.01,1.0,48.31,4.0,0.02,10.0,40.0,1.0,54.0,1,426.0,7455.45,276.0,150.0,26.0,37.0,2546.32,10.0,False
0.02,5.0,5.4,349.52,3.0,11.99,2.0,0.19,2.0,6.0,0.0,10.0,0,17.0,19.42,11.0,6.0,9.0,5.0,64.73,3.0,False
0.29,15.0,28.0,24605.47,1.0,31.38,8.0,0.04,8.0,48.0,2.0,60.0,0,152.0,1366.97,98.0,54.0,28.0,27.0,878.77,10.0,False
0.08,1.0,13.14,3080.86,1.0,17.84,1.0,0.08,10.0,23.0,0.0,35.0,0,60.0,171.16,37.0,23.0,8.0,7.0,234.41,1.0,False
0.7,39.0,42.0,87583.27,12.0,49.65,19.0,0.02,5.0,84.0,0.0,91.0,0,345.0,4865.74,198.0,147.0,24.0,42.0,2085.32,20.0,False
0.01,1.0,2.0,31.02,1.0,7.75,1.0,0.5,0.0,2.0,0.0,5.0,0,6.0,1.72,4.0,2.0,4.0,2.0,15.51,1.0,False
0.43,21.0,24.57,31931.67,1.0,52.89,8.0,0.04,2.0,78.0,19.0,100.0,1,215.0,1773.98,129.0,86.0,24.0,42.0,1299.54,11.0,True
0.44,25.0,40.83,53592.37,1.0,32.14,13.0,0.02,12.0,76.0,0.0,90.0,0,235.0,2977.35,130.0,105.0,21.0,27.0,1312.47,14.0,False
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0.0,2.0,0.0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.4,11.0,20.53,24649.77,6.0,58.5,5.0,0.05,14.0,41.0,9.0,66.0,0,205.0,1369.43,127.0,78.0,20.0,38.0,1200.89,6.0,True
0.04,3.0,7.0,758.93,1.0,15.49,2.0,0.14,0.0,6.0,0.0,10.0,0,26.0,42.16,19.0,7.0,12.0,6.0,108.42,2.0,False
0.03,1.0,7.0,629.62,1.0,12.85,1.0,0.14,0.0,5.0,0.0,7.0,0,26.0,34.98,18.0,8.0,7.0,4.0,89.95,1.0,True
0.12,1.0,18.0,6413.79,1.0,19.8,1.0,0.06,0.0,16.0,0.0,18.0,0,103.0,356.32,73.0,30.0,6.0,5.0,356.32,1.0,False
0.15,5.0,11.79,5411.84,1.0,38.94,2.0,0.08,3.0,15.0,0.0,20.0,0,91.0,300.66,59.0,32.0,14.0,19.0,459.04,3.0,False
0.04,1.0,5.0,573.47,1.0,22.94,1.0,0.2,1.0,5.0,0.0,11.0,0,27.0,31.86,18.0,9.0,10.0,9.0,114.69,1.0,False
0.16,7.0,10.71,5201.91,1.0,45.31,3.0,0.09,2.0,29.0,0.0,33.0,0,98.0,288.99,53.0,45.0,10.0,21.0,485.51,4.0,True
0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
0.15,5.0,11.76,5265.77,1.0,38.06,3.0,0.09,8.0,23.0,3.0,38.0,1,88.0,292.54,50.0,38.0,13.0,21.0,447.7,3.0,False
0.01,1.0,2.0,31.02,1.0,7.75,1.0,0.5,0.0,2.0,0.0,4.0,0,6.0,1.72,4.0,2.0,4.0,2.0,15.51,1.0,False
0.01,1.0,2.0,39.3,1.0,9.83,1.0,0.5,0.0,2.0,0.0,4.0,0,7.0,2.18,4.0,3.0,4.0,3.0,19.65,1.0,False
0.04,1.0,3.75,483.48,1.0,34.38,1.0,0.27,2.0,6.0,0.0,10.0,0,33.0,26.86,18.0,15.0,5.0,10.0,128.93,1.0,False
0.07,6.0,9.0,2021.97,1.0,24.96,1.0,0.11,3.0,21.0,0.0,27.0,1,49.0,112.33,31.0,18.0,12.0,12.0,224.66,5.0,False
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0.0,2.0,0.0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.48,19.0,26.7,38298.92,3.0,53.72,9.0,0.04,10.0,49.0,4.0,66.0,1,247.0,2127.72,158.0,89.0,21.0,35.0,1434.42,10.0,False
0.25,5.0,13.78,10413.57,1.0,54.84,1.0,0.07,7.0,40.0,5.0,56.0,0,144.0,578.53,91.0,53.0,13.0,25.0,755.7,3.0,False
0.01,1.0,2.0,39.3,1.0,9.83,1.0,0.5,1.0,2.0,0.0,5.0,0,7.0,2.18,4.0,3.0,4.0,3.0,19.65,1.0,False
0.04,9.0,7.5,875.19,3.0,15.56,1.0,0.13,1.0,5.0,0.0,8.0,0,27.0,48.62,17.0,10.0,12.0,8.0,116.69,5.0,False
0.13,9.0,14.3,5578.95,1.0,27.28,3.0,0.07,1.0,23.0,0.0,26.0,0,83.0,309.94,44.0,39.0,11.0,15.0,390.14,5.0,False
0.06,3.0,10.5,1973.83,1.0,17.9,2.0,0.1,0.0,8.0,0.0,11.0,0,41.0,109.66,26.0,15.0,14.0,10.0,187.98,2.0,False
0.07,3.0,9.78,2118.21,1.0,22.16,1.0,0.1,3.0,17.0,2.0,24.0,0,53.0,117.68,31.0,22.0,8.0,9.0,216.64,2.0,False
0.0,23.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,103.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,False
0.01,1.0,2.0,54.0,1.0,13.5,1.0,0.5,0.0,2.0,0.0,4.0,0,9.0,3.0,5.0,4.0,4.0,4.0,27.0,1.0,False
0.04,5.0,7.31,866.8,1.0,16.21,3.0,0.14,1.0,10.0,0.0,13.0,0,29.0,48.16,16.0,13.0,9.0,8.0,118.54,3.0,False
0.01,1.0,2.0,60.0,1.0,15.0,1.0,0.5,0.0,2.0,0.0,4.0,0,10.0,3.33,6.0,4.0,4.0,4.0,30.0,1.0,True
0.2,15.0,18.16,10845.53,1.0,32.89,2.0,0.06,5.0,34.0,5.0,46.0,0,113.0,602.53,66.0,47.0,17.0,22.0,597.25,8.0,False
0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False
0.11,5.0,12.38,4223.86,1.0,27.58,3.0,0.08,1.0,16.0,0.0,17.0,0,71.0,234.66,38.0,33.0,12.0,16.0,341.32,3.0,False
0.01,1.0,2.5,79.25,1.0,12.68,1.0,0.4,0.0,2.0,0.0,4.0,0,10.0,4.4,6.0,4.0,5.0,4.0,31.7,1.0,False
0.58,7.0,22.32,38621.74,1.0,77.55,4.0,0.04,4.0,59.0,3.0,69.0,1,298.0,2145.65,176.0,122.0,15.0,41.0,1730.59,4.0,False
0.02,5.0,6.0,445.39,3.0,12.37,2.0,0.17,1.0,5.0,0.0,8.0,0,19.0,24.74,11.0,8.0,9.0,6.0,74.23,3.0,False
0.05,9.0,14.4,2354.38,3.0,11.35,3.0,0.07,0.0,9.0,0.0,11.0,0,40.0,130.8,28.0,12.0,12.0,5.0,163.5,5.0,False
0.36,33.0,22.78,24736.11,13.0,47.68,14.0,0.04,15.0,54.0,0.0,71.0,0,187.0,1374.23,105.0,82.0,20.0,36.0,1085.98,17.0,True
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0.0,2.0,0.0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.07,3.0,8.25,1791.33,1.0,26.32,2.0,0.12,2.0,10.0,1.0,16.0,0,48.0,99.52,30.0,18.0,11.0,12.0,217.13,2.0,False
0.08,5.0,10.05,2348.96,1.0,23.28,3.0,0.1,4.0,9.0,0.0,15.0,0,51.0,130.5,34.0,17.0,13.0,11.0,233.83,3.0,False
0.0,13.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
0.03,1.0,6.75,549.52,1.0,12.06,1.0,0.15,1.0,5.0,0.0,8.0,0,22.0,30.53,16.0,6.0,9.0,4.0,81.41,1.0,False
0.46,7.0,21.65,29912.91,1.0,63.83,4.0,0.05,9.0,46.0,6.0,64.0,0,239.0,1661.83,150.0,89.0,18.0,37.0,1381.74,4.0,True
0.0,11.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False
0.13,17.0,32.5,13063.03,5.0,12.37,4.0,0.03,1.0,24.0,0.0,30.0,1,93.0,725.72,58.0,35.0,13.0,7.0,401.94,9.0,False
0.42,23.0,38.8,49149.13,6.0,32.64,4.0,0.03,30.0,54.0,17.0,109.0,4,232.0,2730.51,147.0,85.0,21.0,23.0,1266.59,12.0,False
0.01,1.0,2.0,39.3,1.0,9.83,1.0,0.5,0.0,2.0,0.0,4.0,0,7.0,2.18,4.0,3.0,4.0,3.0,19.65,1.0,False
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,2.0,2.0,0.0,6.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.24,23.0,30.0,21247.32,10.0,23.61,5.0,0.03,4.0,16.0,0.0,22.0,0,134.0,1180.41,77.0,57.0,20.0,19.0,708.24,12.0,False
0.19,7.0,15.3,8511.09,1.0,36.36,4.0,0.07,7.0,28.0,2.0,40.0,0,106.0,472.84,72.0,34.0,18.0,20.0,556.28,4.0,True
0.08,3.0,25.38,5793.68,1.0,9.0,1.0,0.04,1.0,13.0,0.0,16.0,0,66.0,321.87,37.0,29.0,7.0,4.0,228.32,2.0,False
0.03,1.0,2.78,264.4,1.0,34.27,1.0,0.36,2.0,7.0,0.0,11.0,0,25.0,14.69,15.0,10.0,5.0,9.0,95.18,1.0,False
0.24,7.0,16.3,11760.93,1.0,44.29,4.0,0.06,3.0,35.0,0.0,41.0,0,133.0,653.38,78.0,55.0,16.0,27.0,721.69,4.0,False
0.01,1.0,2.0,31.02,1.0,7.75,1.0,0.5,0.0,2.0,0.0,4.0,0,6.0,1.72,4.0,2.0,4.0,2.0,15.51,1.0,False
0.01,1.0,2.0,69.74,1.0,17.43,1.0,0.5,0.0,2.0,0.0,4.0,0,11.0,3.87,6.0,5.0,4.0,5.0,34.87,1.0,False
0.42,5.0,29.75,37904.77,1.0,42.83,3.0,0.03,11.0,35.0,0.0,49.0,1,232.0,2105.82,134.0,98.0,17.0,28.0,1274.11,3.0,False
0.17,9.0,11.43,5927.38,1.0,45.38,3.0,0.09,1.0,30.0,0.0,33.0,0,95.0,329.3,55.0,40.0,16.0,28.0,518.65,6.0,True
0.02,5.0,5.6,361.36,1.0,11.52,2.0,0.18,0.0,6.0,0.0,8.0,0,18.0,20.08,10.0,8.0,7.0,5.0,64.53,3.0,False
0.18,3.0,14.32,7698.49,1.0,37.55,2.0,0.07,6.0,21.0,6.0,36.0,0,104.0,427.69,59.0,45.0,14.0,22.0,537.67,2.0,True
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0.0,2.0,0.0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.06,7.0,11.2,1951.36,3.0,15.56,2.0,0.09,3.0,8.0,0.0,13.0,0,38.0,108.41,22.0,16.0,14.0,10.0,174.23,4.0,False
0.05,3.0,6.0,829.81,1.0,23.05,2.0,0.17,5.0,13.0,3.0,23.0,0,32.0,46.1,20.0,12.0,10.0,10.0,138.3,2.0,False
0.03,3.0,4.0,376.05,1.0,23.5,2.0,0.25,1.0,10.0,1.0,14.0,0,23.0,20.89,14.0,9.0,8.0,9.0,94.01,2.0,False
0.01,1.0,2.5,79.25,1.0,12.68,1.0,0.4,0.0,2.0,0.0,4.0,0,10.0,4.4,6.0,4.0,5.0,4.0,31.7,1.0,False
2.18,45.0,120.53,789353.69,4.0,54.34,15.0,0.01,59.0,203.0,8.0,272.0,0,1118.0,43852.98,660.0,458.0,20.0,38.0,6549.22,23.0,False
0.0,15.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False
0.09,7.0,8.08,2112.27,1.0,32.38,2.0,0.12,0.0,21.0,0.0,23.0,0,55.0,117.35,40.0,15.0,14.0,13.0,261.51,6.0,False
0.22,5.0,15.71,10147.15,1.0,41.12,2.0,0.06,2.0,23.0,2.0,34.0,4,124.0,563.73,66.0,58.0,13.0,24.0,645.97,3.0,False
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0.0,2.0,0.0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,False
0.04,1.0,5.57,680.35,1.0,21.92,1.0,0.18,1.0,4.0,0.0,7.0,0,33.0,37.8,20.0,13.0,6.0,7.0,122.11,1.0,False
2.62,135.0,95.8,753456.46,20.0,82.1,25.0,0.01,27.0,271.0,42.0,343.0,1,1189.0,41858.69,710.0,479.0,28.0,70.0,7864.89,68.0,True
0.0,23.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,87.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,True
0.26,15.0,14.79,11646.29,1.0,53.22,4.0,0.07,5.0,25.0,2.0,35.0,0,146.0,647.02,80.0,66.0,13.0,29.0,787.28,8.0,False
0.03,3.0,6.67,609.18,1.0,13.71,2.0,0.15,4.0,9.0,0.0,15.0,0,24.0,33.84,14.0,10.0,8.0,6.0,91.38,2.0,False
0.0,9.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False
0.24,5.0,8.34,6115.74,1.0,87.9,3.0,0.12,14.0,21.0,11.0,52.0,4,128.0,339.76,71.0,57.0,12.0,41.0,733.17,3.0,True
