NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,target
0.49,33.59,49408.04,43.78,0.03,248.0,2744.89,1470.82,5.0,1.0,2.0,23,37.0,27,48.0,11,137.0,111.0,23.0,38.0,3.0,True
1.1,50.76,168007.02,65.2,0.02,494.0,9333.72,3310.02,37.0,1.0,3.0,34,107.0,62,128.0,21,285.0,209.0,34.0,70.0,19.0,True
0.37,30.72,34286.0,36.33,0.03,186.0,1904.78,1116.0,11.0,1.0,5.0,11,30.0,6,32.0,2,107.0,79.0,28.0,36.0,6.0,True
0.48,21.71,31422.74,66.64,0.05,244.0,1745.71,1447.1,11.0,6.0,6.0,20,38.0,6,38.0,0,148.0,96.0,19.0,42.0,6.0,True
0.34,17.0,17452.01,60.39,0.06,176.0,969.56,1026.58,11.0,6.0,6.0,19,34.0,5,34.0,0,108.0,68.0,19.0,38.0,6.0,True
0.1,9.33,2800.0,32.14,0.11,60.0,155.56,300.0,5.0,1.0,3.0,8,16.0,0,16.0,0,36.0,24.0,14.0,18.0,3.0,True
0.15,14.73,6740.46,31.08,0.07,86.0,374.47,457.69,7.0,3.0,2.0,8,14.0,6,15.0,1,50.0,36.0,18.0,22.0,4.0,True
0.07,6.43,1385.31,33.52,0.16,47.0,76.96,215.49,5.0,1.0,3.0,7,14.0,0,14.0,0,29.0,18.0,10.0,14.0,3.0,True
0.18,14.52,7779.61,36.9,0.07,100.0,432.2,535.76,9.0,5.0,4.0,13,22.0,0,22.0,0,59.0,41.0,17.0,24.0,5.0,True
0.12,8.11,3004.05,45.57,0.12,74.0,166.89,370.0,5.0,1.0,3.0,15,22.0,0,22.0,0,43.0,31.0,11.0,21.0,3.0,True
0.06,6.07,1141.33,30.96,0.16,41.0,63.41,187.98,3.0,1.0,2.0,8,12.0,0,12.0,0,24.0,17.0,10.0,14.0,2.0,True
0.2,12.13,7410.9,50.38,0.08,110.0,411.72,611.0,15.0,1.0,4.0,3,20.0,9,25.0,5,63.0,47.0,16.0,31.0,8.0,True
0.18,12.22,6656.52,44.56,0.08,101.0,369.81,544.62,7.0,1.0,4.0,12,23.0,0,23.0,0,57.0,44.0,15.0,27.0,4.0,True
0.08,7.03,1672.9,33.87,0.14,49.0,92.94,238.04,1.0,1.0,1.0,6,8.0,4,8.0,0,26.0,23.0,11.0,18.0,1.0,True
0.3,13.2,11756.11,67.47,0.08,149.0,653.12,890.61,13.0,1.0,6.0,9,40.0,4,47.0,7,83.0,66.0,18.0,45.0,7.0,True
0.13,12.25,4798.75,31.98,0.08,77.0,266.6,391.73,5.0,3.0,2.0,28,15.0,14,19.0,4,42.0,35.0,14.0,20.0,3.0,True
0.39,22.28,26165.5,52.7,0.04,198.0,1453.64,1174.29,12.0,1.0,8.0,32,48.0,73,64.0,16,119.0,79.0,22.0,39.0,8.0,True
1.47,45.1,198677.1,97.66,0.02,663.0,11037.62,4404.88,49.0,21.0,9.0,37,97.0,23,110.0,13,361.0,302.0,23.0,77.0,25.0,True
0.65,20.0,39236.98,98.09,0.05,314.0,2179.83,1961.85,11.0,1.0,3.0,18,58.0,17,58.0,0,164.0,150.0,16.0,60.0,6.0,True
1.63,22.35,109272.46,218.7,0.04,671.0,6070.69,4888.5,51.0,1.0,23.0,39,166.0,49,167.0,1,367.0,304.0,20.0,136.0,26.0,True
0.36,26.43,28568.25,40.9,0.04,183.0,1587.13,1080.96,16.0,4.0,7.0,13,58.0,0,60.0,2,109.0,74.0,25.0,35.0,12.0,True
0.07,12.5,2734.06,17.5,0.08,46.0,151.89,218.72,5.0,1.0,1.0,2,13.0,3,14.0,1,26.0,20.0,15.0,12.0,3.0,True
0.08,3.91,909.35,59.59,0.26,53.0,50.52,232.79,1.0,1.0,1.0,8,13.0,7,15.0,2,28.0,25.0,5.0,16.0,1.0,True
2.36,59.93,424927.99,118.33,0.02,1002.0,23607.11,7090.97,13.0,3.0,4.0,36,120.0,42,120.0,0,544.0,458.0,28.0,107.0,7.0,True
0.16,13.73,6559.11,34.79,0.07,86.0,364.4,477.69,8.0,1.0,5.0,7,28.0,0,28.0,0,52.0,34.0,21.0,26.0,6.0,True
0.79,36.58,86270.84,64.48,0.03,368.0,4792.82,2358.66,23.0,8.0,7.0,80,54.0,18,64.0,10,202.0,166.0,26.0,59.0,12.0,True
0.63,19.66,37229.33,96.31,0.05,304.0,2068.3,1893.56,13.0,1.0,4.0,11,49.0,0,61.0,12,159.0,145.0,16.0,59.0,7.0,True
0.01,3.0,99.66,11.07,0.33,10.0,5.54,33.22,1.0,1.0,1.0,1,3.0,0,3.0,0,6.0,4.0,6.0,4.0,1.0,True
1.52,51.91,236376.96,87.72,0.02,657.0,13132.05,4553.49,36.0,9.0,18.0,56,141.0,50,141.0,0,365.0,292.0,32.0,90.0,24.0,True
0.05,6.5,905.55,21.43,0.15,30.0,50.31,139.32,1.0,1.0,1.0,7,6.0,1,6.0,0,18.0,12.0,13.0,12.0,1.0,True
0.89,38.18,102358.84,70.21,0.03,409.0,5686.6,2680.83,24.0,4.0,12.0,31,93.0,27,93.0,0,229.0,180.0,28.0,66.0,17.0,True
0.05,6.5,905.55,21.43,0.15,30.0,50.31,139.32,1.0,1.0,1.0,7,6.0,1,6.0,0,18.0,12.0,13.0,12.0,1.0,True
0.2,14.1,8504.78,42.78,0.07,108.0,472.49,603.18,13.0,4.0,4.0,9,28.0,1,31.0,3,61.0,47.0,18.0,30.0,7.0,True
1.98,61.92,367939.9,95.98,0.02,841.0,20441.11,5942.58,40.0,6.0,13.0,55,153.0,55,153.0,0,462.0,379.0,33.0,101.0,25.0,True
0.95,32.0,91007.81,88.87,0.03,429.0,5055.99,2843.99,33.0,9.0,7.0,5,57.0,6,63.0,6,229.0,200.0,24.0,75.0,17.0,True
1.23,39.86,146524.08,92.23,0.03,539.0,8140.23,3676.08,57.0,20.0,5.0,32,106.0,39,106.0,0,297.0,242.0,28.0,85.0,29.0,True
0.22,20.26,13174.23,32.1,0.05,113.0,731.9,650.3,9.0,4.0,3.0,9,21.0,8,23.0,2,66.0,47.0,25.0,29.0,5.0,True
0.31,20.61,18980.62,44.67,0.05,164.0,1054.48,920.81,9.0,5.0,5.0,7,29.0,9,29.0,0,93.0,71.0,18.0,31.0,5.0,True
2.17,46.39,301439.38,140.08,0.02,876.0,16746.63,6498.04,17.0,1.0,3.0,27,84.0,20,84.0,0,457.0,419.0,31.0,140.0,9.0,True
0.18,13.54,7446.38,40.63,0.07,102.0,413.69,550.02,1.0,1.0,1.0,12,16.0,9,17.0,1,58.0,44.0,16.0,26.0,1.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,6.0,0,6.0,0,6.0,5.0,4.0,5.0,1.0,True
0.15,14.73,6740.46,31.08,0.07,86.0,374.47,457.69,7.0,3.0,2.0,7,14.0,5,15.0,1,50.0,36.0,18.0,22.0,4.0,True
0.27,18.6,15166.52,43.84,0.05,146.0,842.58,815.4,9.0,5.0,5.0,5,29.0,7,29.0,0,84.0,62.0,18.0,30.0,5.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,5.0,0,5.0,0,6.0,5.0,4.0,5.0,1.0,True
0.08,7.7,1918.25,32.35,0.13,53.0,106.57,249.12,5.0,1.0,3.0,9,15.0,0,15.0,0,32.0,21.0,11.0,15.0,3.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,5.0,0,5.0,0,6.0,5.0,4.0,5.0,1.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,6.0,0,6.0,0,6.0,5.0,4.0,5.0,1.0,True
0.18,11.79,6459.19,46.5,0.08,101.0,358.84,548.05,7.0,1.0,4.0,12,23.0,0,23.0,0,57.0,44.0,15.0,28.0,4.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,5.0,0,5.0,0,6.0,5.0,4.0,5.0,1.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,5.0,0,5.0,0,6.0,5.0,4.0,5.0,1.0,True
0.36,13.35,14482.39,81.27,0.07,186.0,804.58,1084.92,17.0,7.0,7.0,16,43.0,1,43.0,0,104.0,82.0,14.0,43.0,9.0,True
0.12,10.88,3848.89,32.54,0.09,69.0,213.83,353.92,7.0,1.0,2.0,4,12.0,7,14.0,2,40.0,29.0,15.0,20.0,4.0,True
0.16,12.16,5863.3,39.65,0.08,90.0,325.74,482.18,9.0,1.0,2.0,3,13.0,4,16.0,3,52.0,38.0,16.0,25.0,5.0,True
0.02,4.5,308.4,15.23,0.22,18.0,17.13,68.53,1.0,1.0,1.0,2,3.0,0,3.0,0,13.0,5.0,9.0,5.0,1.0,True
0.2,16.0,9362.4,36.57,0.06,116.0,520.13,585.15,7.0,1.0,1.0,7,19.0,6,24.0,5,60.0,56.0,12.0,21.0,4.0,True
0.13,12.28,4805.3,31.88,0.08,79.0,266.96,391.38,7.0,1.0,1.0,8,15.0,6,17.0,2,45.0,34.0,13.0,18.0,4.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,6.0,0,6.0,0,6.0,5.0,4.0,5.0,1.0,True
0.17,21.45,10872.53,23.63,0.05,94.0,604.03,506.88,12.0,1.0,4.0,20,27.0,4,27.0,0,55.0,39.0,22.0,20.0,7.0,True
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,0,6.0,0,6.0,0,6.0,5.0,4.0,5.0,1.0,True
0.03,3.67,358.13,26.64,0.27,25.0,19.9,97.67,1.0,1.0,1.0,6,8.0,2,10.0,2,14.0,11.0,6.0,9.0,1.0,False
0.13,12.92,5147.38,30.85,0.08,79.0,285.97,398.51,8.0,1.0,3.0,21,29.0,2,29.0,0,48.0,31.0,15.0,18.0,6.0,False
0.01,4.5,148.5,7.33,0.22,11.0,8.25,33.0,3.0,1.0,1.0,2,6.0,3,8.0,2,8.0,3.0,6.0,2.0,2.0,False
1.07,33.04,106264.81,97.32,0.03,464.0,5903.6,3215.86,39.0,5.0,17.0,43,107.0,35,108.0,1,270.0,194.0,31.0,91.0,22.0,False
0.14,14.55,6259.35,29.59,0.07,82.0,347.74,430.33,13.0,1.0,2.0,1,14.0,0,14.0,0,42.0,40.0,16.0,22.0,7.0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.0,False
0.06,12.75,2314.39,14.24,0.08,42.0,128.58,181.52,7.0,1.0,3.0,2,13.0,0,13.0,0,25.0,17.0,12.0,8.0,4.0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.0,False
0.69,44.27,92035.5,46.96,0.02,327.0,5113.08,2078.92,29.0,1.0,1.0,2,49.0,1,56.0,7,202.0,125.0,34.0,48.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.04,4.14,534.7,31.25,0.24,31.0,29.71,129.27,1.0,1.0,1.0,5,7.0,9,7.0,0,18.0,13.0,7.0,11.0,1.0,False
0.04,4.2,504.0,28.57,0.24,30.0,28.0,120.0,3.0,1.0,1.0,2,9.0,2,9.0,0,16.0,14.0,6.0,10.0,2.0,False
0.05,5.91,908.41,26.02,0.17,35.0,50.47,153.73,1.0,1.0,1.0,11,10.0,15,10.0,0,22.0,13.0,10.0,11.0,1.0,False
0.04,4.14,534.7,31.25,0.24,31.0,29.71,129.27,1.0,1.0,1.0,5,7.0,9,7.0,0,18.0,13.0,7.0,11.0,1.0,False
0.04,4.2,504.0,28.57,0.24,30.0,28.0,120.0,3.0,1.0,1.0,2,9.0,2,9.0,0,16.0,14.0,6.0,10.0,2.0,False
0.11,7.43,2548.14,46.18,0.13,68.0,141.56,343.02,1.0,1.0,1.0,18,14.0,19,14.0,0,42.0,26.0,12.0,21.0,1.0,False
0.09,9.33,2470.53,28.36,0.11,57.0,137.25,264.7,5.0,1.0,1.0,7,11.0,2,11.0,0,29.0,28.0,10.0,15.0,3.0,False
0.11,11.67,3740.65,27.48,0.09,66.0,207.81,320.63,9.0,1.0,5.0,14,17.0,5,19.0,2,41.0,25.0,14.0,15.0,5.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.1,7.78,2280.82,37.7,0.13,61.0,126.71,293.25,3.0,1.0,2.0,9,14.0,8,14.0,0,33.0,28.0,10.0,18.0,2.0,False
0.01,2.5,87.17,13.95,0.4,11.0,4.84,34.87,1.0,1.0,1.0,1,4.0,2,4.0,0,7.0,4.0,5.0,4.0,1.0,False
0.01,2.5,87.17,13.95,0.4,11.0,4.84,34.87,1.0,1.0,1.0,3,4.0,3,4.0,0,7.0,4.0,5.0,4.0,1.0,False
0.05,7.0,1064.0,21.71,0.14,38.0,59.11,152.0,1.0,1.0,1.0,5,10.0,6,11.0,1,24.0,14.0,8.0,8.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.03,6.67,507.65,11.42,0.15,20.0,28.2,76.15,3.0,1.0,2.0,0,6.0,0,6.0,0,10.0,10.0,8.0,6.0,2.0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.0,False
0.02,1.8,81.0,25.0,0.56,15.0,4.5,45.0,1.0,1.0,1.0,1,6.0,0,6.0,0,9.0,6.0,3.0,5.0,1.0,False
0.08,9.21,2138.11,25.22,0.11,50.0,118.78,232.19,3.0,1.0,2.0,5,14.0,0,14.0,0,33.0,17.0,13.0,12.0,2.0,False
0.11,21.67,6860.09,14.61,0.05,71.0,381.12,316.62,11.0,1.0,3.0,1,17.0,0,17.0,0,41.0,30.0,13.0,9.0,6.0,False
0.29,15.94,14063.19,55.33,0.06,154.0,781.29,882.1,13.0,5.0,7.0,23,35.0,9,36.0,1,92.0,62.0,18.0,35.0,7.0,False
0.34,21.36,21841.82,47.89,0.05,168.0,1213.43,1022.69,18.0,7.0,7.0,30,43.0,11,49.0,6,99.0,69.0,26.0,42.0,10.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.32,23.21,22625.5,41.98,0.04,165.0,1256.97,974.64,15.0,5.0,7.0,16,36.0,2,40.0,4,100.0,65.0,25.0,35.0,9.0,False
0.01,2.0,56.15,14.04,0.5,10.0,3.12,28.07,3.0,1.0,1.0,5,7.0,0,7.0,0,7.0,3.0,4.0,3.0,2.0,False
0.48,25.15,35879.48,56.74,0.04,227.0,1993.3,1426.79,25.0,5.0,8.0,18,67.0,17,76.0,9,132.0,95.0,27.0,51.0,14.0,False
0.16,12.67,6067.0,37.81,0.08,90.0,337.06,478.97,3.0,1.0,2.0,16,18.0,3,19.0,1,52.0,38.0,16.0,24.0,2.0,False
0.08,6.18,1409.68,36.95,0.16,48.0,78.32,228.23,5.0,1.0,3.0,7,15.0,15,15.0,0,27.0,21.0,10.0,17.0,3.0,False
0.05,10.83,1539.78,13.12,0.09,31.0,85.54,142.13,5.0,1.0,1.0,2,10.0,0,10.0,0,18.0,13.0,15.0,9.0,3.0,False
0.06,7.09,1186.82,23.6,0.14,37.0,65.93,167.37,1.0,1.0,1.0,11,10.0,19,10.0,0,24.0,13.0,12.0,11.0,1.0,False
0.08,6.18,1409.68,36.95,0.16,48.0,78.32,228.23,5.0,1.0,3.0,7,15.0,15,15.0,0,27.0,21.0,10.0,17.0,3.0,False
0.05,10.83,1539.78,13.12,0.09,31.0,85.54,142.13,5.0,1.0,1.0,2,10.0,0,10.0,0,18.0,13.0,15.0,9.0,3.0,False
0.04,6.11,804.75,21.55,0.16,31.0,44.71,131.69,1.0,1.0,1.0,15,9.0,15,9.0,0,20.0,11.0,10.0,9.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.44,22.33,29696.99,59.57,0.04,211.0,1649.83,1330.1,13.0,1.0,9.0,25,57.0,19,57.0,0,125.0,86.0,27.0,52.0,9.0,False
0.21,12.0,7423.67,51.55,0.08,112.0,412.43,618.64,17.0,5.0,5.0,14,28.0,6,36.0,8,67.0,45.0,16.0,30.0,9.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.03,6.0,562.59,15.63,0.17,24.0,31.26,93.77,1.0,1.0,1.0,1,9.0,0,9.0,0,16.0,8.0,9.0,6.0,1.0,False
0.01,3.33,140.0,12.6,0.3,14.0,7.78,42.0,1.0,1.0,1.0,4,7.0,4,8.0,1,10.0,4.0,5.0,3.0,1.0,False
0.05,4.73,702.84,31.45,0.21,35.0,39.05,148.68,3.0,1.0,2.0,7,14.0,4,14.0,0,22.0,13.0,8.0,11.0,2.0,False
0.02,3.5,188.21,15.36,0.29,15.0,10.46,53.77,1.0,1.0,1.0,0,4.0,0,4.0,0,8.0,7.0,6.0,6.0,1.0,False
0.29,14.58,12491.15,58.73,0.07,151.0,693.95,856.54,19.0,1.0,6.0,3,36.0,0,36.0,0,81.0,70.0,15.0,36.0,10.0,False
0.01,2.0,69.74,17.43,0.5,11.0,3.87,34.87,1.0,1.0,1.0,1,3.0,0,3.0,0,6.0,5.0,4.0,5.0,1.0,False
0.04,6.5,786.03,18.6,0.15,29.0,43.67,120.93,3.0,1.0,2.0,0,10.0,0,10.0,0,16.0,13.0,9.0,9.0,2.0,False
0.06,9.92,1911.12,19.43,0.1,41.0,106.17,192.72,3.0,1.0,2.0,0,8.0,0,8.0,0,24.0,17.0,14.0,12.0,2.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.5,21.88,32737.87,68.42,0.05,245.0,1818.77,1496.59,27.0,9.0,11.0,28,51.0,10,51.0,0,145.0,100.0,21.0,48.0,14.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.04,4.2,480.69,27.25,0.24,28.0,26.7,114.45,1.0,1.0,1.0,6,7.0,9,7.0,0,16.0,12.0,7.0,10.0,1.0,False
0.13,19.0,7371.44,20.42,0.05,87.0,409.52,387.97,6.0,1.0,5.0,7,18.0,5,18.0,0,49.0,38.0,11.0,11.0,5.0,False
0.04,6.11,804.75,21.55,0.16,31.0,44.71,131.69,1.0,1.0,1.0,10,9.0,16,9.0,0,20.0,11.0,10.0,9.0,1.0,False
0.04,4.2,480.69,27.25,0.24,28.0,26.7,114.45,1.0,1.0,1.0,6,7.0,9,7.0,0,16.0,12.0,7.0,10.0,1.0,False
0.01,3.5,145.3,11.86,0.29,12.0,8.07,41.51,1.0,1.0,1.0,1,3.0,0,3.0,0,8.0,4.0,7.0,4.0,1.0,False
0.06,7.09,1186.82,23.6,0.14,37.0,65.93,167.37,1.0,1.0,1.0,11,10.0,19,10.0,0,24.0,13.0,12.0,11.0,1.0,False
0.28,15.62,13176.06,54.02,0.06,148.0,732.0,843.67,13.0,5.0,7.0,22,34.0,5,35.0,1,89.0,59.0,18.0,34.0,7.0,False
0.15,9.92,4423.57,44.98,0.1,85.0,245.75,446.07,11.0,5.0,4.0,13,22.0,5,23.0,1,51.0,34.0,14.0,24.0,6.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.56,33.53,56756.57,50.49,0.03,267.0,3153.14,1692.74,16.0,5.0,6.0,31,63.0,10,63.0,0,153.0,114.0,30.0,51.0,11.0,False
0.08,8.64,2086.35,27.97,0.12,55.0,115.91,241.58,5.0,1.0,2.0,7,17.0,9,22.0,5,36.0,19.0,10.0,11.0,3.0,False
0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0,0.0,0,2.0,0.0,2.0,0.0,1.0,False
0.07,12.0,2568.63,17.84,0.08,48.0,142.7,214.05,5.0,1.0,3.0,0,8.0,0,8.0,0,24.0,24.0,11.0,11.0,3.0,False
2.67,60.04,481241.52,133.5,0.02,1061.0,26735.64,8015.42,143.0,15.0,60.0,8,139.0,0,142.0,3,554.0,507.0,36.0,152.0,73.0,False
0.99,33.23,99019.72,89.69,0.03,483.0,5501.1,2980.07,143.0,70.0,71.0,2,58.0,0,58.0,0,268.0,215.0,17.0,55.0,72.0,False
0.17,31.95,15993.34,15.66,0.03,102.0,888.52,500.5,27.0,9.0,1.0,4,21.0,4,22.0,1,65.0,37.0,19.0,11.0,14.0,False
0.26,26.96,20624.52,28.38,0.04,141.0,1145.81,765.1,15.0,6.0,6.0,1,29.0,0,29.0,0,79.0,62.0,20.0,23.0,8.0,False
