NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,CAT_00,target
1.0,2,0.0,1.0,0.06,0.0,0.0,1,1.0,4.0,1,0.0,43.58,12.62,6939.41,0.18,111.0,0.08,385.52,549.92,3,0,0,17.0,17.0,1.0,0.0,0.0,5.0,0.05,21.0,53.0,58.0,21.0,10,0.0,0,False
5.0,4,8.0,3.0,0.33,4.0,2.0,3,1.0,11.0,1,0.0,24.0,4.67,522.66,0.04,28.0,0.21,29.04,112.0,1,0,0,9.0,9.0,0.33,2.0,4.0,10.0,0.27,11.0,12.0,16.0,9.0,7,0.0,2,False
5.0,1,8.0,3.0,0.23,4.0,2.0,1,0.33,12.0,1,0.0,18.54,16.14,4839.01,0.1,63.0,0.06,268.83,299.56,2,0,0,13.0,13.0,0.33,2.0,4.0,11.0,0.19,16.0,30.0,33.0,13.0,14,0.0,1,False
9.0,1,12.0,5.0,0.38,4.0,3.0,2,0.4,14.0,5,1.0,16.54,12.36,2527.87,0.07,43.0,0.08,140.44,204.46,18,0,0,13.0,13.0,1.0,4.0,6.0,11.0,0.16,32.0,17.0,26.0,11.0,16,0.0,2,False
3.0,2,4.0,2.0,0.4,2.0,2.0,2,1.0,8.0,1,0.0,13.67,5.71,446.5,0.03,20.0,0.18,24.81,78.14,1,0,0,5.0,5.0,0.5,1.0,2.0,8.0,0.29,7.0,10.0,10.0,7.0,8,0.0,0,False
3.0,3,4.0,2.0,0.12,2.0,2.0,2,1.0,9.0,1,0.0,27.97,23.08,14896.06,0.22,139.0,0.04,827.56,645.5,4,0,0,17.0,17.0,0.5,1.0,2.0,9.0,0.09,22.0,50.0,89.0,13.0,12,0.0,1,False
1.0,1,0.0,1.0,0.33,0.0,0.0,1,1.0,2.0,1,0.0,13.5,2.0,54.0,0.01,9.0,0.5,3.0,27.0,2,0,0,3.0,3.0,1.0,0.0,0.0,3.0,0.17,6.0,4.0,5.0,4.0,4,0.0,3,True
5.0,3,8.0,3.0,0.25,4.0,2.0,1,0.33,12.0,1,0.0,36.12,6.39,1474.26,0.08,48.0,0.16,81.9,230.75,11,0,13,12.0,12.0,0.33,2.0,4.0,11.0,0.08,37.0,23.0,25.0,18.0,10,52.0,0,False
9.0,4,14.0,5.0,0.22,6.0,2.33,3,0.6,22.0,3,0.5,39.88,13.33,7090.32,0.18,98.0,0.08,393.91,531.77,25,5,17,18.0,23.0,0.6,4.0,7.0,19.0,0.08,66.0,45.0,53.0,27.0,16,55.0,1,False
11.0,1,16.0,6.0,0.29,6.0,2.67,2,0.33,17.0,6,1.0,21.74,20.19,8859.53,0.15,87.0,0.05,492.2,438.86,1,1,0,20.0,21.0,1.0,5.0,8.0,13.0,0.26,23.0,38.0,49.0,16.0,17,4.76,3,False
5.0,0,8.0,3.0,0.14,4.0,2.0,1,0.33,13.0,1,0.0,51.47,13.89,9932.28,0.24,143.0,0.07,551.79,715.0,6,1,2,20.0,21.0,0.33,2.0,4.0,12.0,0.1,30.0,71.0,72.0,23.0,9,13.04,0,False
59.0,3,116.0,30.0,0.14,58.0,2.0,3,0.1,110.0,1,0.0,242.69,36.29,319607.72,2.94,1190.0,0.03,17755.98,8807.05,19,0,29,208.0,208.0,0.03,29.0,58.0,82.0,0.12,257.0,573.0,617.0,150.0,19,12.24,4,False
1.0,1,0.0,1.0,0.17,0.0,0.0,1,1.0,2.0,1,0.0,23.55,14.58,5007.57,0.11,77.0,0.07,278.2,343.38,6,0,3,6.0,6.0,1.0,0.0,0.0,3.0,0.06,16.0,35.0,42.0,12.0,10,33.33,1,False
8.0,1,4.0,6.0,0.25,2.0,2.0,2,0.33,16.0,1,0.0,19.95,12.41,3072.34,0.08,54.0,0.08,170.69,247.59,5,0,4,24.0,24.0,0.17,1.0,2.0,12.0,0.18,34.0,21.0,33.0,11.0,13,14.29,1,False
1.0,1,0.0,1.0,0.05,0.0,0.0,1,1.0,2.0,1,0.0,77.95,9.14,6513.19,0.24,133.0,0.11,361.84,712.55,24,0,24,19.0,19.0,1.0,0.0,0.0,3.0,0.01,88.0,65.0,68.0,32.0,9,55.81,0,False
3.0,1,4.0,2.0,0.33,2.0,2.0,1,0.5,7.0,1,0.0,11.99,6.67,533.03,0.03,21.0,0.15,29.61,79.95,5,0,10,6.0,6.0,0.5,1.0,2.0,7.0,0.09,22.0,10.0,11.0,6.0,8,62.5,2,False
7.0,3,12.0,4.0,0.25,6.0,2.0,4,1.0,14.0,1,0.0,25.4,12.79,4158.09,0.11,65.0,0.08,231.0,325.0,4,0,1,16.0,16.0,0.25,3.0,6.0,12.0,0.18,22.0,29.0,36.0,17.0,15,5.88,0,False
1.0,0,0.0,1.0,0.09,0.0,0.0,1,1.0,1.0,1,0.0,64.9,3.6,841.09,0.08,55.0,0.28,46.73,233.64,0,0,0,11.0,11.0,1.0,0.0,0.0,2.0,0.08,12.0,27.0,28.0,15.0,4,0.0,0,False
3.0,2,4.0,2.0,0.33,2.0,2.0,2,1.0,7.0,1,0.0,16.5,2.0,66.0,0.01,11.0,0.5,3.67,33.0,2,0,0,6.0,6.0,0.5,1.0,2.0,7.0,0.22,9.0,4.0,7.0,4.0,4,0.0,0,False
1.0,2,0.0,1.0,0.2,0.0,0.0,1,1.0,5.0,1,0.0,20.93,11.28,2661.56,0.08,59.0,0.09,147.86,236.0,2,0,0,5.0,5.0,1.0,0.0,0.0,6.0,0.13,8.0,29.0,30.0,9.0,7,0.0,3,False
33.0,6,58.0,17.0,0.47,26.0,2.23,7,0.41,68.0,14,0.81,30.56,37.08,42020.85,0.38,196.0,0.03,2334.49,1133.15,2,2,0,34.0,36.0,0.82,16.0,29.0,53.0,0.44,39.0,89.0,107.0,30.0,25,5.56,1,False
5.0,3,8.0,3.0,0.23,4.0,2.0,2,0.67,13.0,1,0.0,31.59,11.45,4145.3,0.12,68.0,0.09,230.29,361.89,12,2,8,11.0,13.0,0.33,2.0,4.0,12.0,0.09,34.0,28.0,40.0,22.0,18,47.62,2,False
3.0,2,4.0,2.0,0.17,2.0,2.0,2,1.0,8.0,1,0.0,19.16,6.19,733.44,0.04,29.0,0.16,40.75,118.54,3,0,0,12.0,12.0,0.5,1.0,2.0,8.0,0.13,16.0,11.0,18.0,8.0,9,0.0,1,False
5.0,3,8.0,3.0,0.3,4.0,2.0,3,1.0,11.0,1,0.0,23.58,8.57,1732.45,0.07,43.0,0.12,96.25,202.12,4,0,0,10.0,10.0,0.33,2.0,4.0,10.0,0.2,15.0,20.0,23.0,14.0,12,0.0,0,False
13.0,3,24.0,7.0,0.17,12.0,2.0,4,0.57,29.0,1,0.0,59.59,22.8,30993.01,0.45,232.0,0.04,1721.83,1359.05,16,0,10,41.0,41.0,0.14,6.0,12.0,24.0,0.1,68.0,110.0,122.0,41.0,17,19.61,2,False
1.0,0,0.0,1.0,0.1,0.0,0.0,1,1.0,1.0,1,0.0,17.35,46.29,37167.22,0.27,217.0,0.02,2064.85,803.0,2,0,0,10.0,10.0,1.0,0.0,0.0,2.0,0.08,13.0,108.0,109.0,7.0,6,0.0,3,False
1.0,2,0.0,1.0,0.2,0.0,0.0,1,1.0,3.0,1,0.0,19.37,2.5,121.08,0.02,14.0,0.4,6.73,48.43,3,0,0,5.0,5.0,1.0,0.0,0.0,4.0,0.11,9.0,6.0,8.0,6.0,5,0.0,1,False
5.0,0,6.0,3.0,0.6,2.0,3.0,1,0.33,7.0,3,1.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,62.91,0,0,0,5.0,5.0,1.0,2.0,3.0,6.0,0.5,6.0,6.0,11.0,5.0,8,0.0,1,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0,False
3.0,0,4.0,2.0,0.33,2.0,2.0,1,0.5,6.0,1,0.0,6.0,6.0,216.0,0.01,12.0,0.17,12.0,36.0,0,0,0,6.0,6.0,0.5,1.0,2.0,6.0,0.29,7.0,4.0,8.0,2.0,6,0.0,1,False
3.0,0,4.0,2.0,0.22,2.0,2.0,1,0.5,5.0,1,0.0,35.77,7.0,1752.53,0.08,57.0,0.14,97.36,250.36,1,0,0,9.0,9.0,0.5,1.0,2.0,5.0,0.18,11.0,28.0,29.0,14.0,7,0.0,1,False
15.0,4,26.0,8.0,0.17,12.0,2.17,7,0.88,37.0,3,0.29,63.61,27.76,48997.85,0.59,289.0,0.04,2722.1,1765.36,18,2,6,45.0,47.0,0.38,7.0,13.0,31.0,0.11,72.0,136.0,153.0,49.0,20,15.09,0,False
1.0,1,0.0,1.0,0.17,0.0,0.0,1,1.0,2.0,1,0.0,12.44,4.9,298.63,0.02,17.0,0.2,16.59,60.94,10,1,19,5.0,6.0,1.0,0.0,0.0,3.0,0.03,36.0,7.0,10.0,5.0,7,80.0,1,False
1.0,0,0.0,1.0,0.33,0.0,0.0,1,1.0,1.0,1,0.0,12.03,4.0,192.42,0.02,13.0,0.25,10.69,48.11,0,0,0,3.0,3.0,1.0,0.0,0.0,2.0,0.25,4.0,5.0,8.0,5.0,8,0.0,1,False
11.0,2,18.0,6.0,0.18,8.0,2.25,4,0.67,23.0,5,0.8,69.47,9.03,5659.94,0.21,110.0,0.11,314.44,627.05,8,0,4,33.0,33.0,0.83,5.0,9.0,19.0,0.13,46.0,49.0,61.0,38.0,14,10.81,2,False
4.0,3,0.0,3.0,0.16,0.0,0.0,3,1.0,12.0,1,0.0,29.48,10.0,2948.03,0.1,62.0,0.1,163.78,294.8,12,1,5,18.0,19.0,0.33,0.0,0.0,11.0,0.08,37.0,25.0,37.0,15.0,12,25.0,2,False
7.0,3,12.0,4.0,0.15,6.0,2.0,4,1.0,15.0,1,0.0,37.25,27.5,28170.17,0.34,178.0,0.04,1565.01,1024.36,7,2,7,24.0,26.0,0.25,3.0,6.0,13.0,0.1,41.0,80.0,98.0,32.0,22,27.27,1,True
1.0,0,0.0,1.0,0.13,0.0,0.0,1,1.0,1.0,1,0.0,15.94,10.29,1686.86,0.05,41.0,0.1,93.71,164.0,0,1,2,7.0,8.0,1.0,0.0,0.0,2.0,0.09,11.0,16.0,25.0,7.0,9,30.0,3,False
1.0,1,0.0,1.0,0.2,0.0,0.0,1,1.0,2.0,1,0.0,7.4,5.83,251.91,0.01,13.0,0.17,14.0,43.19,0,0,1,5.0,5.0,1.0,0.0,0.0,3.0,0.14,7.0,5.0,8.0,3.0,7,16.67,1,False
9.0,3,16.0,5.0,0.28,8.0,2.0,2,0.4,22.0,1,0.0,35.29,23.68,19791.23,0.28,156.0,0.04,1099.51,835.78,14,1,10,17.0,18.0,0.2,4.0,8.0,19.0,0.12,43.0,74.0,82.0,25.0,16,39.29,2,False
5.0,4,8.0,3.0,0.23,4.0,2.0,3,1.0,14.0,1,0.0,14.28,9.33,1243.74,0.04,35.0,0.11,69.1,133.26,0,0,0,13.0,13.0,0.33,2.0,4.0,13.0,0.21,14.0,14.0,21.0,6.0,8,0.0,1,False
1.0,3,0.0,1.0,0.17,0.0,0.0,1,1.0,5.0,1,0.0,19.23,5.69,622.17,0.04,28.0,0.18,34.57,109.39,1,0,0,6.0,6.0,1.0,0.0,0.0,6.0,0.13,8.0,13.0,15.0,8.0,7,0.0,0,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0,False
3.0,3,4.0,2.0,0.25,2.0,2.0,2,1.0,8.0,1,0.0,17.31,5.5,523.51,0.03,25.0,0.18,29.08,95.18,1,1,0,7.0,8.0,0.5,1.0,2.0,8.0,0.2,10.0,11.0,14.0,7.0,7,12.5,0,False
5.0,2,8.0,3.0,0.43,4.0,2.0,3,1.0,13.0,1,0.0,24.15,8.59,1782.21,0.07,48.0,0.12,99.01,207.45,1,0,0,7.0,7.0,0.33,2.0,4.0,12.0,0.33,9.0,21.0,27.0,11.0,9,0.0,2,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0,False
53.0,6,100.0,27.0,0.44,48.0,2.08,23,0.85,124.0,19,0.69,88.96,33.0,96874.9,0.98,450.0,0.03,5381.94,2935.6,4,0,0,62.0,62.0,0.7,26.0,50.0,99.0,0.4,67.0,210.0,240.0,70.0,22,0.0,2,False
1.0,1,0.0,1.0,0.11,0.0,0.0,1,1.0,8.0,1,0.0,48.36,7.78,2925.63,0.13,81.0,0.13,162.53,376.15,10,0,21,9.0,9.0,1.0,0.0,0.0,9.0,0.02,41.0,40.0,41.0,18.0,7,70.0,1,False
13.0,4,16.0,7.0,0.23,4.0,4.0,2,0.29,22.0,6,0.83,62.47,19.9,24732.36,0.41,215.0,0.05,1374.02,1242.99,4,1,4,29.0,30.0,0.86,6.0,10.0,17.0,0.18,39.0,97.0,118.0,39.0,16,14.71,1,True
3.0,0,4.0,2.0,0.33,2.0,2.0,1,0.5,5.0,1,0.0,10.04,5.0,250.95,0.02,14.0,0.2,13.94,50.19,0,0,0,6.0,6.0,0.5,1.0,2.0,5.0,0.29,7.0,5.0,9.0,4.0,8,0.0,2,False
7.0,3,8.0,4.0,0.29,2.0,4.0,2,0.5,12.0,4,1.0,33.12,8.0,2119.78,0.09,54.0,0.13,117.77,264.97,9,2,0,12.0,14.0,1.0,3.0,4.0,10.0,0.17,24.0,24.0,30.0,18.0,12,14.29,1,False
21.0,3,36.0,11.0,0.15,16.0,2.25,5,0.45,40.0,5,0.4,84.72,25.33,54371.71,0.72,329.0,0.04,3020.65,2146.25,14,5,36,69.0,74.0,0.45,10.0,18.0,31.0,0.09,125.0,152.0,177.0,69.0,23,37.27,1,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0,False
26.0,4,44.0,14.0,0.3,22.0,2.0,11,0.79,59.0,7,0.46,30.87,42.62,56084.29,0.44,221.0,0.02,3115.79,1315.88,13,1,1,45.0,46.0,0.5,11.0,22.0,47.0,0.23,61.0,97.0,124.0,33.0,29,4.26,2,False
11.0,5,20.0,6.0,0.18,10.0,2.0,2,0.33,30.0,1,0.0,32.61,64.33,135012.09,0.7,363.0,0.02,7500.67,2098.63,16,1,17,32.0,33.0,0.17,5.0,10.0,26.0,0.09,67.0,193.0,170.0,33.0,22,36.0,3,False
1.0,0,0.0,1.0,0.25,0.0,0.0,1,1.0,1.0,1,0.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,0,0,0,4.0,4.0,1.0,0.0,0.0,2.0,0.2,5.0,2.0,5.0,2.0,5,0.0,1,False
13.0,3,24.0,7.0,0.26,12.0,2.0,3,0.43,26.0,3,0.33,22.13,13.39,3968.8,0.1,61.0,0.07,220.49,296.34,9,0,2,27.0,27.0,0.43,6.0,12.0,21.0,0.18,38.0,25.0,36.0,14.0,15,6.9,0,False
1.0,2,0.0,1.0,0.25,0.0,0.0,1,1.0,3.0,1,0.0,15.85,2.4,91.29,0.01,12.0,0.42,5.07,38.04,4,0,0,4.0,4.0,1.0,0.0,0.0,4.0,0.11,9.0,6.0,6.0,5.0,4,0.0,1,False
25.0,0,34.0,14.0,0.56,14.0,2.43,1,0.07,45.0,10,0.69,27.2,31.11,26315.66,0.28,147.0,0.03,1461.98,845.97,3,0,0,25.0,25.0,0.71,10.0,17.0,33.0,0.48,29.0,67.0,80.0,28.0,26,0.0,3,False
3.0,0,4.0,2.0,0.12,2.0,2.0,1,0.5,6.0,1,0.0,19.85,16.82,5614.18,0.11,76.0,0.06,311.9,333.82,1,0,0,17.0,17.0,0.5,1.0,2.0,6.0,0.11,19.0,37.0,39.0,11.0,10,0.0,4,False
7.0,0,10.0,4.0,0.29,4.0,2.5,1,0.25,12.0,3,0.67,22.43,10.08,2280.63,0.08,50.0,0.1,126.7,226.18,1,1,1,13.0,14.0,0.75,3.0,5.0,10.0,0.24,17.0,22.0,28.0,12.0,11,13.33,1,False
1.0,2,0.0,1.0,0.08,0.0,0.0,1,1.0,5.0,1,0.0,48.36,9.75,4596.78,0.16,88.0,0.1,255.38,471.46,9,0,6,13.0,13.0,1.0,0.0,0.0,6.0,0.03,29.0,42.0,46.0,28.0,13,31.58,1,False
5.0,1,8.0,3.0,0.38,4.0,2.0,2,0.67,10.0,1,0.0,16.74,11.23,2110.54,0.06,41.0,0.09,117.25,187.98,3,0,0,8.0,8.0,0.33,2.0,4.0,9.0,0.25,12.0,19.0,22.0,11.0,13,0.0,0,False
9.0,3,14.0,5.0,0.17,6.0,2.33,3,0.6,20.0,3,0.5,30.81,17.22,9132.06,0.18,99.0,0.06,507.34,530.4,3,4,2,26.0,30.0,0.6,4.0,7.0,17.0,0.14,36.0,44.0,55.0,23.0,18,18.75,5,False
13.0,7,22.0,7.0,0.16,10.0,2.2,6,0.86,28.0,4,0.5,71.6,13.86,13750.99,0.33,166.0,0.07,763.94,992.23,22,10,0,33.0,43.0,0.57,6.0,11.0,23.0,0.11,66.0,75.0,91.0,46.0,17,23.26,1,True
19.0,6,24.0,11.0,0.28,10.0,2.4,9,0.82,37.0,3,0.2,38.45,22.91,20177.56,0.29,151.0,0.04,1120.98,880.77,16,5,12,34.0,39.0,0.27,7.0,12.0,28.0,0.16,68.0,63.0,88.0,33.0,24,33.33,2,False
1.0,3,0.0,1.0,0.2,0.0,0.0,1,1.0,4.0,1,0.0,18.13,4.29,333.04,0.03,21.0,0.23,18.5,77.71,0,0,0,5.0,5.0,1.0,0.0,0.0,5.0,0.17,6.0,10.0,11.0,7.0,6,0.0,2,False
7.0,4,12.0,4.0,0.18,6.0,2.0,4,1.0,17.0,1,0.0,54.76,4.7,1211.98,0.09,52.0,0.21,67.33,257.62,1,1,1,21.0,22.0,0.25,3.0,6.0,15.0,0.16,25.0,23.0,29.0,22.0,9,8.7,1,False
1.0,0,0.0,1.0,0.14,0.0,0.0,1,1.0,1.0,1,0.0,51.81,1.5,116.56,0.03,21.0,0.67,6.48,77.71,0,0,0,7.0,7.0,1.0,0.0,0.0,2.0,0.13,8.0,10.0,11.0,10.0,3,0.0,0,False
1.0,1,0.0,1.0,0.05,0.0,0.0,1,1.0,4.0,1,0.0,105.1,9.99,10484.77,0.35,186.0,0.1,582.49,1049.76,11,0,6,20.0,20.0,1.0,0.0,0.0,5.0,0.03,38.0,91.0,95.0,41.0,9,23.08,1,False
17.0,0,32.0,9.0,0.56,16.0,2.0,1,0.11,33.0,1,0.0,85.3,11.0,10321.01,0.31,168.0,0.09,573.39,938.27,2,14,0,2.0,16.0,0.11,8.0,16.0,26.0,0.47,19.0,74.0,94.0,37.0,11,87.5,1,True
1.0,1,0.0,1.0,0.5,0.0,0.0,1,1.0,2.0,1,0.0,10.44,3.5,127.89,0.01,11.0,0.29,7.11,36.54,2,0,0,2.0,2.0,1.0,0.0,0.0,3.0,0.2,5.0,3.0,8.0,3.0,7,0.0,0,False
11.0,2,20.0,6.0,0.13,10.0,2.0,3,0.5,24.0,1,0.0,56.47,17.4,17102.11,0.33,180.0,0.06,950.12,982.7,9,8,15,40.0,48.0,0.17,5.0,10.0,20.0,0.08,73.0,83.0,97.0,31.0,13,36.51,0,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0,False
3.0,0,4.0,2.0,0.17,2.0,2.0,1,0.5,5.0,1,0.0,14.09,13.5,2567.23,0.06,44.0,0.07,142.62,190.16,3,0,1,12.0,12.0,0.5,1.0,2.0,5.0,0.12,17.0,18.0,26.0,8.0,12,7.69,1,False
1.0,2,0.0,1.0,0.2,0.0,0.0,1,1.0,4.0,1,0.0,14.99,5.5,453.5,0.03,23.0,0.18,25.19,82.45,5,0,0,5.0,5.0,1.0,0.0,0.0,5.0,0.09,11.0,11.0,12.0,6.0,6,0.0,1,False
3.0,1,6.0,2.0,0.67,2.0,3.0,1,0.5,6.0,1,0.0,9.49,3.5,116.27,0.01,10.0,0.29,6.46,33.22,0,0,0,3.0,3.0,0.5,2.0,3.0,6.0,0.5,4.0,3.0,7.0,3.0,7,0.0,0,False
11.0,2,18.0,6.0,0.5,8.0,2.25,2,0.33,22.0,6,1.0,11.97,25.0,7483.01,0.1,61.0,0.04,415.72,299.32,1,0,0,12.0,12.0,1.0,5.0,9.0,18.0,0.43,14.0,25.0,36.0,10.0,20,0.0,2,False
1.0,0,0.0,1.0,0.04,0.0,0.0,1,1.0,1.0,1,0.0,39.03,26.4,27204.48,0.34,208.0,0.04,1511.36,1030.47,7,0,9,23.0,23.0,1.0,0.0,0.0,2.0,0.03,40.0,96.0,112.0,20.0,11,28.13,4,False
1.0,2,0.0,1.0,0.17,0.0,0.0,1,1.0,3.0,1,0.0,10.76,5.25,296.48,0.02,17.0,0.19,16.47,56.47,2,2,0,4.0,6.0,1.0,0.0,0.0,4.0,0.11,9.0,7.0,10.0,4.0,6,33.33,1,False
13.0,0,20.0,7.0,0.88,8.0,2.5,1,0.14,21.0,6,0.83,8.51,21.12,3799.3,0.06,44.0,0.05,211.07,179.85,1,0,0,8.0,8.0,0.86,6.0,10.0,16.0,0.7,10.0,13.0,31.0,4.0,13,0.0,2,False
3.0,0,4.0,2.0,0.5,2.0,2.0,1,0.5,6.0,1,0.0,12.44,9.0,1008.0,0.04,28.0,0.11,56.0,112.0,3,0,0,4.0,4.0,0.5,1.0,2.0,6.0,0.25,8.0,14.0,14.0,7.0,9,0.0,3,False
17.0,3,32.0,9.0,0.16,16.0,2.0,4,0.44,32.0,6,0.63,68.85,10.07,6976.38,0.23,121.0,0.1,387.58,693.08,8,1,12,54.0,55.0,0.67,8.0,16.0,25.0,0.12,76.0,51.0,70.0,38.0,15,19.4,4,False
1.0,1,0.0,1.0,0.33,0.0,0.0,1,1.0,2.0,1,0.0,7.75,2.0,31.02,0.01,6.0,0.5,1.72,15.51,2,0,0,3.0,3.0,1.0,0.0,0.0,3.0,0.17,6.0,2.0,4.0,2.0,4,0.0,1,False
1.0,7,0.0,1.0,0.08,0.0,0.0,1,1.0,8.0,1,0.0,44.7,5.0,1117.4,0.07,47.0,0.2,62.08,223.48,17,0,22,13.0,13.0,1.0,0.0,0.0,9.0,0.02,53.0,20.0,27.0,18.0,9,62.86,0,False
21.0,3,38.0,11.0,0.52,18.0,2.11,3,0.27,42.0,3,0.2,35.91,25.31,23011.32,0.3,172.0,0.04,1278.41,909.09,2,0,0,21.0,21.0,0.27,10.0,19.0,33.0,0.46,24.0,81.0,91.0,24.0,15,0.0,0,False
5.0,1,6.0,3.0,0.25,2.0,3.0,2,0.67,9.0,3,1.0,20.31,10.77,2355.5,0.07,46.0,0.09,130.86,218.72,6,0,1,12.0,12.0,1.0,2.0,3.0,8.0,0.15,20.0,20.0,26.0,13.0,14,7.69,0,False
1.0,1,0.0,1.0,0.25,0.0,0.0,1,1.0,3.0,1,0.0,11.63,2.0,46.53,0.01,9.0,0.5,2.58,23.26,0,0,0,4.0,4.0,1.0,0.0,0.0,4.0,0.2,5.0,4.0,5.0,3.0,3,0.0,0,False
1.0,1,0.0,1.0,0.5,0.0,0.0,1,1.0,2.0,1,0.0,10.57,3.0,95.1,0.01,10.0,0.33,5.28,31.7,3,0,3,2.0,2.0,1.0,0.0,0.0,3.0,0.11,9.0,3.0,7.0,3.0,6,60.0,0,False
19.0,1,32.0,10.0,0.16,14.0,2.29,5,0.5,39.0,6,0.56,86.23,31.88,87614.7,0.92,430.0,0.03,4867.48,2748.7,24,2,20,60.0,62.0,0.6,9.0,16.0,31.0,0.09,107.0,204.0,226.0,64.0,20,26.83,0,True
