NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,NUM_36,NUM_37,NUM_38,NUM_39,NUM_40,NUM_41,NUM_42,NUM_43,NUM_44,NUM_45,NUM_46,NUM_47,NUM_48,NUM_49,NUM_50,NUM_51,NUM_52,NUM_53,NUM_54,NUM_55,NUM_56,NUM_57,NUM_58,NUM_59,NUM_60,NUM_61,NUM_62,NUM_63,NUM_64,NUM_65,NUM_66,NUM_67,NUM_68,NUM_69,NUM_70,NUM_71,NUM_72,CAT_00,CAT_01,CAT_02,CAT_03,CAT_04,CAT_05,CAT_06,CAT_07,CAT_08,CAT_09,CAT_10,CAT_11,CAT_12,CAT_13,CAT_14,CAT_15,CAT_16,CAT_17,CAT_18,CAT_19,CAT_20,CAT_21,CAT_22,CAT_23,CAT_24,CAT_25,CAT_26,CAT_27,CAT_28,CAT_29,CAT_30,CAT_31,CAT_32,CAT_33,CAT_34,CAT_35,CAT_36,CAT_37,CAT_38,CAT_39,CAT_40,CAT_41,CAT_42,CAT_43,CAT_44,target
0.8,0.977244,0.333333,0.176471,0.999957,0.6,0.461538,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,0.999458,0.979322,0.854119,0.869568,0.85497,0.892686,0.8,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.975,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.9,0.85644,0.803013,0.855454,0.802935,0.961538,1.0,1.0,1.0,1.0,0.666667,0.5,0.638776,0.8,0.571429,0.545455,0.480769,1.0,0.285714,0.444444,0.444444,0.3,0.317073,0.962043,0.936303,0.963992,0.936316,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,2,2,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,1,3,2,0.915725,0.913316,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999996,0.883386,0.461538,0.285714,0.999846,0.538462,0.333333,1.0,1.0,0.854119,0.869568,0.85497,0.892686,0.5,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.666667,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.666667,0.85644,0.803013,0.855454,0.802935,0.428571,1.0,1.0,1.0,1.0,1.0,0.833333,0.909091,0.457143,0.909091,0.857143,0.857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,2,2,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,3,2,2,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,2
1.0,0.995371,0.5,0.125,0.995084,0.6,0.294118,0.993838,0.883386,0.375,0.157895,0.997942,0.461538,0.294118,0.999954,0.999957,0.854119,0.869568,0.85497,0.892686,0.75,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.857143,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.857143,0.85644,0.803013,0.855454,0.802935,0.592593,0.0,0.0,0.0,0.0,0.5,0.444444,0.598039,0.607143,0.487395,0.422222,0.409836,0.666667,0.444444,0.55,0.533333,0.54902,0.377049,0.5,0.5,0.833333,0.555556,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,0.011111,0.4,0.222222,0.82159,2,2,2,2,2,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,0.0,0.0,2,2,2,2,2,2,2,0.5,0.5,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,2
0.0,0.999888,0.666667,0.384615,0.999873,0.7,0.428571,0.999422,1.0,0.5,0.285714,0.99993,0.777778,0.428571,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.638456,0.573995,0.688899,0.620578,0.666124,0.2,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.028571,0.85644,0.803013,0.855454,0.802935,0.117647,0.090909,0.0,0.090909,0.0,1.0,0.666667,0.8,0.030303,0.8,0.513514,0.526316,0.75,0.6,0.68254,0.666667,0.418605,0.472727,1.0,1.0,1.0,1.0,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,0.791184,0.888243,0.829007,1.0,1,2,2,2,2,3,3,1.0,1.0,3,3,1,1,1,1,0.726359,0.726359,1,1,0.0,0.0,2,2,3,2,1,2,2,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1,1,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,1.0,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,1.0,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1.0,0.85644,0.803013,0.855454,0.802935,1.0,1.0,1.0,1.0,1.0,0.8,0.666667,0.767677,1.0,0.742424,0.688889,0.638298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,2,3,3,1.0,1.0,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,3,1,2
0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,0.166667,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.477841,0.587256,0.75,0.6,0.731481,0.666667,0.40625,0.285714,0.272204,0.85644,0.803013,0.855454,0.802935,0.351852,1.0,1.0,1.0,1.0,0.2,0.166667,0.338113,0.245614,0.220096,0.465116,0.274194,1.0,0.666667,0.8,0.8,0.76,0.769231,0.962043,0.936303,0.963992,0.936316,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,0.791184,0.888243,0.829007,0.82159,2,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,2,2,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,1,3,2,0.915725,0.913316,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,1.0,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,1.0,0.587256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85644,0.803013,0.855454,0.802935,1.0,1.0,1.0,1.0,1.0,0.75,0.666667,0.793277,1.0,0.748663,0.528302,0.523077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,3,3,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,2,3,3,1.0,1.0,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,3,1,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,0.666667,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.8,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.8,0.2,0.0,0.25,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.428571,0.6,0.809524,0.6,0.446809,0.477273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.0,0.0,2,2,1.0,1.0,3,3,3,2,2,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,2
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,0.0,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.134921,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.0,0.85644,0.803013,0.855454,0.802935,0.176471,1.0,1.0,1.0,1.0,0.8,0.666667,0.872727,0.0,0.818182,0.72093,0.673913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032258,0.909091,0.6,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,1,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,2,1,2
0.0,0.999474,0.444444,0.25,0.997777,0.4,0.222222,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,0.999995,0.979322,0.854119,0.869568,0.85497,0.892686,0.0,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.442857,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.202381,0.85644,0.803013,0.855454,0.802935,0.461538,1.0,1.0,1.0,1.0,0.6,0.6,0.627679,0.173913,0.6,0.581818,0.43662,0.7,0.636364,0.693027,0.666667,0.677419,0.486486,1.0,1.0,1.0,1.0,0.002597,0.636364,0.411765,0.530065,0.760775,0.647217,0.015625,0.5,0.25,0.82159,2,2,2,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,1,2,2,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,2,1,1
0.333333,0.973927,0.333333,0.176471,0.987528,0.5,0.235294,0.973928,0.35,0.5,0.285714,0.98753,0.444444,0.25,0.999125,0.999125,0.083333,0.222222,0.066667,0.333333,0.25,0.0,0.333333,0.0,0.638456,0.573995,0.688899,0.620578,0.666124,0.404762,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.285714,1.0,1.0,1.0,1.0,0.541667,1.0,1.0,1.0,1.0,0.2,0.2,0.476667,0.27027,0.25,0.36,0.170732,0.285714,0.285714,0.597619,0.392857,0.552632,0.327273,0.8,0.5,0.8,0.5,4e-06,0.545455,0.263158,0.530065,0.760775,0.647217,0.791184,0.888243,0.829007,0.0,1,2,2,2,2,2,2,0.0,0.0,2,2,1,1,1,1,1.0,1.0,3,3,1.0,1.0,3,3,2,2,1,2,2,0.0,0.0,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.0,2,1,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999878,1.0,0.625,0.384615,0.999821,0.666667,0.428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.5,0.5,0.394737,1.0,0.410256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1.0,0.85644,0.803013,0.855454,0.802935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.791184,0.888243,0.829007,1.0,2,3,3,2,2,3,3,1.0,1.0,3,3,3,2,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,3,3,2,3,3,1.0,1.0,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,3,3,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,0.666667,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.8,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.8,0.85644,0.803013,0.855454,0.802935,0.421053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,3,3,2,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,3,1,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.3,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.058824,0.3,0.058824,0.892686,0.666667,0.83383,0.89033,0.830611,0.666667,0.666667,0.8,0.761905,0.8125,0.8,0.722222,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.8,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.666667,0.444444,0.656825,0.714286,0.602262,0.468085,0.45283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.0,3,3,3,1,1,2,2,0.788883,0.783218,1,1,2,2,1,1,1.0,1.0,3,3,1.0,1.0,3,3,2,2,2,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.0,1,1,2
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,0.0,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.152381,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.0,0.85644,0.803013,0.855454,0.802935,0.148148,1.0,1.0,1.0,1.0,1.0,0.857143,0.923077,0.0,0.923077,0.705882,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,3,2,1,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,3,1,2
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978679,0.883386,0.60788,0.396168,0.982576,0.644336,0.438054,1.0,0.979322,0.854119,0.869568,0.85497,0.892686,0.0,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.222222,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.035714,0.85644,0.803013,0.855454,0.802935,0.3125,1.0,1.0,1.0,1.0,0.285714,0.285714,0.442262,0.035714,0.331633,0.444444,0.254545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,0.071429,0.5,0.25,0.82159,2,3,3,1,1,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,1,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,1
0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.99995,0.883386,0.857143,0.666667,0.999962,0.777778,0.461538,1.0,1.0,0.854119,0.869568,0.85497,0.892686,0.8,0.83383,0.89033,0.830611,0.638456,0.573995,0.688899,0.620578,0.666124,0.822222,0.587256,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,0.8,0.85644,0.803013,0.855454,0.802935,0.68,1.0,1.0,1.0,1.0,0.833333,0.833333,0.833333,0.516129,0.833333,0.607143,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.662489,0.842344,0.76457,0.530065,0.760775,0.647217,1.0,1.0,1.0,0.82159,3,3,3,2,2,1,1,0.788883,0.783218,1,1,1,1,1,1,0.726359,0.726359,1,1,1.0,1.0,3,3,2,2,1,3,3,1.0,1.0,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.860946,1,1,2
