NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,NUM_36,NUM_37,NUM_38,NUM_39,NUM_40,NUM_41,NUM_42,NUM_43,NUM_44,NUM_45,NUM_46,NUM_47,NUM_48,NUM_49,target
4.16187,0.62225,4.027909999999999,-0.644775,0.930034,0.102214,2.38212,1248.23,0.881357,35.9115,0.253857,1.2755,237.523,0.7846350000000001,0.367461,156.526,3.25991,0.4756359999999999,0.541493,100.538,1.2246,0.123289,-0.307444,0.237263,4.64115,1.16908,0.7289760000000001,492.151,0.1708829999999999,0.24136,1.50615,-2.32349,1.36246,0.0850391,0.0056101,121.682,22.9842,0.7147180000000001,3.3259,0.0,0.171311,-0.041082,1.09445,0.993624,0.188738,0.235221,1.358,0.926936,3.2416,0.17477,True
4.25975,1.59528,4.102609999999999,-0.7615970000000001,0.494975,0.111829,2.33084,717.898,0.331911,19.438,0.207675,1.25901,110.426,0.466771,0.34763,69.7058,3.81578,0.476549,0.269233,13.0104,1.48595,0.16485,-0.0996546,0.256191,5.97165,1.12756,0.656564,454.426,0.0958818999999999,0.364874,0.210954,-3.0339,1.25027,0.0970542,0.0,121.113,-17.1136,1.07846,3.73023,0.0,0.161078,0.279467,2.24735,1.13717,0.18714,0.0,1.2336200000000002,0.863949,3.04399,0.1771329999999999,True
2.80789,0.111919,3.95036,336.201,0.999176,0.323838,6.037319999999999,5143.79,3.36139,11.0571,0.135968,0.8130069999999999,97.9437,0.703554,0.355731,494.255,3.35529,0.4865529999999999,-0.00705176,28.899,1.31607,0.149768,0.130237,0.2453699999999999,6.82238,1.15745,0.287539,146.239,0.109118,0.292554,1.16631,-5.81219,1.7404400000000002,0.0833943,0.0537548999999999,213.59,-5.02986,-0.425826,2.1845,0.000790514,0.178485,-0.5794050000000001,0.984017,-0.0789815,0.235326,0.434246,1.1044200000000002,0.950311,2.92462,0.206636,True
3.34261,1.08431,4.36716,122.7,0.703886,0.157975,2.2617,922.773,0.562755,11.1099,0.306641,1.0945,2.56148,1.2437200000000002,0.328125,73.1422,5.37701,0.493843,0.47451,25.8197,1.22354,0.147417,-0.258937,0.240913,4.34825,1.23064,0.6045189999999999,426.846,0.119043,0.377526,1.4675200000000002,-3.85444,1.13479,0.0662643,0.0117187999999999,99.0369,-14.0805,0.547104,5.14846,0.0,0.0959237,0.177302,0.6036020000000001,-0.008189,0.236971,0.437997,1.43078,0.8776579999999999,3.4892300000000005,0.282991,True
-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,False
6.8808,3.05852,4.56578,172.96099999999998,0.562025,0.795477,1.35828,336.853,0.0876429,11.0098,0.317901,1.78147,25.2551,-3.29489,0.25,64.2088,1.69438,0.418946,-4.80301,98.865,1.73249,0.1136079999999999,-1.02324,0.349188,11.3556,0.518113,1.80464,252.504,0.0149527999999999,0.12249,0.198619,-1.08324,1.0433,0.2555989999999999,0.0154320999999999,181.273,-37.9851,0.0386549,12.6644,0.0648148,0.4268229999999999,-2.20046,10.0897,2.79833,0.312268,0.0791651,0.955253,0.5351859999999999,4.08374,0.126753,False
4.29071,2.73917,4.25119,69.9668,0.4514109999999999,0.0877603999999999,2.08413,531.4540000000001,0.205008,5.0636,0.276923,1.89351,5.45454,0.579241,0.332308,56.3773,3.53671,0.471129,0.164442,67.216,1.48207,0.122053,-0.672158,0.26677,6.50354,1.34835,2.22554,448.285,0.0501097,0.381578,-0.0310927,-1.58043,1.011,0.104699,0.0,85.8914,-20.3837,2.87991,3.88072,0.0,0.171674,0.354103,1.23746,0.705046,0.2610449999999999,0.0,1.56019,0.81197,3.49075,0.200934,True
5.21275,2.12279,4.34456,341.023,-0.252494,0.130399,1.69997,560.989,0.230148,55.0969,0.222989,0.427946,134.964,0.421732,0.275862,21.9132,3.45563,0.376927,-0.071885,129.96,1.60521,0.184843,-0.640996,0.3346139999999999,8.440560000000001,0.906855,1.3273,242.61,0.0445741999999999,0.344174,0.325955,-2.54271,1.23336,0.0721311,0.0,161.061,-49.1436,0.169045,4.37982,0.0,0.167297,0.236678,4.0984,0.353115,0.215819,0.158847,0.846698,0.811596,3.36991,0.2010539999999999,False
4.26775,0.770824,4.22085,75.0812,0.393509,0.1621,2.78379,1155.27,0.560906,10.3734,0.2059219999999999,1.09117,27.3039,0.787762,0.367429,103.165,3.07354,0.494984,0.401976,7.897019999999999,1.60478,0.132143,0.409884,0.243364,8.17694,1.27224,0.3562079999999999,402.27,0.0906268,0.308473,-0.2541219999999999,-4.13793,1.33469,0.0955499,0.0121131,173.524,22.573,0.208583,3.13976,0.0,0.200539,0.247602,3.4389300000000005,1.66265,0.2109219999999999,0.19746,1.52876,0.8651540000000001,3.07816,0.213263,True
5.10958,1.06729,4.44315,-1.94427,-0.614775,0.3242239999999999,2.00287,586.842,0.156039,32.5743,0.273138,0.593938,180.333,0.446539,0.259594,60.9835,1.7692,0.407344,0.54323,161.914,1.91901,0.0967455,0.265146,0.285861,10.1307,0.545403,2.00164,381.258,0.00363038,0.2216159999999999,-0.5614210000000001,-1.4829,1.26412,0.179859,0.0112867,185.202,-64.0778,-0.544176,3.92448,0.0,0.4375199999999999,-0.0525047,11.0717,3.41876,0.207136,0.0,0.582867,0.774016,3.5009,0.116022,False
5.51379,1.6086200000000002,4.509180000000001,335.397,-0.654213,0.683816,1.91278,763.197,0.230976,29.2275,0.223485,1.36578,114.452,-2.37108,0.2443179999999999,76.4285,2.57947,0.3698909999999999,-2.35319,142.263,1.92146,0.175287,-0.380719,0.308963,9.25978,0.67933,1.4105299999999998,209.399,0.0648948,0.27969,-0.3386119999999999,-2.29918,1.15715,0.116517,0.00568182,189.658,-84.745,-0.48966,9.79423,0.0132576,0.280763,-1.20414,3.28086,0.67189,0.195045,0.139274,1.02201,0.7611479999999999,3.51485,0.151024,False
8.34464,6.33978,5.662,230.354,-0.345146,0.246295,1.2809700000000002,229.294,0.016312,23.642,0.257778,-0.271472,26.1214,13.5744,0.253333,0.93941,4.23343,0.454191,-5.85305,26.656,2.94159,0.427466,3.9193,0.382288,19.4654,0.0478366999999999,0.8803209999999999,466.025,0.00807595,0.33249,-1.28618,-2.6299200000000003,0.623656,0.00862768,0.0311111,54.0495,-250.707,21.0459,11.0156,0.151111,0.1416599999999999,-8.56753,6.11458,9.7277,0.044981,0.0,1.27431,0.463288,4.66031,0.171071,False
2.75995,0.265413,4.2283,70.6057,0.983648,0.270821,4.23951,3277.14,2.014,135.231,0.289419,0.934001,194.308,-0.0329018,0.3361,520.553,2.94903,0.484266,0.434413,234.965,1.17564,0.14152,-0.229962,0.2143449999999999,5.038530000000001,1.1705299999999998,1.65746,475.848,0.127766,0.280867,1.97253,-2.06125,1.43536,0.113146,0.0186722,142.451,-2.39371,-0.255963,3.00688,0.00103734,0.185003,-0.29554,0.963466,-0.126309,0.164151,0.219771,1.72281,0.931847,3.36394,0.192107,True
5.24192,0.854591,4.207730000000001,297.627,0.5663189999999999,0.725021,2.21658,1347.68,0.468708,26.1622,0.244326,0.327127,82.6161,-3.0969,0.23765,178.976,1.8659,0.457665,-4.83857,351.071,1.94407,0.165185,-0.36748,0.246725,10.5422,0.691631,1.7424400000000002,263.648,0.0421369,0.202823,-0.562876,-1.99408,1.69358,0.159773,0.00133511,177.283,-26.5005,-0.413368,15.5344,0.0293725,0.263556,-1.19611,2.05059,0.19396,0.221935,0.1257349999999999,0.792321,0.8140189999999999,3.63564,0.135113,False
6.25049,2.14057,4.065930000000001,61.0657,0.478535,0.0507533,2.21083,656.617,0.206577,30.7957,0.308357,0.132594,42.5732,1.35758,0.293948,27.0898,3.92024,0.491504,0.421886,78.2011,2.03678,0.285139,-0.992759,0.380856,9.08956,0.7399640000000001,1.32449,459.839,0.0537061,0.1870079999999999,0.390808,-1.92148,1.33941,0.0711983,0.00864553,122.544,-56.0104,1.14333,3.8957,0.0,0.144709,0.5602689999999999,2.8662,2.80345,0.264536,0.0624706,0.841032,0.789774,3.57036,0.103902,False
3.76473,0.70212,4.5709800000000005,278.72900000000004,0.986173,0.373181,2.4565,1464.07,0.758592,6.33542,0.264151,0.686683,82.0775,-0.672982,0.3345909999999999,122.901,4.81351,0.4966069999999999,-0.170918,97.8815,1.7160799999999998,0.165293,-0.130199,0.240503,7.96225,1.20119,0.468277,273.487,0.0829388,0.356197,-0.32855,-4.03406,1.34971,0.0903756999999999,0.0163522,152.345,-30.4286,0.2050949999999999,4.951230000000001,0.00377358,0.1408029999999999,0.208511,1.57367,0.25138,0.220547,0.174815,1.06079,0.847567,3.45669,0.175348,False
3.6413,0.1706369999999999,3.92565,97.1004,0.951977,0.483752,5.03969,3578.18,1.96862,5.80205,0.143564,0.747024,58.0303,-1.15942,0.388614,492.6230000000001,2.97567,0.493933,-0.0962449,23.9145,1.48401,0.156694,0.1196,0.25582,8.3285,1.2844,0.396685,334.731,0.0801452,0.276204,0.222115,-4.6561900000000005,1.59344,0.113769,0.0173267,186.875,-19.677,-0.286184,1.97874,0.0,0.227873,-0.304227,2.44381,0.00781229,0.262108,0.375838,1.06,0.922326,2.79959,0.156111,True
3.5089,0.563817,4.19948,217.095,0.90418,0.1503519999999999,2.34487,1510.1,1.06945,26.0557,0.309023,0.95839,88.3913,1.32668,0.351051,145.489,4.58512,0.4926979999999999,0.690979,59.1511,1.35821,0.136299,-0.351475,0.24528,5.3689800000000005,1.4335,0.4914439999999999,344.866,0.105054,0.34965,1.17929,-4.01251,1.18211,0.0690221,0.00370828,127.947,-5.59805,0.92523,5.171530000000001,0.0,0.1097609999999999,0.20794,0.691036,-0.201779,0.294377,0.400041,1.31039,0.898106,3.3713,0.235107,False
3.98161,0.293359,3.94441,9.86646,0.947846,0.0749372,4.04778,2238.42,1.13295,13.5346,0.170565,0.737139,209.043,1.03929,0.394737,212.272,3.00528,0.496895,0.187658,125.131,1.60654,0.149095,0.217786,0.267453,8.17353,1.31746,0.3809929999999999,430.1880000000001,0.0529344,0.255596,-0.22995,-3.97492,1.52135,0.0930945,0.00389864,171.141,4.0273900000000005,0.00291611,1.63016,0.0,0.221046,0.4642699999999999,2.66967,0.816172,0.276553,0.165633,1.03369,0.91639,2.83554,0.165516,True
4.19501,1.84866,4.35728,0.406311,0.890243,0.53295,2.56545,543.875,0.204422,36.422,0.252809,1.3823299999999998,188.668,-1.45654,0.303371,23.7525,3.3154800000000004,0.480242,0.445486,119.495,1.7254599999999998,0.217332,0.272018,0.382627,6.74447,0.908714,1.68992,413.639,0.0401816999999999,0.177201,-0.5076930000000001,-2.1804,1.25291,0.0476674,0.0,128.08700000000002,-12.8423,1.31304,3.14701,0.00561798,0.227206,-0.958108,2.3138400000000003,1.51804,0.308548,0.0,0.495593,0.8365469999999999,3.30844,0.1051119999999999,False
3.36625,0.475296,4.14295,111.86,0.931921,0.1305609999999999,2.83249,1999.74,1.24183,53.2545,0.466931,0.639641,246.431,1.80509,0.310847,180.552,4.76675,0.4514979999999999,1.43516,4.13692,1.1752,0.245769,-0.631224,0.318529,5.52121,0.877166,1.95702,415.66,0.152243,0.3578469999999999,2.75535,-2.03528,0.975595,0.0661988,0.00925926,93.3602,-46.5833,0.543702,6.294569999999999,0.0,0.112481,0.314241,0.525359,-0.0267596,0.180597,0.233409,1.35038,0.885647,3.7176,0.2364409999999999,True
4.60186,2.15614,4.25931,496.595,0.196424,0.1278,1.34584,430.67,0.178791,13.3309,0.2283099999999999,1.17325,97.5564,-0.343113,0.283105,22.5797,3.03487,0.390258,-0.135051,139.366,1.60651,0.160764,-0.360871,0.300412,8.70438,0.976954,2.57017,72.6325,0.0376152,0.319848,0.405918,-1.56021,1.5937,0.0868281,0.0,158.575,-35.5026,0.0919871,4.92071,0.0,0.17207,0.0845365,3.89813,2.19021,0.263051,0.1357529999999999,0.829916,0.756401,3.40171,0.1844569999999999,False
9.1778,2.16032,4.31866,7.34662,0.259266,0.8746149999999999,1.76761,480.79,0.187865,8.60771,0.235294,0.89979,116.737,-4.0157,0.4313729999999999,71.4085,2.09361,0.4810609999999999,-11.77,25.4114,1.34209,0.184823,-1.28272,0.266131,8.39977,0.734504,2.13728,474.86,0.129047,0.343208,1.39477,-1.14283,0.970602,0.142724,0.00326797,81.9349,-34.25,2.699,28.6657,0.160131,0.2495619999999999,-0.931248,1.1683,1.38615,0.129143,0.147022,0.278042,0.784147,4.02989,0.177677,False
3.17803,0.577667,4.32789,358.60900000000004,0.8650329999999999,0.143472,2.26746,1491.99,0.951045,6.98102,0.288813,1.01474,47.2728,1.23754,0.323059,113.429,6.15215,0.496176,0.3502159999999999,12.4764,1.44164,0.148125,0.120657,0.263869,6.14806,1.44201,0.212648,194.26,0.1163,0.411489,0.4560689999999999,-4.83838,1.29355,0.0646079,0.00913242,159.80700000000002,-6.90509,0.287088,5.06934,0.0,0.0974547,0.290671,0.8721479999999999,0.0785036,0.214912,0.450837,1.32178,0.848497,3.24589,0.229958,True
2.97066,0.231751,4.28788,118.421,0.920193,0.397307,4.59088,3420.21,2.16624,18.9551,0.19457,0.981222,339.07800000000003,-0.560683,0.3131219999999999,490.236,2.90732,0.4909449999999999,-0.344165,65.4388,1.22481,0.141018,0.258227,0.229992,6.04212,1.22393,0.291003,372.49300000000005,0.1158329999999999,0.2555409999999999,1.2334,-4.49447,1.6571,0.0980231,0.0434389,182.345,19.9921,-0.0564092,2.6102,0.00542986,0.1998599999999999,-0.601458,1.40399,-0.100891,0.246934,0.136453,1.2241799999999998,0.941721,3.14057,0.181069,True
5.437869999999999,1.49306,4.2059,81.7561,-0.203978,0.0,2.34016,608.441,0.247219,24.3589,0.326087,1.21575,169.77200000000002,2.10821,0.284783,31.0693,2.37923,0.407375,0.551343,173.63299999999998,1.6933900000000002,0.178931,0.618576,0.335717,6.570760000000001,1.01705,1.16022,464.57,0.0430716,0.200809,-0.389018,-2.82255,1.37339,0.0608255,0.00434783,138.132,38.0547,0.541009,2.07203,0.0,0.144674,0.4707979999999999,4.49078,1.7433900000000002,0.342934,0.0680038,0.87492,0.780105,3.3875900000000003,0.113514,False
5.55814,1.8685,4.22575,391.481,0.574006,0.403338,1.41137,546.1990000000001,0.1910599999999999,21.4988,0.275281,0.7364609999999999,129.173,-0.8887950000000001,0.264045,27.075,2.24999,0.42166,-0.6485770000000001,126.421,1.56848,0.126418,-0.7349640000000001,0.298338,9.69022,0.8588809999999999,1.85193,236.34,0.0251609,0.309265,0.175143,-2.1947,1.09622,0.0976799999999999,0.00187266,165.986,-39.2245,1.00685,5.91737,0.0,0.222211,-0.0386264,5.206259999999999,2.37962,0.27888,0.143588,0.477225,0.717936,3.51576,0.129089,False
