NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,CAT_00,target
0.01,1.0,2.0,44.92,1.0,11.23,1.0,0.5,2,4.0,0,9.0,8.0,2.5,5.0,3.0,4.0,3.0,22.46,1.0,0,no
0.33,11.0,19.32,18891.08,1.0,50.61,6.0,0.05,5,49.0,7,64.0,185.0,1049.5,116.0,69.0,14.0,25.0,977.8,6.0,0,no
0.01,3.0,2.5,91.35,1.0,14.62,1.0,0.4,0,2.0,0,4.0,11.0,5.08,6.0,5.0,5.0,5.0,36.54,2.0,0,no
0.03,1.0,6.25,547.31,1.0,14.01,1.0,0.16,2,6.0,0,12.0,23.0,30.41,18.0,5.0,10.0,4.0,87.57,1.0,0,no
0.06,5.0,6.77,1241.47,1.0,27.09,2.0,0.15,4,11.0,6,23.0,40.0,68.97,24.0,16.0,11.0,13.0,183.4,3.0,0,no
0.07,7.0,6.67,1337.83,1.0,30.1,3.0,0.15,1,14.0,3,20.0,45.0,74.32,29.0,16.0,10.0,12.0,200.67,4.0,0,no
0.02,1.0,1.5,69.76,1.0,31.0,1.0,0.67,2,4.0,0,13.0,14.0,3.88,7.0,7.0,3.0,7.0,46.51,1.0,2,no
0.05,1.0,7.56,1028.0,1.0,17.97,1.0,0.13,3,9.0,0,15.0,32.0,57.11,21.0,11.0,11.0,8.0,135.93,1.0,0,no
0.04,1.0,7.86,1027.7,1.0,16.65,1.0,0.13,2,6.0,3,13.0,32.0,57.09,21.0,11.0,10.0,7.0,130.8,1.0,0,no
0.08,7.0,9.0,2242.11,1.0,27.68,3.0,0.11,3,19.0,0,26.0,53.0,124.56,35.0,18.0,13.0,13.0,249.12,4.0,0,no
0.01,1.0,3.5,122.04,1.0,9.96,1.0,0.29,0,4.0,0,6.0,11.0,6.78,9.0,2.0,7.0,2.0,34.87,1.0,0,no
0.06,3.0,7.8,1321.78,1.0,21.73,1.0,0.13,1,10.0,0,15.0,38.0,73.43,25.0,13.0,12.0,10.0,169.46,2.0,0,no
0.01,1.0,3.5,122.04,1.0,9.96,1.0,0.29,0,4.0,0,6.0,11.0,6.78,9.0,2.0,7.0,2.0,34.87,1.0,0,no
0.01,1.0,3.0,75.8,1.0,8.42,1.0,0.33,0,2.0,0,4.0,9.0,4.21,8.0,1.0,6.0,1.0,25.27,1.0,0,no
0.02,3.0,3.0,166.52,1.0,18.5,1.0,0.33,0,4.0,0,6.0,15.0,9.25,8.0,7.0,6.0,7.0,55.51,2.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.1,5.0,10.73,3337.11,1.0,28.97,2.0,0.09,2,13.0,0,17.0,64.0,185.39,41.0,23.0,14.0,15.0,310.91,3.0,0,no
0.05,1.0,6.0,850.66,1.0,23.63,2.0,0.17,4,8.0,1,22.0,34.0,47.26,34.0,24.0,10.0,14.0,141.78,2.0,0,no
0.09,3.0,8.57,2279.38,1.0,31.02,1.0,0.12,5,13.0,2,16.0,58.0,126.63,22.0,12.0,9.0,9.0,265.93,1.0,0,no
0.14,3.0,10.39,4239.4,1.0,39.28,2.0,0.1,2,18.0,0,23.0,84.0,235.52,50.0,34.0,11.0,18.0,408.07,2.0,0,no
0.23,3.0,10.15,6876.48,1.0,66.7,2.0,0.1,3,21.0,1,28.0,130.0,382.03,82.0,48.0,11.0,26.0,677.23,2.0,0,no
0.0,1.0,0.75,4.75,1.0,8.45,1.0,1.33,0,2.0,0,9.0,4.0,0.26,18.0,11.0,3.0,2.0,6.34,1.0,0,no
0.02,1.0,8.25,555.52,1.0,8.16,1.0,0.12,0,5.0,0,7.0,29.0,30.86,8.0,11.0,2.0,10.0,67.34,1.0,0,no
0.02,1.0,1.1,74.93,1.0,61.92,1.0,0.91,0,4.0,0,4.0,19.0,4.16,1.0,3.0,1.0,2.0,68.11,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.01,1.0,2.0,31.02,1.0,7.75,1.0,0.5,0,2.0,0,4.0,6.0,1.72,4.0,2.0,4.0,2.0,15.51,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,1,2.0,0,5.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.07,1.0,5.73,1287.55,1.0,39.25,1.0,0.17,1,12.0,0,15.0,55.0,71.53,34.0,21.0,6.0,11.0,224.81,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.57,17.0,18.08,31145.55,1.0,95.28,2.0,0.06,13,78.0,3,56.0,285.0,1730.31,105.0,57.0,11.0,34.0,1722.65,3.0,0,no
0.01,1.0,2.0,39.3,1.0,9.83,1.0,0.5,0,2.0,0,4.0,7.0,2.18,4.0,3.0,4.0,3.0,19.65,1.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2.0,2,7.0,5.0,0.0,5.0,0.0,5.0,0.0,11.61,1.0,0,no
0.57,11.0,26.12,44516.08,5.0,65.26,6.0,0.04,4,67.0,5,78.0,302.0,2473.12,191.0,111.0,16.0,34.0,1704.44,6.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.03,3.0,7.2,630.5,1.0,12.16,2.0,0.14,2,12.0,0,16.0,23.0,35.03,15.0,8.0,9.0,5.0,87.57,2.0,0,no
0.12,7.0,13.13,4876.79,3.0,28.31,3.0,0.08,5,30.0,2,39.0,75.0,270.93,47.0,28.0,15.0,16.0,371.56,4.0,0,no
0.12,11.0,14.0,4845.81,5.0,24.72,4.0,0.07,5,20.0,2,30.0,72.0,269.21,44.0,28.0,14.0,14.0,346.13,6.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.5,49.0,19.17,28525.28,4.0,77.62,4.0,0.05,5,92.0,3,102.0,248.0,1584.74,142.0,106.0,17.0,47.0,1488.0,25.0,0,no
0.03,3.0,6.0,502.57,1.0,13.96,2.0,0.17,0,8.0,0,10.0,22.0,27.92,13.0,9.0,8.0,6.0,83.76,2.0,0,no
0.17,7.0,11.61,5753.47,1.0,42.68,4.0,0.09,7,29.0,1,40.0,102.0,319.64,64.0,38.0,11.0,18.0,495.51,4.0,1,no
0.19,7.0,15.53,8769.75,1.0,36.37,4.0,0.06,7,35.0,1,46.0,114.0,487.21,71.0,43.0,13.0,18.0,564.78,4.0,1,no
0.1,11.0,12.46,3877.26,4.0,24.97,4.0,0.08,2,25.0,0,29.0,67.0,215.4,40.0,27.0,12.0,13.0,311.14,6.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.12,9.0,12.27,4275.3,1.0,28.4,3.0,0.08,4,25.0,0,68.0,76.0,237.52,94.0,73.0,12.0,24.0,348.46,5.0,0,no
0.29,9.0,18.25,15756.64,1.0,47.31,3.0,0.05,14,51.0,0,31.0,167.0,875.37,47.0,29.0,11.0,13.0,863.38,5.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.01,1.0,3.0,90.0,1.0,10.0,1.0,0.33,0,5.0,0,16.0,10.0,5.0,4.0,7.0,4.0,5.0,30.0,1.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,8.0,1.0,0.0,4.0,6.0,4.0,4.0,0.0,1.0,0,no
0.01,1.0,2.8,97.63,1.0,12.45,1.0,0.36,0,5.0,0,7.0,11.0,5.42,10.0,13.0,2.0,12.0,34.87,1.0,0,no
0.03,1.0,1.08,94.87,1.0,80.83,1.0,0.92,0,4.0,0,4.0,23.0,5.27,1.0,0.0,1.0,0.0,87.57,1.0,0,no
0.21,9.0,13.76,8625.23,1.0,45.55,4.0,0.07,5,37.0,1,45.0,117.0,479.18,74.0,43.0,16.0,25.0,626.83,5.0,0,no
0.01,1.0,2.5,38.77,1.0,6.2,1.0,0.4,0,2.0,0,4.0,6.0,2.15,5.0,1.0,5.0,1.0,15.51,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.07,11.0,7.33,1584.71,1.0,29.47,5.0,0.14,2,13.0,0,17.0,50.0,88.04,28.0,22.0,8.0,12.0,216.1,6.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,1,3.0,0,6.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.06,11.0,4.36,784.79,1.0,41.22,5.0,0.23,0,13.0,0,15.0,44.0,43.6,28.0,16.0,6.0,11.0,179.85,6.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,2.5,38.77,1.0,6.2,1.0,0.4,0,2.0,0,4.0,6.0,2.15,5.0,1.0,5.0,1.0,15.51,1.0,0,no
1.15,15.0,19.1,65942.86,4.0,180.68,5.0,0.05,40,136.0,9,188.0,509.0,3663.49,326.0,183.0,19.0,91.0,3451.71,8.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.05,3.0,6.0,825.65,1.0,22.93,2.0,0.17,1,16.0,0,20.0,33.0,45.87,21.0,12.0,9.0,9.0,137.61,2.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,0,4.0,0,7.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,2,4.0,0,9.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,1,2.0,0,5.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.01,1.0,3.33,100.0,1.0,9.0,1.0,0.3,1,4.0,0,8.0,10.0,5.56,6.0,4.0,5.0,3.0,30.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.33,19.0,21.4,21391.52,4.0,46.73,5.0,0.05,19,59.0,2,82.0,181.0,1188.42,108.0,73.0,17.0,29.0,999.76,10.0,0,no
0.12,3.0,5.02,1776.41,1.0,70.51,2.0,0.2,2,25.0,0,38.0,69.0,98.69,40.0,29.0,9.0,26.0,353.92,2.0,0,no
0.25,7.0,17.63,13089.7,1.0,42.12,3.0,0.06,12,43.0,0,57.0,136.0,727.21,80.0,56.0,17.0,27.0,742.48,4.0,0,no
0.12,9.0,12.27,4275.3,1.0,28.4,3.0,0.08,4,25.0,0,31.0,76.0,237.52,43.0,36.0,11.0,19.0,348.46,5.0,0,no
0.01,1.0,3.75,94.75,1.0,6.74,1.0,0.27,1,4.0,0,7.0,9.0,5.26,6.0,3.0,5.0,2.0,25.27,1.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.0,1.0,0.75,4.75,1.0,8.45,1.0,1.33,0,3.0,0,5.0,4.0,0.26,1.0,3.0,1.0,2.0,6.34,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.08,7.0,13.57,3272.89,1.0,17.77,4.0,0.07,3,22.0,1,28.0,59.0,181.83,40.0,19.0,10.0,7.0,241.16,4.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,2.5,38.77,1.0,6.2,1.0,0.4,0,2.0,0,4.0,6.0,2.15,5.0,1.0,5.0,1.0,15.51,1.0,0,no
0.07,7.0,11.25,2241.58,1.0,17.71,4.0,0.09,5,19.0,0,26.0,51.0,124.53,36.0,15.0,9.0,6.0,199.25,4.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.02,3.0,6.0,365.67,1.0,10.16,2.0,0.17,1,8.0,0,11.0,17.0,20.31,11.0,6.0,8.0,4.0,60.94,2.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,11.61,1.0,0,no
0.17,7.0,14.25,7455.41,1.0,36.71,4.0,0.07,3,41.0,3,56.0,102.0,414.19,64.0,38.0,15.0,20.0,523.19,4.0,0,no
0.17,7.0,14.61,7504.68,1.0,35.18,4.0,0.07,3,40.0,3,56.0,101.0,416.93,64.0,37.0,15.0,19.0,513.83,4.0,0,no
0.05,3.0,8.57,1310.79,1.0,17.84,2.0,0.12,3,16.0,0,21.0,36.0,72.82,26.0,10.0,12.0,7.0,152.93,2.0,0,no
0.04,3.0,7.14,963.47,1.0,18.88,2.0,0.14,2,15.0,1,21.0,33.0,53.53,23.0,10.0,10.0,7.0,134.89,2.0,0,no
0.08,5.0,13.64,3397.14,1.0,18.27,3.0,0.07,5,19.0,7,34.0,53.0,188.73,33.0,20.0,15.0,11.0,249.12,3.0,0,no
0.09,5.0,13.36,3661.47,4.0,20.5,4.0,0.07,5,19.0,3,47.0,59.0,203.41,69.0,49.0,16.0,23.0,273.99,5.0,0,no
0.21,9.0,17.04,10629.63,3.0,36.59,2.0,0.06,7,35.0,3,30.0,118.0,590.54,38.0,21.0,14.0,11.0,623.68,3.0,0,no
0.15,7.0,18.0,8217.11,1.0,25.36,4.0,0.06,6,28.0,7,43.0,89.0,456.51,55.0,34.0,18.0,17.0,456.51,4.0,0,no
0.24,5.0,16.11,11641.41,1.0,44.85,3.0,0.06,2,32.0,1,38.0,134.0,646.75,76.0,58.0,15.0,27.0,722.57,3.0,0,no
0.0,1.0,1.5,16.64,1.0,7.4,1.0,0.67,0,3.0,0,4.0,7.0,0.92,2.0,8.0,2.0,4.0,11.09,1.0,0,no
0.01,1.0,1.17,18.67,1.0,13.71,1.0,0.86,0,2.0,0,4.0,8.0,1.04,1.0,7.0,1.0,3.0,16.0,1.0,0,no
0.01,1.0,2.0,51.7,1.0,12.92,1.0,0.5,0,2.0,0,3.0,10.0,2.87,1.0,6.0,1.0,2.0,25.85,1.0,0,no
0.14,5.0,17.07,7102.34,1.0,24.38,3.0,0.06,5,28.0,10,45.0,84.0,394.57,52.0,32.0,16.0,15.0,416.15,3.0,0,no
0.14,7.0,13.43,5682.93,1.0,31.49,4.0,0.07,4,30.0,7,45.0,88.0,315.72,57.0,31.0,13.0,15.0,423.05,4.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.01,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0,4.0,6.0,0.0,6.0,0.0,6.0,0.0,15.51,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.01,1.0,3.0,72.0,1.0,8.0,1.0,0.33,0,2.0,0,5.0,8.0,4.0,6.0,2.0,6.0,2.0,24.0,1.0,0,no
0.03,3.0,6.67,685.32,1.0,15.42,2.0,0.15,0,9.0,0,11.0,27.0,38.07,17.0,10.0,8.0,6.0,102.8,2.0,0,no
0.79,31.0,34.5,81952.03,1.0,68.85,2.0,0.03,18,119.0,6,47.0,385.0,4552.89,87.0,44.0,11.0,25.0,2375.42,2.0,0,no
