NUM_00,NUM_01,NUM_02,NUM_03,CAT_00,target
1025056.0,1581.0,4605.0,1012983.0,1,1
6661.0,3482.0,70.0,0.0,1,0
149644.0,3643.0,88.0,148325.0,1,1
55845.0,3232.0,72.0,0.0,1,0
1286650.0,4001.0,423.0,928191.0,1,1
18845.0,2677.0,254.0,0.0,0,0
223336.0,2224.0,7.0,0.0,1,0
11797.0,935.0,32.0,10562.0,0,0
1413388.0,381.0,30.0,0.0,0,0
1896621.0,1630.0,57.0,384432.0,0,1
1925157.0,677.0,221.0,1795380.0,0,1
257885.0,3558.0,71.0,220688.0,0,0
475147.0,3071.0,62.0,0.0,0,0
106712.0,2497.0,802.0,4755.0,1,1
345390.0,1887.0,14.0,290683.0,0,1
109774.0,3176.0,189.0,104013.0,1,1
29314.0,1422.0,190.0,21634.0,1,1
31296.0,881.0,405.0,29985.0,0,1
1717382.0,1368.0,66.0,1338416.0,1,0
1341566.0,2646.0,157.0,1109527.0,1,1
16794.0,2377.0,295.0,0.0,1,0
12312.0,3515.0,224.0,0.0,0,0
32434.0,3501.0,247.0,0.0,0,0
378743.0,2875.0,415.0,283735.0,0,1
163759.0,3998.0,562.0,134359.0,0,1
12871.0,2591.0,944.0,11531.0,0,1
163760.0,596.0,64.0,122056.0,0,1
1717382.0,3944.0,5.0,1338416.0,1,0
550137.0,597.0,80.0,493872.0,0,1
636018.0,1684.0,40.0,616372.0,1,1
452619.0,2935.0,310.0,432314.0,1,1
50517.0,1995.0,11.0,0.0,0,0
317910.0,3481.0,228.0,298553.0,1,1
322875.0,1106.0,324.0,113515.0,1,1
580251.0,1253.0,282.0,580241.0,0,1
569289.0,2540.0,58.0,0.0,0,0
1863556.0,1404.0,83.0,1431067.0,0,1
16476.0,454.0,31.0,2404.0,0,0
465187.0,1255.0,123.0,79553.0,1,1
276141.0,3829.0,12.0,0.0,0,0
90649.0,3527.0,799.0,32137.0,0,1
1366598.0,3187.0,1511.0,1346314.0,1,1
138318.0,2029.0,10.0,0.0,0,0
342470.0,468.0,16.0,336806.0,1,1
763173.0,1494.0,538.0,186017.0,1,1
32222.0,49.0,55.0,3186.0,1,1
1630316.0,1039.0,139.0,1600903.0,0,1
685495.0,3509.0,84.0,437151.0,0,1
609102.0,2871.0,666.0,603723.0,1,1
30465.0,897.0,38.0,15928.0,0,0
1717382.0,861.0,44.0,1338416.0,1,0
524339.0,629.0,134.0,275995.0,0,1
1859.0,1874.0,812.0,0.0,1,0
273299.0,2065.0,431.0,178754.0,1,1
453585.0,3477.0,35.0,385082.0,0,1
1338416.0,1049.0,108.0,0.0,0,0
1039452.0,3656.0,25.0,595488.0,1,1
1115780.0,2081.0,7.0,1031095.0,1,1
888725.0,1940.0,2644.0,878385.0,1,1
1856053.0,1665.0,580.0,1550128.0,0,1
179815.0,458.0,12.0,110530.0,1,0
912713.0,2349.0,44.0,900016.0,1,1
846783.0,1816.0,54.0,0.0,0,0
34686.0,689.0,10.0,0.0,1,0
1047435.0,3107.0,346.0,828398.0,1,1
1695730.0,2654.0,832.0,1624163.0,1,1
8209.0,976.0,246.0,8187.0,0,1
814432.0,2871.0,686.0,783815.0,1,1
637378.0,3534.0,1480.0,595873.0,1,1
417381.0,1873.0,392.0,417282.0,1,1
989437.0,3550.0,71.0,0.0,0,0
25773.0,2194.0,69.0,0.0,1,0
1802720.0,51.0,36.0,1717379.0,0,1
1035715.0,228.0,174.0,1006884.0,1,1
1700784.0,3187.0,1525.0,1656150.0,1,1
1433731.0,2760.0,537.0,1394612.0,1,1
1018296.0,1384.0,551.0,824157.0,1,1
452573.0,2829.0,201.0,445979.0,0,1
1927930.0,2372.0,374.0,1747435.0,0,1
257967.0,2938.0,34.0,0.0,0,0
103793.0,3176.0,189.0,97769.0,1,1
1130772.0,3979.0,178.0,565668.0,0,1
570747.0,3029.0,2185.0,564358.0,1,1
972566.0,4003.0,383.0,965649.0,1,1
297223.0,835.0,186.0,297139.0,1,1
1385207.0,3936.0,58.0,1006241.0,1,0
31580.0,2406.0,98.0,915.0,1,1
1338416.0,1220.0,60.0,0.0,0,0
70438.0,1155.0,852.0,69534.0,1,1
637346.0,2425.0,188.0,585948.0,1,1
126890.0,1151.0,564.0,82391.0,0,1
1717382.0,3083.0,85.0,1679462.0,1,1
84898.0,3188.0,130.0,73872.0,0,1
1796488.0,3861.0,88.0,1711147.0,0,1
16.0,1247.0,123.0,0.0,1,0
118114.0,2501.0,2615.0,112300.0,1,1
1427804.0,2740.0,1250.0,1112573.0,1,1
337887.0,498.0,571.0,335005.0,1,1
1802718.0,597.0,55.0,1717377.0,0,1
19829.0,3482.0,79.0,19797.0,1,1
1076029.0,2928.0,231.0,956453.0,0,1
106975.0,485.0,6.0,104081.0,0,1
192442.0,3643.0,754.0,149644.0,1,1
1218269.0,1039.0,139.0,1003008.0,1,1
163760.0,4060.0,132.0,0.0,0,0
1507744.0,2414.0,54.0,1231757.0,0,1
256664.0,1360.0,165.0,135035.0,1,1
1179547.0,2648.0,2692.0,1160736.0,1,1
796327.0,1374.0,66.0,0.0,1,0
707948.0,2648.0,2675.0,706116.0,1,1
248212.0,930.0,217.0,96738.0,1,1
1631486.0,2281.0,48.0,0.0,0,0
1642511.0,3079.0,43.0,0.0,0,0
270281.0,2491.0,1001.0,16668.0,0,1
41778.0,3452.0,2160.0,13802.0,1,1
569592.0,1508.0,150.0,501969.0,1,0
1029411.0,3857.0,35.0,944070.0,0,1
103469.0,2971.0,71.0,46318.0,1,1
697622.0,2750.0,1703.0,341098.0,1,1
42854.0,498.0,271.0,41795.0,1,1
1475979.0,162.0,1864.0,1353279.0,1,1
28905.0,3158.0,578.0,8824.0,1,1
1684695.0,277.0,420.0,738436.0,0,1
401223.0,635.0,415.0,337694.0,0,1
1999.0,479.0,7.0,0.0,1,0
1867595.0,1521.0,27.0,1840062.0,0,1
24930.0,2748.0,1308.0,15007.0,1,1
384947.0,1403.0,77.0,550.0,0,1
388322.0,498.0,595.0,379501.0,1,1
1793665.0,3595.0,248.0,1717379.0,1,1
719740.0,657.0,176.0,471396.0,0,1
1499459.0,3629.0,24.0,1066970.0,0,1
619060.0,157.0,195.0,425557.0,1,1
690957.0,2880.0,76.0,339336.0,0,1
1338416.0,2082.0,5.0,0.0,0,0
149641.0,3644.0,754.0,148322.0,1,1
414795.0,1751.0,480.0,0.0,1,0
907686.0,3728.0,63.0,342582.0,0,1
1009198.0,4031.0,61.0,564203.0,1,1
1332183.0,4031.0,51.0,1009198.0,0,1
138436.0,2996.0,1799.0,114316.0,0,1
1051781.0,1311.0,167.0,0.0,1,0
32672.0,2434.0,453.0,32301.0,1,1
1717377.0,2600.0,539.0,1646658.0,1,1
51782.0,2923.0,189.0,0.0,0,0
1807485.0,3469.0,113.0,0.0,0,0
1026462.0,1094.0,744.0,1004952.0,1,1
603728.0,2929.0,659.0,566774.0,1,1
373831.0,3618.0,36.0,142209.0,1,1
81756.0,1274.0,124.0,80351.0,1,1
392703.0,515.0,68.0,391214.0,0,1
1556878.0,2455.0,22.0,497168.0,0,0
1338416.0,350.0,18.0,0.0,0,0
1338414.0,2974.0,93.0,1007841.0,0,1
1883910.0,3199.0,493.0,1771485.0,0,1
1802721.0,4013.0,53.0,1717380.0,0,1
956158.0,368.0,25.0,17003.0,0,1
290683.0,1887.0,22.0,0.0,1,0
1026466.0,2578.0,83.0,431582.0,1,1
1371993.0,3865.0,25.0,1286652.0,0,1
260107.0,1804.0,1549.0,212976.0,1,1
530697.0,1843.0,6327.0,510846.0,0,1
10790.0,3506.0,555.0,6435.0,1,1
1796490.0,3890.0,8.0,1711149.0,0,1
724730.0,2858.0,43.0,339096.0,1,1
359466.0,3497.0,187.0,334842.0,1,1
349723.0,500.0,3585.0,347949.0,1,1
540604.0,1238.0,64.0,539549.0,0,1
1717376.0,684.0,64.0,1338410.0,1,1
863207.0,2903.0,681.0,861371.0,1,1
805260.0,833.0,437.0,599268.0,1,1
90647.0,3506.0,509.0,44006.0,0,1
50122.0,2512.0,237.0,37257.0,1,1
558472.0,2349.0,336.0,449209.0,1,1
9071.0,1142.0,81.0,7545.0,1,1
467523.0,1271.0,98.0,342488.0,1,1
715492.0,3589.0,155.0,550139.0,1,1
36355.0,1181.0,14.0,0.0,0,0
430727.0,339.0,72.0,393474.0,1,1
199185.0,3502.0,718.0,193180.0,1,1
270282.0,2494.0,651.0,0.0,0,0
757.0,3869.0,653.0,0.0,1,0
1746656.0,3187.0,1518.0,1713363.0,1,1
236042.0,592.0,249.0,214277.0,1,1
455178.0,530.0,15.0,398319.0,0,1
466726.0,2739.0,12.0,0.0,0,0
1859314.0,3247.0,118.0,0.0,0,0
259091.0,3537.0,98.0,193185.0,1,1
392727.0,497.0,99.0,390124.0,0,1
527711.0,966.0,26.0,123839.0,0,1
4782.0,2503.0,369.0,4041.0,1,1
1965726.0,666.0,61.0,1717382.0,0,1
476318.0,2061.0,7.0,0.0,0,0
351813.0,2971.0,71.0,103469.0,0,1
1088174.0,2425.0,187.0,872447.0,1,1
275541.0,1629.0,3911.0,269456.0,0,1
1867596.0,1530.0,431.0,1596560.0,0,1
552851.0,1114.0,995.0,533732.0,1,1
699496.0,1041.0,246.0,564023.0,1,1
685355.0,3488.0,63.0,437011.0,0,1
1076036.0,2827.0,59.0,643547.0,0,1
1965726.0,713.0,1.0,1717382.0,0,1
846783.0,1775.0,150.0,0.0,0,0
1694435.0,2362.0,411.0,1379404.0,0,1
339096.0,2879.0,172.0,0.0,1,0
948549.0,405.0,267.0,936888.0,1,1
219031.0,1575.0,210.0,13914.0,1,1
498187.0,529.0,8.0,392709.0,1,1
277805.0,1088.0,4.0,0.0,0,0
329546.0,1814.0,4205.0,328359.0,1,1
1015387.0,3237.0,28.0,0.0,0,0
1387699.0,2260.0,1531.0,1325928.0,0,1
1207718.0,3415.0,2353.0,1203702.0,1,1
442865.0,2532.0,76.0,280423.0,1,1
384882.0,2842.0,6.0,240871.0,1,1
867065.0,1880.0,180.0,866820.0,1,1
1286652.0,3722.0,12.0,907686.0,1,0
1273.0,2500.0,30.0,0.0,1,0
59343.0,2132.0,7.0,0.0,1,0
1177669.0,1129.0,56.0,0.0,0,0
163760.0,3988.0,24.0,0.0,0,0
163759.0,3822.0,56.0,122114.0,0,1
1518055.0,2670.0,390.0,0.0,0,0
9919.0,2507.0,97.0,8942.0,1,1
469616.0,3542.0,19.0,342797.0,1,1
641889.0,3155.0,390.0,598878.0,1,1
767245.0,2128.0,17.0,0.0,0,0
579147.0,1364.0,221.0,0.0,0,0
720013.0,2159.0,7.0,690464.0,1,1
382914.0,4033.0,84.0,381667.0,1,1
1338415.0,1054.0,230.0,1143410.0,0,1
912249.0,3229.0,195.0,624282.0,1,1
193157.0,161.0,1888.0,79359.0,1,0
631984.0,2734.0,31.0,0.0,0,0
1582489.0,1629.0,4133.0,1581999.0,1,1
684940.0,1763.0,131.0,559386.0,1,1
1600672.0,3758.0,59.0,1221706.0,1,0
1356136.0,2744.0,967.0,1349032.0,1,1
469617.0,3543.0,764.0,283525.0,1,1
163760.0,3725.0,22.0,0.0,0,0
951134.0,1292.0,467.0,11157.0,1,1
682076.0,3536.0,150.0,433732.0,0,1
1255556.0,1944.0,23.0,672723.0,0,1
475147.0,2374.0,62.0,0.0,0,0
1076351.0,2175.0,12.0,926214.0,0,1
785728.0,2548.0,577.0,780186.0,1,1
44877.0,609.0,70.0,36957.0,0,1
1255556.0,1146.0,197.0,0.0,0,0
160142.0,817.0,103.0,15806.0,0,1
1338416.0,403.0,18.0,0.0,0,0
1208952.0,855.0,699.0,0.0,1,0
24463.0,2684.0,52.0,0.0,0,0
118999.0,687.0,106.0,0.0,0,0
1774780.0,1960.0,10.0,0.0,1,0
411406.0,3729.0,14.0,334285.0,1,1
411405.0,3805.0,244.0,340116.0,1,1
1959996.0,3452.0,2836.0,1884621.0,0,1
1338416.0,2253.0,7.0,550140.0,0,0
670353.0,3534.0,1493.0,669247.0,1,1
1852271.0,2152.0,145.0,1822205.0,0,1
411315.0,4044.0,18.0,333561.0,0,1
134421.0,1845.0,9722.0,119367.0,1,0
77382.0,2931.0,88.0,75639.0,1,1
1347544.0,2589.0,7.0,0.0,0,0
169940.0,3680.0,1543.0,168411.0,1,1
401579.0,2246.0,15.0,316238.0,0,1
54496.0,545.0,6.0,0.0,1,0
1387300.0,1968.0,16.0,694900.0,1,1
773490.0,2639.0,753.0,701641.0,1,1
27191.0,1835.0,173.0,0.0,0,0
832096.0,923.0,292.0,692957.0,0,1
952145.0,944.0,89.0,0.0,0,0
1257759.0,3103.0,402.0,1177669.0,0,1
53394.0,500.0,438.0,50328.0,0,0
1887865.0,2312.0,119.0,67180.0,0,1
380535.0,3495.0,349.0,373456.0,1,1
1631486.0,2605.0,216.0,0.0,0,0
763735.0,2648.0,2722.0,761869.0,0,1
233573.0,2862.0,86.0,0.0,0,0
1642511.0,1200.0,166.0,0.0,0,0
242417.0,2844.0,269.0,141482.0,1,1
1265377.0,1581.0,4688.0,1208241.0,1,1
1717382.0,2976.0,124.0,1338416.0,1,0
982646.0,1263.0,15.0,519139.0,1,1
978316.0,2053.0,17.0,0.0,0,0
115352.0,1384.0,541.0,115154.0,1,1
1717380.0,1707.0,56.0,1537793.0,1,1
1667675.0,267.0,107.0,0.0,0,0
53279.0,521.0,7.0,1563.0,0,0
99427.0,1214.0,721.0,84024.0,1,1
547243.0,1397.0,226.0,430777.0,0,1
1936311.0,3402.0,60.0,1717381.0,1,1
1029602.0,1151.0,590.0,1026923.0,1,1
1717381.0,1050.0,3147.0,1445657.0,1,1
124104.0,900.0,31.0,58888.0,0,0
757.0,3790.0,353.0,0.0,1,0
212394.0,3515.0,522.0,205178.0,1,1
907686.0,3933.0,23.0,0.0,0,0
425841.0,794.0,319.0,206934.0,1,1
21634.0,1427.0,97.0,317.0,1,1
798583.0,1819.0,14.0,419617.0,1,0
81935.0,1632.0,3537.0,0.0,1,0
563865.0,2760.0,322.0,526274.0,1,1
163760.0,3982.0,39.0,0.0,0,0
460741.0,1899.0,39.0,417356.0,1,1
191447.0,500.0,3031.0,175223.0,0,1
300822.0,1850.0,138.0,216019.0,1,1
880658.0,3416.0,339.0,371258.0,1,1
18474.0,2585.0,38.0,0.0,0,0
39658.0,461.0,96.0,37722.0,0,1
1910440.0,1417.0,1586.0,1858712.0,0,1
22293.0,584.0,26.0,0.0,0,0
1491.0,593.0,182.0,0.0,0,0
998.0,2764.0,79.0,0.0,1,0
1123342.0,1721.0,1836.0,366060.0,0,1
163760.0,357.0,144.0,0.0,0,0
163760.0,3884.0,70.0,0.0,0,0
1528524.0,665.0,177.0,1266475.0,0,0
554618.0,1155.0,881.0,553127.0,1,1
1255887.0,1957.0,653.0,1154761.0,1,1
1281221.0,2633.0,5.0,610503.0,1,1
900464.0,1785.0,241.0,857598.0,1,1
717961.0,3490.0,47.0,534903.0,0,1
591235.0,3414.0,760.0,556317.0,1,1
165544.0,3161.0,385.0,102613.0,0,1
964159.0,1245.0,174.0,201410.0,1,1
683553.0,1142.0,104.0,149867.0,1,1
1457089.0,3560.0,1167.0,1402909.0,0,1
396076.0,497.0,82.0,392936.0,0,1
396625.0,2869.0,152.0,306909.0,1,1
296560.0,2689.0,61.0,161002.0,0,1
1927935.0,326.0,254.0,201061.0,0,1
88.0,1428.0,27.0,0.0,1,0
1805129.0,2364.0,134.0,1590329.0,1,1
1608961.0,1417.0,1501.0,1603620.0,1,1
1338415.0,627.0,12.0,773311.0,0,1
1778485.0,916.0,743.0,1107647.0,0,1
112161.0,2017.0,5.0,88.0,1,1
747063.0,410.0,121.0,0.0,0,0
404568.0,3241.0,1989.0,286916.0,1,1
1525214.0,1217.0,10.0,175377.0,0,1
339096.0,2185.0,11.0,259136.0,1,1
61695.0,542.0,6.0,46455.0,1,0
1275585.0,1699.0,6.0,889951.0,1,1
24368.0,1176.0,45.0,0.0,1,0
1095633.0,3680.0,1819.0,1059749.0,1,1
30463.0,2501.0,2219.0,27599.0,0,1
1868905.0,328.0,340.0,1602642.0,0,1
854749.0,1157.0,96.0,854657.0,1,1
187690.0,201.0,851.0,59300.0,1,1
163760.0,3932.0,23.0,0.0,0,0
504554.0,3308.0,116.0,0.0,0,0
139769.0,2501.0,2663.0,138059.0,1,1
12931.0,470.0,7.0,0.0,0,0
13430.0,3482.0,68.0,6661.0,1,1
1056471.0,2429.0,335.0,611263.0,1,1
731711.0,201.0,863.0,642233.0,0,1
748499.0,2434.0,658.0,679010.0,0,1
1886259.0,2235.0,67.0,1777546.0,1,1
1822004.0,2728.0,22.0,750999.0,0,1
256372.0,2935.0,280.0,222395.0,1,1
36355.0,3343.0,10.0,0.0,0,0
44610.0,3238.0,18.0,0.0,0,0
20330.0,879.0,1551.0,6230.0,1,1
379483.0,3026.0,39.0,0.0,0,0
1020172.0,1384.0,551.0,1018296.0,1,1
1717380.0,317.0,24.0,1338414.0,1,1
2931.0,47.0,51.0,0.0,1,0
564646.0,916.0,770.0,201516.0,1,1
1540749.0,1.0,14.0,1292405.0,0,1
18162.0,3526.0,107.0,0.0,1,0
54389.0,866.0,10.0,31027.0,0,0
1422098.0,1414.0,100.0,751380.0,1,1
1061730.0,2929.0,727.0,1041425.0,1,1
1556865.0,2278.0,70.0,497155.0,0,0
1350428.0,2743.0,361.0,1320300.0,1,1
263565.0,626.0,9.0,118999.0,1,0
1338416.0,3261.0,62.0,0.0,0,0
41600.0,1555.0,21.0,0.0,0,0
1233661.0,2235.0,59.0,1207730.0,1,1
47094.0,625.0,190.0,0.0,1,0
1332184.0,3918.0,278.0,690204.0,0,1
2619.0,888.0,13.0,8.0,0,1
18161.0,3495.0,283.0,10791.0,1,1
1868755.0,1495.0,265.0,1602761.0,0,1
23340.0,2490.0,510.0,0.0,1,0
134776.0,3526.0,117.0,90651.0,0,1
90651.0,3503.0,57.0,44010.0,0,1
184844.0,3506.0,862.0,184261.0,1,1
1024841.0,2575.0,110.0,646020.0,1,1
910539.0,4005.0,243.0,907686.0,1,0
1338416.0,3034.0,67.0,0.0,0,0
573474.0,2439.0,311.0,573236.0,1,1
419840.0,2729.0,927.0,0.0,1,0
624281.0,3234.0,92.0,238647.0,1,1
169464.0,537.0,16.0,149669.0,1,1
1390146.0,3580.0,64.0,1332181.0,1,1
1556865.0,2056.0,6.0,0.0,0,0
1256087.0,1939.0,82.0,0.0,0,0
848138.0,2729.0,964.0,438629.0,1,1
463631.0,1612.0,172.0,145124.0,0,1
24462.0,2657.0,12.0,0.0,0,0
1359.0,3158.0,596.0,0.0,1,0
1717382.0,739.0,26.0,1338416.0,1,0
355277.0,3534.0,979.0,350973.0,1,1
70375.0,1581.0,4282.0,36530.0,1,1
178565.0,1805.0,69.0,175718.0,1,1
49084.0,3532.0,103.0,46018.0,0,1
173216.0,1721.0,1824.0,171874.0,1,1
450940.0,3640.0,68.0,47564.0,1,1
892417.0,873.0,472.0,773308.0,0,1
110.0,114.0,92.0,0.0,1,0
1556864.0,2716.0,49.0,575944.0,0,1
1695734.0,2662.0,67.0,0.0,1,0
1860405.0,1820.0,34.0,1715962.0,0,1
694575.0,4026.0,100.0,266682.0,1,1
889839.0,2751.0,1506.0,288595.0,1,1
896040.0,1096.0,824.0,728354.0,1,1
623764.0,228.0,172.0,168503.0,1,1
1391315.0,3734.0,15.0,1305974.0,0,1
146807.0,2536.0,894.0,146346.0,1,1
1480640.0,2282.0,28.0,497155.0,0,0
1147469.0,1617.0,94.0,996270.0,1,1
118109.0,500.0,2170.0,116609.0,1,1
163760.0,3898.0,11.0,0.0,0,0
234566.0,3680.0,1594.0,181379.0,0,1
936705.0,2364.0,133.0,750816.0,1,1
1421535.0,2091.0,4.0,750817.0,1,1
139162.0,1384.0,533.0,115512.0,0,1
151681.0,3574.0,77.0,0.0,0,0
298892.0,1384.0,610.0,264560.0,1,1
1602761.0,1495.0,251.0,1026022.0,0,1
905871.0,1865.0,34.0,433063.0,0,1
155907.0,2561.0,6.0,0.0,0,0
1527463.0,1687.0,1746.0,1212626.0,1,1
282996.0,1157.0,54.0,34172.0,1,1
1305974.0,3716.0,18.0,967574.0,1,1
747063.0,127.0,25.0,165509.0,0,1
724730.0,2887.0,60.0,339096.0,1,1
1370386.0,2658.0,67.0,0.0,0,0
985041.0,2306.0,781.0,924935.0,1,1
579388.0,1600.0,1024.0,554337.0,1,1
1842541.0,1725.0,291.0,1350203.0,1,1
163759.0,361.0,77.0,122094.0,0,1
430726.0,873.0,460.0,387196.0,1,1
1405641.0,305.0,68.0,1263940.0,0,1
876002.0,811.0,349.0,12755.0,1,1
1492918.0,4085.0,39.0,508033.0,0,0
1813844.0,1345.0,21.0,0.0,0,0
1091399.0,2336.0,15.0,843055.0,0,1
17254.0,3157.0,578.0,8825.0,1,1
41704.0,3921.0,41.0,59.0,0,1
9923.0,2750.0,1691.0,0.0,1,0
41879.0,2876.0,65.0,0.0,1,0
150378.0,2074.0,7.0,0.0,0,0
1299519.0,421.0,3560.0,1250616.0,1,1
135035.0,1356.0,138.0,0.0,1,0
102084.0,3534.0,614.0,72485.0,1,1
378218.0,3582.0,128.0,373496.0,1,1
339096.0,681.0,51.0,0.0,1,0
1070211.0,122.0,114.0,0.0,0,0
907685.0,3783.0,462.0,342581.0,0,1
632069.0,1873.0,583.0,623383.0,1,1
809299.0,61.0,175.0,318159.0,1,1
90652.0,3504.0,84.0,0.0,0,0
42858.0,1349.0,36.0,27240.0,1,1
1802722.0,4015.0,47.0,1717381.0,0,1
282491.0,2208.0,22.0,60100.0,0,1
264553.0,1972.0,11.0,0.0,0,0
373143.0,2100.0,102.0,0.0,0,0
1231934.0,2233.0,171.0,1145567.0,1,1
467484.0,2263.0,600.0,0.0,1,0
320500.0,3052.0,510.0,286168.0,1,1
1006886.0,85.0,84.0,729453.0,1,1
563842.0,3861.0,103.0,424496.0,1,1
411465.0,3651.0,62.0,391861.0,1,1
851476.0,27.0,14.0,0.0,0,0
3186.0,47.0,54.0,2931.0,1,1
282491.0,1446.0,3.0,0.0,0,0
1640066.0,2534.0,18.0,1364912.0,0,1
41600.0,1571.0,15.0,0.0,0,0
24674.0,3942.0,44.0,0.0,1,0
1812120.0,2440.0,323.0,1646984.0,0,1
1927935.0,2566.0,5.0,1809049.0,0,1
930784.0,1785.0,252.0,926263.0,1,1
1161774.0,3187.0,2939.0,1150119.0,1,1
819233.0,1785.0,241.0,819216.0,1,1
106941.0,1770.0,1616.0,94469.0,1,1
141433.0,3537.0,90.0,90652.0,1,0
1736447.0,1767.0,10.0,13220.0,0,1
163760.0,3887.0,216.0,0.0,0,0
336837.0,1176.0,45.0,24368.0,1,1
683668.0,3554.0,152.0,675771.0,1,1
1717381.0,703.0,784.0,1703523.0,1,0
469612.0,3502.0,740.0,410672.0,1,1
1286652.0,3801.0,17.0,907686.0,1,0
135765.0,3528.0,45.0,111781.0,1,1
235365.0,1214.0,721.0,165472.0,1,1
58957.0,2764.0,153.0,51924.0,1,1
1844844.0,3605.0,554.0,1783906.0,0,1
1717380.0,3952.0,164.0,1338414.0,1,1
161169.0,1738.0,51.0,161164.0,1,1
97953.0,2499.0,1143.0,48970.0,0,1
1717381.0,2987.0,52.0,1338415.0,1,0
1505400.0,3061.0,1.0,0.0,0,0
95974.0,473.0,82.0,86460.0,0,1
163760.0,3826.0,8.0,0.0,0,0
1132428.0,3107.0,346.0,1047435.0,0,1
1679462.0,1316.0,10.0,1338416.0,1,0
497372.0,158.0,1511.0,66755.0,1,1
269085.0,532.0,76.0,192778.0,0,1
996329.0,2235.0,61.0,995805.0,1,1
1535285.0,1289.0,289.0,827111.0,0,1
262983.0,881.0,551.0,262596.0,0,1
511489.0,1373.0,327.0,0.0,1,0
630575.0,1896.0,14.0,290805.0,1,1
1316226.0,2699.0,708.0,1173611.0,1,1
3186.0,46.0,54.0,2931.0,1,1
809299.0,62.0,175.0,318159.0,1,1
163759.0,3836.0,69.0,122094.0,0,1
1575441.0,3587.0,59.0,1332185.0,1,1
163760.0,3586.0,65.0,0.0,0,0
1153411.0,445.0,22.0,0.0,0,0
1717381.0,1791.0,246.0,1338415.0,1,0
407841.0,1670.0,703.0,382609.0,1,1
84608.0,497.0,17.0,55790.0,0,0
526336.0,2926.0,377.0,494639.0,1,1
