NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,target
0.03,1.0,3.33,286.12,1.0,25.75,1.0,0.3,1,18.0,0,30.0,0,21.0,15.9,5.0,16.0,5.0,12.0,85.84,1.0,True
0.04,1.0,39.0,4212.0,1.0,2.77,1.0,0.03,0,28.0,0,30.0,0,54.0,234.0,28.0,26.0,3.0,1.0,108.0,1.0,True
0.18,5.0,13.0,6889.27,1.0,40.76,3.0,0.08,3,30.0,0,35.0,0,108.0,382.74,69.0,39.0,12.0,18.0,529.94,3.0,True
0.08,7.0,13.5,3145.3,1.0,17.26,4.0,0.07,3,20.0,0,25.0,0,57.0,174.74,33.0,24.0,9.0,8.0,232.99,4.0,True
0.08,13.0,9.58,2307.76,7.0,25.13,3.0,0.1,1,14.0,0,20.0,0,54.0,128.21,31.0,23.0,10.0,12.0,240.81,7.0,True
0.54,27.0,30.72,49320.73,1.0,52.25,14.0,0.03,6,85.0,26,119.0,0,289.0,2740.04,190.0,99.0,18.0,29.0,1605.28,14.0,True
0.12,7.0,14.31,5182.54,1.0,25.32,4.0,0.07,2,31.0,0,35.0,0,78.0,287.92,47.0,31.0,12.0,13.0,362.22,4.0,True
0.11,7.0,14.5,4853.18,1.0,23.08,4.0,0.07,1,30.0,0,33.0,0,73.0,269.62,44.0,29.0,12.0,12.0,334.7,4.0,True
0.03,3.0,6.4,592.07,1.0,14.45,2.0,0.16,3,12.0,0,17.0,0,25.0,32.89,17.0,8.0,8.0,5.0,92.51,2.0,True
0.2,5.0,16.0,9661.93,1.0,37.74,3.0,0.06,2,38.0,2,44.0,0,127.0,536.77,87.0,40.0,12.0,15.0,603.87,3.0,True
0.45,29.0,25.26,34029.33,9.0,53.35,15.0,0.04,10,72.0,0,84.0,0,230.0,1890.52,141.0,89.0,21.0,37.0,1347.34,15.0,True
0.26,5.0,14.09,10838.4,1.0,54.62,3.0,0.07,4,43.0,3,56.0,0,150.0,602.13,96.0,54.0,12.0,23.0,769.39,3.0,True
0.34,5.0,21.0,21346.25,1.0,48.4,3.0,0.05,3,46.0,2,58.0,0,191.0,1185.9,121.0,70.0,15.0,25.0,1016.49,3.0,True
0.4,13.0,17.71,21062.86,1.0,67.19,6.0,0.06,6,66.0,4,78.0,0,213.0,1170.16,127.0,86.0,14.0,34.0,1189.6,7.0,True
0.45,15.0,29.1,39470.86,3.0,46.62,8.0,0.03,5,63.0,5,75.0,0,250.0,2192.83,161.0,89.0,17.0,26.0,1356.57,8.0,True
0.03,1.0,3.33,253.69,1.0,22.83,1.0,0.3,3,6.0,1,12.0,0,22.0,14.09,14.0,8.0,5.0,6.0,76.11,1.0,True
0.03,1.0,3.33,253.69,1.0,22.83,1.0,0.3,2,6.0,1,11.0,0,22.0,14.09,14.0,8.0,5.0,6.0,76.11,1.0,True
0.35,19.0,25.0,26476.59,1.0,42.36,10.0,0.04,6,54.0,7,69.0,0,199.0,1470.92,124.0,75.0,16.0,24.0,1059.06,10.0,True
0.14,8.0,11.67,5016.67,3.0,36.86,5.0,0.09,1,33.0,1,39.0,0,86.0,278.7,56.0,30.0,14.0,18.0,430.0,5.0,True
0.19,8.0,9.65,5594.49,1.0,60.05,5.0,0.1,0,47.0,0,53.0,0,113.0,310.8,76.0,37.0,12.0,23.0,579.61,5.0,True
0.18,8.0,9.82,5344.61,1.0,55.44,5.0,0.1,1,46.0,0,52.0,0,107.0,296.92,71.0,36.0,12.0,22.0,544.36,5.0,True
0.11,3.0,12.5,4124.97,1.0,26.4,2.0,0.08,2,24.0,2,30.0,0,74.0,229.17,44.0,30.0,10.0,12.0,330.0,2.0,True
0.13,5.0,7.1,2805.82,1.0,55.59,3.0,0.14,3,22.0,0,27.0,0,77.0,155.88,46.0,31.0,11.0,24.0,394.95,3.0,True
0.18,13.0,12.05,6323.86,1.0,43.58,6.0,0.08,2,43.0,0,47.0,0,105.0,351.33,52.0,53.0,10.0,22.0,525.0,7.0,True
0.18,13.0,12.17,6755.1,1.0,45.58,6.0,0.08,3,44.0,0,49.0,0,110.0,375.28,54.0,56.0,10.0,23.0,554.88,7.0,True
0.02,1.0,3.0,150.57,1.0,16.73,1.0,0.33,0,4.0,0,7.0,0,14.0,8.36,8.0,6.0,6.0,6.0,50.19,1.0,True
0.31,23.0,20.45,18860.59,5.0,45.08,12.0,0.05,5,55.0,4,66.0,0,177.0,1047.81,117.0,60.0,15.0,22.0,922.07,12.0,True
0.04,1.0,5.63,666.77,1.0,21.07,1.0,0.18,2,7.0,2,14.0,0,29.0,37.04,19.0,10.0,9.0,8.0,118.54,1.0,True
0.1,5.0,9.17,2757.59,1.0,32.82,3.0,0.11,1,25.0,0,29.0,0,64.0,153.2,39.0,25.0,11.0,15.0,300.83,3.0,True
0.02,1.0,2.5,121.08,1.0,19.37,1.0,0.4,0,4.0,0,6.0,0,14.0,6.73,8.0,6.0,5.0,6.0,48.43,1.0,True
0.05,1.0,5.25,738.4,1.0,26.79,1.0,0.19,0,9.0,0,12.0,0,36.0,41.02,24.0,12.0,7.0,8.0,140.65,1.0,True
0.19,13.0,16.0,9342.72,1.0,36.49,7.0,0.06,6,30.0,0,38.0,0,119.0,519.03,71.0,48.0,12.0,18.0,583.92,7.0,True
0.68,31.0,29.65,60862.61,11.0,69.24,13.0,0.03,22,101.0,7,132.0,0,322.0,3381.26,192.0,130.0,26.0,57.0,2052.76,16.0,True
0.14,7.0,11.79,4935.43,1.0,35.53,4.0,0.08,0,24.0,0,26.0,0,81.0,274.19,48.0,33.0,15.0,21.0,418.76,4.0,True
0.33,9.0,13.19,13042.34,1.0,74.95,4.0,0.08,5,48.0,1,56.0,0,178.0,724.57,109.0,69.0,13.0,34.0,988.72,5.0,True
0.12,1.0,6.2,2265.23,1.0,58.93,1.0,0.16,0,14.0,0,21.0,0,76.0,125.85,45.0,31.0,8.0,20.0,365.36,1.0,True
0.17,11.0,18.9,9619.48,5.0,26.93,5.0,0.05,10,30.0,0,43.0,0,95.0,534.42,59.0,36.0,21.0,20.0,508.97,6.0,True
0.07,7.0,9.82,1954.18,1.0,20.27,2.0,0.1,0,10.0,0,12.0,0,44.0,108.57,26.0,18.0,12.0,11.0,199.04,4.0,True
0.03,1.0,6.0,593.95,1.0,16.5,1.0,0.17,1,8.0,0,11.0,0,26.0,33.0,17.0,9.0,8.0,6.0,98.99,1.0,True
0.11,3.0,7.15,2284.41,1.0,44.72,2.0,0.14,3,21.0,0,26.0,0,68.0,126.91,41.0,27.0,9.0,17.0,319.63,2.0,True
0.55,21.0,28.71,47016.12,1.0,57.05,11.0,0.03,10,66.0,2,80.0,0,274.0,2612.01,167.0,107.0,22.0,41.0,1637.77,11.0,True
0.36,15.0,24.33,26025.75,1.0,43.95,8.0,0.04,7,52.0,2,63.0,0,185.0,1445.88,112.0,73.0,22.0,33.0,1069.55,8.0,True
0.03,3.0,12.83,1123.8,1.0,6.82,2.0,0.08,0,8.0,0,10.0,0,23.0,62.43,16.0,7.0,11.0,3.0,87.57,2.0,True
0.04,3.0,5.6,723.9,1.0,23.08,1.0,0.18,0,6.0,0,9.0,0,31.0,40.22,17.0,14.0,8.0,10.0,129.27,2.0,True
0.15,9.0,20.4,9158.6,1.0,22.01,4.0,0.05,3,29.0,1,35.0,0,89.0,508.81,55.0,34.0,18.0,15.0,448.95,5.0,True
0.03,1.0,2.5,231.28,1.0,37.0,1.0,0.4,0,7.0,0,9.0,0,25.0,12.85,17.0,8.0,5.0,8.0,92.51,1.0,True
0.05,3.0,13.75,1880.19,1.0,9.94,2.0,0.07,1,11.0,0,16.0,2,35.0,104.46,25.0,10.0,11.0,4.0,136.74,2.0,True
0.01,1.0,3.75,105.28,1.0,7.49,1.0,0.27,0,3.0,0,5.0,0,10.0,5.85,7.0,3.0,5.0,2.0,28.07,1.0,True
0.04,3.0,4.57,500.08,1.0,23.93,1.0,0.22,1,11.0,1,16.0,0,28.0,27.78,20.0,8.0,8.0,7.0,109.39,1.0,True
0.01,1.0,3.0,58.95,1.0,6.55,1.0,0.33,0,2.0,0,4.0,0,7.0,3.28,6.0,1.0,6.0,1.0,19.65,1.0,True
0.03,3.0,3.43,304.49,1.0,25.9,2.0,0.29,0,8.0,2,12.0,0,24.0,16.92,16.0,8.0,6.0,7.0,88.81,2.0,True
0.02,3.0,5.25,388.55,1.0,14.1,1.0,0.19,0,5.0,0,8.0,0,20.0,21.59,11.0,9.0,7.0,6.0,74.01,2.0,True
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,0,4.0,0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,True
0.04,3.0,6.87,831.38,1.0,17.59,2.0,0.15,0,11.0,1,14.0,0,29.0,46.19,18.0,11.0,10.0,8.0,120.93,2.0,True
0.18,5.0,7.5,4031.36,1.0,71.67,2.0,0.13,14,33.0,5,56.0,0,101.0,223.96,56.0,45.0,10.0,30.0,537.51,3.0,True
0.08,3.0,9.17,2280.63,1.0,27.14,2.0,0.11,4,21.0,0,30.0,0,55.0,126.7,35.0,20.0,11.0,12.0,248.8,2.0,True
0.48,15.0,23.08,33247.47,1.0,62.43,8.0,0.04,2,45.0,0,52.0,3,247.0,1847.08,147.0,100.0,18.0,39.0,1440.72,8.0,True
0.19,11.0,18.45,10553.84,3.0,31.0,6.0,0.05,2,35.0,0,41.0,0,109.0,586.32,68.0,41.0,18.0,20.0,572.02,6.0,True
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,1,4.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,True
0.03,1.0,3.5,355.53,1.0,29.02,1.0,0.29,3,8.0,2,15.0,0,26.0,19.75,18.0,8.0,7.0,8.0,101.58,1.0,True
0.04,1.0,3.43,367.69,1.0,31.28,1.0,0.29,0,7.0,0,9.0,0,31.0,20.43,19.0,12.0,4.0,7.0,107.24,1.0,True
0.01,1.0,3.0,72.0,1.0,8.0,1.0,0.33,0,3.0,0,5.0,0,8.0,4.0,6.0,2.0,6.0,2.0,24.0,1.0,True
0.1,1.0,6.5,2008.94,1.0,47.55,1.0,0.15,2,13.0,1,25.0,0,65.0,111.61,39.0,26.0,9.0,18.0,309.07,1.0,True
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,True
0.11,5.0,14.18,4490.66,1.0,22.33,2.0,0.07,1,18.0,1,23.0,0,70.0,249.48,44.0,26.0,12.0,11.0,316.65,3.0,True
0.04,1.0,4.2,566.52,1.0,32.11,1.0,0.24,0,10.0,0,14.0,0,33.0,31.47,21.0,12.0,7.0,10.0,134.89,1.0,True
0.05,3.0,9.64,1504.29,1.0,16.18,1.0,0.1,2,14.0,0,18.0,0,39.0,83.57,24.0,15.0,9.0,7.0,156.0,2.0,True
0.18,7.0,15.17,8265.25,1.0,35.93,3.0,0.07,2,31.0,1,40.0,0,110.0,459.18,68.0,42.0,13.0,18.0,544.96,4.0,True
0.12,5.0,13.85,5143.96,1.0,26.83,2.0,0.07,1,18.0,1,24.0,0,80.0,285.78,50.0,30.0,12.0,13.0,371.51,3.0,True
0.22,11.0,16.25,10902.2,1.0,41.29,5.0,0.06,2,43.0,3,52.0,0,133.0,605.68,83.0,50.0,13.0,20.0,670.9,6.0,True
0.02,1.0,4.0,207.22,1.0,12.95,1.0,0.25,1,6.0,0,11.0,0,14.0,11.51,9.0,5.0,8.0,5.0,51.81,1.0,True
0.12,11.0,19.79,6863.63,6.0,17.52,2.0,0.05,4,17.0,0,23.0,0,70.0,381.31,45.0,25.0,19.0,12.0,346.79,6.0,True
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,True
0.37,15.0,28.27,31758.83,8.0,39.75,5.0,0.04,8,26.0,1,38.0,0,191.0,1764.38,124.0,67.0,27.0,32.0,1123.58,8.0,True
1.16,29.0,33.28,116258.98,11.0,104.99,14.0,0.03,18,88.0,5,113.0,0,527.0,6458.83,330.0,197.0,25.0,74.0,3493.67,15.0,True
0.04,1.0,3.85,409.16,1.0,27.6,1.0,0.26,2,4.0,0,8.0,0,26.0,22.73,15.0,11.0,7.0,10.0,106.27,1.0,True
0.3,11.0,20.8,18609.99,3.0,43.01,6.0,0.05,10,26.0,0,38.0,0,167.0,1033.89,102.0,65.0,16.0,25.0,894.71,6.0,True
0.43,25.0,36.93,48144.92,10.0,35.3,10.0,0.03,5,40.0,0,47.0,0,231.0,2674.72,137.0,94.0,22.0,28.0,1303.73,13.0,True
0.02,1.0,5.0,304.72,1.0,12.19,1.0,0.2,2,4.0,0,8.0,0,17.0,16.93,12.0,5.0,8.0,4.0,60.94,1.0,True
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,True
0.07,5.0,9.69,1981.69,1.0,21.1,1.0,0.1,3,10.0,0,15.0,0,43.0,110.09,25.0,18.0,14.0,13.0,204.46,3.0,True
0.1,7.0,15.0,4615.62,1.0,20.51,5.0,0.07,17,19.0,0,38.0,0,61.0,256.42,36.0,25.0,18.0,15.0,307.71,5.0,True
0.33,21.0,26.92,26321.9,1.0,36.31,11.0,0.04,6,38.0,2,48.0,0,177.0,1462.33,107.0,70.0,20.0,26.0,977.67,12.0,True
0.55,29.0,41.3,68641.45,14.0,40.24,3.0,0.02,11,52.0,0,70.0,0,293.0,3813.41,175.0,118.0,21.0,30.0,1662.02,15.0,True
0.21,9.0,22.8,14439.1,3.0,27.78,3.0,0.04,5,16.0,0,23.0,0,116.0,802.17,78.0,38.0,24.0,20.0,633.29,5.0,True
0.23,15.0,20.16,14002.37,6.0,34.45,5.0,0.05,3,22.0,0,27.0,0,128.0,777.91,72.0,56.0,18.0,25.0,694.56,8.0,True
0.03,1.0,4.28,444.89,1.0,24.31,1.0,0.23,3,5.0,0,10.0,0,26.0,24.72,15.0,11.0,7.0,9.0,104.0,1.0,True
0.07,1.0,7.46,1594.5,1.0,28.62,1.0,0.13,0,9.0,2,13.0,0,46.0,88.58,27.0,19.0,11.0,14.0,213.62,1.0,True
0.18,15.0,14.71,8017.24,8.0,37.05,8.0,0.07,1,19.0,0,23.0,0,109.0,445.4,66.0,43.0,13.0,19.0,545.0,8.0,True
0.05,7.0,9.78,1605.84,4.0,16.8,4.0,0.1,1,8.0,0,11.0,0,38.0,89.21,22.0,16.0,11.0,9.0,164.23,4.0,True
0.06,3.0,7.73,1425.51,1.0,23.87,2.0,0.13,1,6.0,0,9.0,0,42.0,79.19,25.0,17.0,10.0,11.0,184.48,2.0,True
0.07,5.0,6.97,1408.1,3.0,29.01,2.0,0.14,2,7.0,0,11.0,0,43.0,78.23,24.0,19.0,11.0,15.0,202.12,3.0,True
0.36,15.0,17.81,19385.15,1.0,61.1,7.0,0.06,9,35.0,3,49.0,0,185.0,1076.95,110.0,75.0,19.0,40.0,1088.29,8.0,True
0.71,21.0,44.31,94805.86,6.0,48.29,9.0,0.02,8,43.0,0,53.0,0,354.0,5266.99,226.0,128.0,27.0,39.0,2139.72,11.0,True
0.14,9.0,21.0,8794.04,4.0,19.94,2.0,0.05,6,13.0,0,21.0,0,81.0,488.56,51.0,30.0,21.0,15.0,418.76,5.0,True
0.14,7.0,8.9,3829.05,1.0,48.29,4.0,0.11,3,11.0,0,16.0,0,86.0,212.72,52.0,34.0,11.0,21.0,430.0,4.0,True
0.23,9.0,25.0,16984.95,3.0,27.18,4.0,0.04,5,15.0,0,22.0,0,123.0,943.61,81.0,42.0,25.0,21.0,679.4,5.0,True
0.24,9.0,24.87,18012.97,3.0,29.12,4.0,0.04,3,19.0,0,24.0,0,129.0,1000.72,85.0,44.0,26.0,23.0,724.3,5.0,True
0.23,11.0,18.67,13013.89,1.0,37.35,5.0,0.05,3,22.0,0,27.0,0,131.0,722.99,75.0,56.0,16.0,24.0,697.17,6.0,True
0.14,9.0,21.33,8714.36,1.0,19.15,4.0,0.05,5,20.0,0,27.0,0,93.0,484.13,61.0,32.0,12.0,9.0,408.49,5.0,True
0.41,17.0,35.34,43599.82,9.0,34.9,5.0,0.03,8,29.0,0,39.0,0,208.0,2422.21,130.0,78.0,29.0,32.0,1233.59,9.0,True
0.09,5.0,7.0,1930.48,1.0,39.4,3.0,0.14,2,12.0,0,16.0,0,58.0,107.25,30.0,28.0,9.0,18.0,275.78,3.0,True
0.14,7.0,12.28,5231.08,1.0,34.7,4.0,0.08,4,13.0,0,19.0,0,86.0,290.62,52.0,34.0,13.0,18.0,426.06,4.0,True
0.54,31.0,25.03,40253.51,11.0,64.25,15.0,0.04,18,45.0,1,66.0,0,259.0,2236.31,148.0,111.0,23.0,51.0,1608.25,16.0,True
0.03,3.0,7.2,586.15,1.0,11.31,2.0,0.14,1,9.0,0,12.0,0,22.0,32.56,13.0,9.0,8.0,5.0,81.41,2.0,True
0.14,9.0,14.17,6002.83,5.0,29.91,4.0,0.07,3,14.0,0,19.0,0,84.0,333.49,50.0,34.0,15.0,18.0,423.73,5.0,True
0.07,5.0,13.5,2917.3,3.0,16.01,2.0,0.07,2,5.0,0,9.0,0,50.0,162.07,32.0,18.0,12.0,8.0,216.1,3.0,True
0.12,7.0,9.95,3462.31,3.0,34.99,3.0,0.1,5,22.0,0,29.0,0,69.0,192.35,42.0,27.0,14.0,19.0,348.06,4.0,True
0.98,53.0,27.42,80852.59,5.0,107.5,25.0,0.04,35,198.0,44,286.0,3,481.0,4491.81,310.0,171.0,17.0,53.0,2948.19,27.0,True
0.11,5.0,11.0,3595.9,1.0,29.72,3.0,0.09,1,21.0,0,26.0,0,68.0,199.77,46.0,22.0,14.0,14.0,326.9,3.0,True
0.32,21.0,18.15,17326.76,1.0,52.58,11.0,0.06,2,58.0,2,64.0,0,177.0,962.6,118.0,59.0,16.0,26.0,954.44,11.0,True
0.15,7.0,12.38,5473.17,1.0,35.74,4.0,0.08,5,38.0,2,47.0,0,92.0,304.07,59.0,33.0,12.0,16.0,442.28,4.0,True
0.37,17.0,19.95,22125.51,7.0,55.59,7.0,0.05,19,71.0,11,107.0,2,187.0,1229.19,111.0,76.0,21.0,40.0,1109.05,9.0,True
0.35,17.0,19.65,20664.58,7.0,53.5,7.0,0.05,20,70.0,11,107.0,2,178.0,1148.03,105.0,73.0,21.0,39.0,1051.43,9.0,True
0.24,9.0,14.45,10515.73,3.0,50.35,4.0,0.07,11,46.0,9,74.0,3,131.0,584.21,75.0,56.0,16.0,31.0,727.65,5.0,True
0.12,7.0,10.61,3694.35,1.0,32.84,4.0,0.09,5,27.0,3,37.0,0,75.0,205.24,48.0,27.0,11.0,14.0,348.29,4.0,True
0.3,13.0,14.03,12478.8,1.0,63.37,6.0,0.07,12,59.0,6,79.0,0,161.0,693.27,103.0,58.0,15.0,31.0,889.29,7.0,True
0.6,29.0,30.22,54519.67,8.0,59.7,14.0,0.03,28,90.0,11,134.0,3,303.0,3028.87,185.0,118.0,21.0,41.0,1804.12,15.0,True
0.3,7.0,16.14,14440.71,3.0,55.37,3.0,0.06,7,37.0,3,55.0,0,152.0,802.26,84.0,68.0,19.0,40.0,894.16,4.0,True
0.09,5.0,12.0,3356.19,1.0,23.31,2.0,0.08,1,15.0,1,22.0,0,61.0,186.46,37.0,24.0,12.0,12.0,279.68,3.0,True
0.11,5.0,16.2,5273.72,1.0,20.09,2.0,0.06,1,16.0,1,22.0,0,73.0,292.98,46.0,27.0,12.0,10.0,325.54,3.0,True
0.01,5.0,5.0,182.48,1.0,7.3,3.0,0.2,1,5.0,0,8.0,0,13.0,10.14,9.0,4.0,5.0,2.0,36.5,3.0,True
0.93,34.0,38.54,107551.84,4.0,72.43,16.0,0.03,24,120.0,3,151.0,2,439.0,5975.1,273.0,166.0,26.0,56.0,2790.97,18.0,True
0.0,1.0,1.0,4.75,1.0,4.75,1.0,1.0,0,0.0,0,2.0,0,3.0,0.26,2.0,1.0,2.0,1.0,4.75,1.0,True
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,0.0,0,2.0,0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,True
0.6,31.0,33.41,59984.29,4.0,53.74,12.0,0.03,4,56.0,2,70.0,1,291.0,3332.46,186.0,105.0,28.0,44.0,1795.45,13.0,True
0.01,1.0,2.5,49.13,1.0,7.86,1.0,0.4,0,0.0,0,4.0,0,7.0,2.73,5.0,2.0,5.0,2.0,19.65,1.0,True
0.01,1.0,2.5,38.77,1.0,6.2,1.0,0.4,0,0.0,0,2.0,0,6.0,2.15,5.0,1.0,5.0,1.0,15.51,1.0,True
0.05,1.0,4.5,694.29,1.0,34.29,1.0,0.22,4,9.0,5,27.0,0,37.0,38.57,19.0,18.0,6.0,12.0,154.29,1.0,True
0.23,1.0,6.57,4461.99,1.0,103.45,1.0,0.15,11,42.0,2,57.0,0,123.0,247.89,69.0,54.0,9.0,37.0,679.4,1.0,True
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,True
0.02,1.0,2.0,90.0,1.0,22.5,1.0,0.5,0,5.0,0,7.0,0,15.0,5.0,11.0,4.0,4.0,4.0,45.0,1.0,True
0.01,1.0,3.75,94.75,1.0,6.74,1.0,0.27,1,4.0,0,7.0,0,9.0,5.26,6.0,3.0,5.0,2.0,25.27,1.0,True
0.04,3.0,7.2,852.58,1.0,16.45,2.0,0.14,1,13.0,0,16.0,0,32.0,47.37,23.0,9.0,8.0,5.0,118.41,2.0,True
0.01,1.0,3.0,109.62,1.0,12.18,1.0,0.33,1,6.0,0,11.0,0,11.0,6.09,7.0,4.0,6.0,4.0,36.54,1.0,True
0.02,3.0,6.75,424.63,1.0,9.32,1.0,0.15,0,6.0,0,8.0,0,17.0,23.59,11.0,6.0,9.0,4.0,62.91,2.0,True
1.0,36.0,41.88,126141.8,1.0,71.91,9.0,0.02,5,50.0,0,62.0,0,445.0,7007.88,282.0,163.0,37.0,72.0,3011.84,14.0,True
0.14,7.0,13.43,5682.93,1.0,31.49,4.0,0.07,2,34.0,1,39.0,0,88.0,315.72,57.0,31.0,13.0,15.0,423.05,4.0,True
0.74,25.0,43.27,95460.74,11.0,50.99,12.0,0.02,23,112.0,22,165.0,0,365.0,5303.37,240.0,125.0,27.0,39.0,2206.2,13.0,True
0.13,5.0,12.19,4914.15,1.0,33.08,3.0,0.08,7,25.0,11,45.0,0,83.0,273.01,53.0,30.0,13.0,16.0,403.21,3.0,True
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,True
0.09,3.0,6.43,1797.96,1.0,43.51,2.0,0.16,0,15.0,0,21.0,0,61.0,99.89,43.0,18.0,10.0,14.0,279.68,2.0,True
0.11,1.0,5.6,1857.56,1.0,59.23,1.0,0.18,0,13.0,0,23.0,0,69.0,103.2,41.0,28.0,8.0,20.0,331.71,1.0,True
0.03,1.0,3.85,377.68,1.0,25.48,1.0,0.26,0,6.0,0,12.0,0,24.0,20.98,13.0,11.0,7.0,10.0,98.1,1.0,True
0.22,13.0,14.0,9110.4,1.0,46.48,5.0,0.07,3,35.0,2,44.0,0,124.0,506.13,76.0,48.0,14.0,24.0,650.74,7.0,True
0.05,7.0,7.71,1049.14,3.0,17.63,3.0,0.13,1,14.0,0,17.0,0,34.0,58.29,22.0,12.0,9.0,7.0,136.0,4.0,True
0.16,9.0,13.72,6458.35,3.0,34.3,4.0,0.07,3,35.0,0,40.0,0,95.0,358.8,57.0,38.0,13.0,18.0,470.65,5.0,True
0.75,25.0,22.82,51144.16,4.0,98.25,12.0,0.04,22,131.0,24,179.0,0,361.0,2841.34,208.0,153.0,17.0,57.0,2241.61,13.0,True
0.39,15.0,15.17,17957.52,3.0,78.07,8.0,0.07,2,75.0,5,92.0,0,212.0,997.64,121.0,91.0,12.0,36.0,1184.01,8.0,True
