NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,NUM_36,CAT_00,CAT_01,CAT_02,CAT_03,CAT_04,CAT_05,CAT_06,target
0.7431,0.01347,0.5453,0.1979,0.2057,0.2191,0.7718,0.01715,0.5747,0.2244,0.2415,0.255,0.5498,5.239,27.07,10.59,5.353,17.48,15.25,42.32,1044000.0,3417000.0,0.148,740400.0,3022000.0,26210.0,109500.0,622.7,0.1333,668.4,2395.0,4.382,93.5,21.86,29.83,96.43,5.767,1.0,0.1667,0.08333,0.0,0.0,0.0,0.0,0
0.0585799999999999,0.4435,0.0556799999999999,0.002896,0.4794,0.9229,0.1563,0.4873,0.1525,0.005833,0.505,0.9923,0.5958,7.56,8.3,8.958,1.399,15.59,46.37,54.67,664700.0,2042000.0,0.09965,107400.0,965200.0,0.0,750.9,58.0,0.1333,9.417,313.8,2.696,94.28,18.28,10.37,97.5,0.2,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,1
0.09526,0.0205,0.08092,0.01434,0.8608,0.8813,0.2105,0.02883,0.2046,0.03715,0.9371,0.966,0.7859999999999999,4.485,41.33,11.67,7.183,24.6,19.4,60.73,1243000.0,2945000.0,0.1612,578100.0,2069000.0,31680.0,750.9,178.6,0.1333,9.25,661.5,4.7010000000000005,171.3,29.3,33.03,175.4,0.1833,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,0
0.5451,0.06108,0.4367,0.1085,0.3091,0.3702,0.6347,0.07385,0.5029,0.141,0.363,0.4337,0.4001,3.128,19.95,7.077999999999999,3.95,17.99,11.03,30.98,342500.0,3683000.0,0.0913,466400.0,5147000.0,8755.0,204000.0,369.9,0.1333,535.8,2328.0,3.571,115.4,21.56,14.3,118.9,8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.02354,0.9718,0.02029,0.00325,0.0,0.9718,0.05198,0.9967,0.04398,0.008,0.0,0.9967,0.01185,0.08472,0.0,0.08472,0.0,13.48,1.017,1.017,8260.0,34100.0,0.0009875,3004.0,23040.0,0.0,750.9,5.05,0.1333,9.267,399.2,5.39,39.45,18.87,34.63,74.08,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.03801,0.5293,0.03346,0.0045439999999999,0.42,0.9493,0.07405,0.5475,0.0627,0.01135,0.439,0.9818,0.3712,3.522,13.47,5.796,2.274,17.77,19.4,32.38,407600.0,593200.0,0.0693299999999999,137300.0,1117000.0,0.0,750.9,15.5,0.1333,9.217,339.1,3.342,93.22,21.11,14.77,99.68,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.03674,0.5197,0.03205,0.004685,0.4298,0.9496,0.0797799999999999,0.5465,0.0673,0.01248,0.4501,0.9966,0.3876,3.303,14.18,5.658,2.356,16.52,19.15,33.33,427700.0,571300.0,0.06935,150300.0,1200000.0,0.0,750.9,15.62,0.1333,9.217,322.9,2.954,102.5,19.47,15.27,105.9,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1033,0.7861,0.05941,0.0439,0.09235,0.8784,0.3937,0.8879,0.1958,0.1979,0.09988,0.9855,0.3074,2.278,1.433,2.397,0.1194,30.42,27.33,28.77,480700.0,1175000.0,0.02562,92090.0,3644000.0,0.0,1775.0,66.43,1.3330000000000002,16.82,480.4,7.125,196.1,37.54,34.52,201.4,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3452,0.02207,0.3049,0.0403,0.5934,0.6155,0.3826,0.03147,0.3406,0.05363,0.677,0.7077,0.703,4.803,37.47,11.85,7.046,32.33,16.98,54.45,1272000.0,3533000.0,0.1688,764500.0,2923000.0,28930.0,177800.0,394.5,0.1333,379.9,1976.0,9.54,204.0,41.87,34.77,218.8,6.9670000000000005,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,0
0.05933,0.9113,0.05229,0.00704,0.02235,0.9336,0.2268,0.968,0.1992,0.02765,0.02417,0.9908,0.04685,0.4889,0.85,0.5681,0.07917,14.4,2.817,3.667,62740.0,491900.0,0.0070819999999999,29560.0,17430000.0,0.0,750.9,9.95,0.1333,16.18,1366.0,7.006,45.13,21.41,38.27,83.4,0.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.6332,0.002833,0.5198,0.1134,0.2763,0.2791,0.7451,0.0055,0.6273,0.1581,0.4055,0.411,0.713,4.7330000000000005,31.75,12.99,8.256,17.82,20.08,51.83,861200.0,7042000.0,0.1774,1660000.0,7438000.0,13640.0,147200.0,405.6,0.1333,372.3,2586.0,3.367,108.2,21.19,21.5,110.7,6.25,0.375,0.1667,0.1667,0.0,0.0,0.0,0.0,0
0.1456,0.4167,0.126,0.01959,0.3785,0.7952,0.1972,0.508,0.1727,0.032,0.4368,0.9448,0.2838,3.25,8.7,6.1960000000000015,2.946,103.4,15.53,24.03,536500.0,2002000.0,0.08113,392900.0,4251000.0,0.0,115500.0,270.3,0.1333,109.2,1424.0,6.457999999999998,894.7,109.9,39.3,895.4,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.08333,1
0.01408,0.9802,0.01227,0.001812,0.0003958,0.9806,0.0245,0.9935,0.02233,0.0069999999999999,0.0005,0.994,0.0095,0.06667,0.0166699999999999,0.06944,0.002778,16.63,0.75,0.7667,6656.0,22170.0,0.0008333,3106.0,19250.0,0.0,750.9,3.633,0.1333,9.217,232.0,2.337,105.3,18.97,8.75,112.1,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.01448,8853.0,0.01281,0.001667,0.002708,8853.0,0.02967,70820.0,0.02733,0.0035,0.003167,70820.0,0.009,0.08056,0.2,0.1042,0.02361,14.82,0.7667,0.7667,9882.0,31620.0,0.001153,4710.0,24660.0,0.0,750.9,3.767,0.1333,9.217,221.7,2.399,87.08,17.22,8.683,94.65,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.03668,0.6052,0.0326,0.004083,0.3483,0.9535,0.1166,0.6289,0.1018,0.0148199999999999,0.3637,0.9918,0.3455,3.324,11.08,5.218999999999999,1.896,10.3,19.07,30.15,400900.0,550500.0,0.06335,127000.0,1179000.0,0.0,750.9,15.38,0.1333,9.217,340.1,3.754,40.53,14.06,17.1,57.63,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.03408,0.5647,0.02997,0.004102,0.3915,0.9562,0.07115,0.5862,0.06465,0.01265,0.4097,0.9939,0.3804,3.524,12.82,5.674,2.15,9.449,20.57,33.38,404500.0,572100.0,0.06796,142100.0,1076000.0,0.0,750.9,14.28,0.1333,9.233,325.6,2.821,33.98,12.27,12.6,46.58,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13.21,0.04183,13.13,0.08764,0.3274,0.3692,101.7,0.07457,101.7,0.1203,0.4749,0.5495,0.5089,3.896,24.37,9.867,5.971,20.14,15.38,39.75,526300.0,5772000.0,0.1278,572400.0,6636000.0,35700.0,86780.0,434.9,0.1333,318.9,2250.0,7.306,100.1,27.44,32.7,104.1,5.2,0.25,0.08333,0.0,0.0,0.0,0.0,0.0,0
0.1045,0.1558,0.09531,0.009183,0.7164,0.8722,0.2803,0.1886,0.26,0.02032,0.782,0.9658,0.7672,7.771,22.37,11.47,3.696,17.4,46.58,68.95,858100.0,1568000.0,0.1326,255200.0,14610000.0,0.0,819.2,34.22,0.1333,9.917,1025.0,3.224,94.0,20.62,18.78,97.37,0.2,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,1
0.09283,0.5364,0.0824299999999999,0.0104,0.3433,0.8797,0.1369999999999999,0.5966,0.1247,0.01732,0.3769,0.9735,0.3129,3.785,12.08,5.84,2.056,40.0,17.77,26.77,641800.0,1090000.0,0.07406,445000.0,1304000.0,0.0,2048.0,41.87,0.1333,31.4,551.5,17.23,188.5,57.22,133.0,233.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.6346,0.1273,0.5047,0.1299,0.2102,0.3375,0.6778,0.1497,0.5367,0.1524,0.256,0.3952,0.2957,2.907,10.82,5.944,3.0380000000000003,30.46,13.13,23.95,454900.0,1852000.0,0.08229,676700.0,2043000.0,431400.0,104500.0,436.7,0.1333,559.2,2698.0,16.4,174.6,46.86,174.6,349.2,6.167000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4773,0.08475,0.4578,0.01951,0.3607,0.4454,0.6243,0.1047,0.6093,0.02485,0.4697,0.5711,0.5683,6.714,11.05,9.806,3.092,73.54,36.12,46.9,851700.0,4012000.0,0.1238,440200.0,15220000.0,768800.0,819.2,168.9,0.1333,27.83,2231.0,25.02,536.6,98.56,173.3,566.2,0.6,0.0,0.1667,0.1667,0.0,0.0,0.0,0.08333,0
0.04362,0.6251,0.03879,0.004835,0.3219,0.947,0.08382,0.6525,0.07898,0.01217,0.3357,0.9848,0.3262,3.149,10.97,4.935,1.786,9.753,17.48,28.45,387100.0,605400.0,0.06046,148300.0,2532000.0,0.0,750.9,12.97,0.1333,9.233,647.5,3.015,33.3,12.77,13.47,46.77,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.03935,0.5016,0.0351,0.00425,0.4429,0.9446,0.06698,0.5241,0.05832,0.008667,0.4614,0.9855,0.4089,3.815,13.55,6.099,2.283,22.68,22.22,35.77,437100.0,630300.0,0.07282,138500.0,1306000.0,0.0,750.9,16.13,0.1333,9.217,349.1,3.182,92.92,25.86,15.43,97.7,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.03596,0.6431,0.03144,0.004521,0.3103,0.9534,0.06783,0.6661,0.0588299999999999,0.009167,0.3239,0.99,0.3086,3.283,9.917,4.919,1.636,10.86,17.8,26.9,394200.0,508800.0,0.05982,115300.0,1157000.0,0.0,750.9,16.63,0.1333,9.25,341.4,3.865,38.97,14.73,16.22,55.18,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.05411,8853.0,0.0515299999999999,0.002583,0.3428,8854.0,0.1308,70820.0,0.1283,0.005,0.3518,70820.0,0.5353,7.811,4.283,8.501,0.6903,16.01,49.63,53.63,568900.0,2015000.0,0.08646,46280.0,659200.0,0.0,750.9,58.93,0.1333,9.283,287.3,2.5610000000000004,93.58,18.57,8.732999999999999,96.5,0.1833,0.0,0.08333,0.1667,0.0,0.0,0.0,0.0,1
0.1744,0.3381,0.1272,0.04722,0.461,0.7991,0.7259,0.4179,0.4674,0.2585,0.5436,0.9616,0.3769,4.096,15.62,7.651,3.556,35.95,18.88,32.65,482600.0,4686000.0,0.0914,293100.0,1310000.0,0.0,955.7,238.1,97.88,27.87,922.1,12.11,195.7,48.07,90.12,203.2,0.3167,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4855,0.0741,0.2936,0.1919,0.4142,0.4883,0.6554,0.101,0.3506,0.4196,0.4906,0.5916,0.5831,3.207,23.87,7.5,4.293,20.63,14.85,25.5,512800.0,3485000.0,0.1256,1936000.0,6955000.0,0.0,171200.0,248.8,0.1333,367.8,2091.0,2.682,97.53,23.31,10.72,100.4,3.383,0.0,0.08333,0.0,0.0,0.0,0.0,0.0,1
0.0397,0.4796,0.03451,0.00519,0.4671,0.9467,0.08438,0.5053,0.0747,0.009683,0.489,0.9943,0.4127,3.925,14.1,6.249,2.324,16.2,23.35,36.62,422400.0,625100.0,0.07391,148300.0,1197000.0,0.0,750.9,16.28,0.1333,9.233,349.7,3.029,91.67,19.23,14.93,96.27,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.3882,0.08522,0.3677,0.02053,0.4417,0.5269,0.448,0.1145,0.4202,0.03298,0.5660000000000001,0.6805,0.5727,8.201,15.93,11.07,2.864,83.58,40.25,48.97,753200.0,3427000.0,0.1367,1166000.0,1254000.0,899300.0,887.5,71.62,0.1333,12.35,2210.0,24.3,556.7,107.9,199.4,592.7,0.7333,0.0,0.1667,0.1667,0.0,0.0,0.0,0.08333,0
0.05952,0.5007,0.05109,0.008438,0.392,0.8926,0.09737,0.5443,0.08687,0.02017,0.4245,0.9633,0.3705,3.471,13.77,5.749,2.278,183.2,19.0,32.02,492000.0,683000.0,0.07202,232400.0,1514000.0,0.0,11200.0,16.0,0.1333,24.0,464.2,6.65,1698.0,189.9,38.45,1698.0,0.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,1
0.5489,0.07751,0.3699,0.179,0.3412,0.4187,0.6095,0.111,0.4341,0.2124,0.4434,0.5544,0.4862,3.381,36.7,8.732999999999999,5.353,16.99,13.63,36.72,463500.0,3456000.0,0.1183,1930000.0,4964000.0,0.0,152700.0,368.6,0.1333,553.5,2577.0,2.929,95.2,19.92,12.7,99.0,5.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03742,0.5979,0.03276,0.004667,0.3501,0.9479,0.103,0.6243,0.08752,0.0155,0.3671,0.9914,0.3354,3.1830000000000003,10.72,4.924,1.74,17.85,18.3,29.02,402000.0,532300.0,0.06059,118600.0,1170000.0,0.0,750.9,14.43,0.1333,9.417,342.7,3.671,92.0,21.52,20.7,97.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1095,0.5147,0.05736,0.05212,0.3526,0.8673,0.3122,0.5805,0.09302,0.2343,0.4011,0.9815,0.354,3.868,11.6,5.832999999999998,1.965,34.38,19.37,30.97,627600.0,708500.0,0.07491,325900.0,3259000.0,0.0,1434.0,21.63,1.067,20.3,526.0,9.197,200.9,43.58,42.58,207.5,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.05936,0.5525,0.05249,0.006873,0.3755,0.928,0.1639,0.5871,0.1436,0.02032,0.4046,0.9874,0.3595,3.162,13.22,5.322,2.16,16.25,17.95,31.17,402800.0,765700.0,0.06523,153700.0,12390000.0,0.0,750.9,15.72,0.1333,9.417,887.6,3.626,58.72,19.88,15.57,69.52,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08235,0.156,0.0667799999999999,0.01557,0.7378,0.8938,0.3249,0.192,0.2415,0.0834,0.7849,0.9762,0.6441,3.151,49.55,9.432,6.2810000000000015,27.38,18.82,49.58,364000.0,2739000.0,0.1217,2513000.0,1004000.0,0.0,1024.0,15.9,0.1333,21.3,904.2,4.2860000000000005,206.1,31.66,27.42,210.2,0.75,0.0,0.08333,0.08333,0.0,0.0,0.0,0.0,1
0.04967,0.5994,0.0444,0.005271,0.3303,0.9297,0.08283,0.6401,0.07417,0.01217,0.354,0.9939,0.3139,3.096,10.62,4.85,1.754,35.57,18.15,27.92,359100.0,501800.0,0.05881,142300.0,1134000.0,0.0,750.9,17.62,0.1333,9.25,475.6,6.522,226.2,42.09,36.23,227.3,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.115,0.2252,0.06216,0.05282,0.6091,0.8343,0.2507,0.2765,0.1809,0.1883,0.703,0.9795,0.5257,2.785,28.32,7.557,4.772,21.25,16.17,44.48,339700.0,1675000.0,0.09233,326800.0,870600.0,21300.0,750.9,108.5,0.1333,9.217,532.1,3.664,135.3,24.91,21.6,138.5,0.1833,0.0,0.08333,0.1667,0.0,0.0,0.0,0.0,0
