NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,CAT_00,CAT_01,CAT_02,CAT_03,CAT_04,CAT_05,CAT_06,CAT_07,CAT_08,target
1140.0,132,1690.0,60.0,0.6426,0.3626,0.5385,0.0041,0.7778,1147.0,1.0,1.7634,0.8451,1.1139,0.4615,-0.1154,0.1965,2379116.0,2379129.0,58.0,9.0,13.0,6567.0,100,1,0,1.0,1,0,0,0,0,0,1
13.0,109,1690.0,60.0,0.0154,0.219,0.1667,0.0065,0.234,24.0,1.0,2.7536,1.0414,1.8195,0.8333,-0.3611,0.944,2512899.0,2512965.0,567.0,47.0,66.0,46365.0,51,1,0,1.0,1,0,0,0,0,0,1
11.0,109,1688.0,60.0,0.013,0.251,0.3333,0.0053,0.45,20.0,1.0,2.2601,0.9542,1.4314,0.6667,-0.2987,0.4025,2845229.0,2845256.0,182.0,20.0,27.0,16337.0,72,1,0,1.0,1,0,0,0,0,0,1
1589.0,108,1650.0,69.0,0.0618,0.3583,0.4167,0.0061,0.5,1599.0,1.0,2.1875,1.0,1.3802,0.5833,-0.3061,0.3977,3826564.0,3826588.0,154.0,20.0,24.0,13678.0,69,1,0,1.0,1,0,0,0,0,0,1
765.0,125,1648.0,69.0,0.9284,0.3856,0.2647,0.0055,0.45,774.0,1.0,2.2742,0.9542,1.5315,0.7353,-0.1469,0.5063,4157586.0,4157620.0,188.0,20.0,34.0,20528.0,95,1,0,1.0,1,0,0,0,0,0,1
1268.0,126,1646.0,69.0,0.4484,0.3992,0.3333,0.0055,0.45,1277.0,1.0,2.1644,0.9542,1.4314,0.6667,-0.1667,0.4025,5437033.0,5437060.0,146.0,20.0,27.0,15572.0,88,1,0,1.0,1,0,0,0,0,0,1
333.0,149,1650.0,69.0,0.4036,0.3462,0.4615,0.0079,0.9286,346.0,0.8571,1.7076,1.1139,0.7782,-0.5385,0.0573,0.1832,5683008.0,5683014.0,51.0,14.0,7.0,6902.0,120,1,0,0.0,1,0,0,0,0,0,1
1287.0,119,1650.0,100.0,0.4254,0.4889,0.4,0.0073,0.48,1299.0,1.0,2.2648,1.0792,1.4771,0.6,-0.2106,0.5951,1005865.0,1005895.0,184.0,25.0,30.0,18593.0,85,1,0,1.0,1,0,0,0,0,0,1
1088.0,132,1710.0,100.0,0.7181,0.3021,0.6667,0.0047,0.8,1096.0,1.0,1.8261,0.9031,1.0792,0.3333,-0.1353,0.2018,1094617.0,1094629.0,67.0,10.0,12.0,7416.0,94,1,0,1.0,1,0,0,0,0,0,1
1255.0,123,1360.0,100.0,0.1456,0.2889,0.4,0.0044,0.6,1261.0,1.0,1.8062,0.7782,1.1761,0.6,-0.1439,0.1954,718602.0,718617.0,64.0,10.0,15.0,7013.0,99,1,0,1.0,1,0,0,0,0,0,1
707.0,111,1360.0,100.0,0.95,0.2429,0.7,0.0052,0.7,714.0,1.0,1.7243,0.8451,1.0,0.3,-0.2572,0.1753,807870.0,807880.0,53.0,10.0,10.0,5039.0,81,1,0,1.0,1,0,0,0,0,0,1
1186.0,132,1362.0,120.0,0.2482,0.2208,0.6364,0.0051,0.7,1193.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1064,0.1822,238656.0,238667.0,60.0,10.0,11.0,6863.0,100,1,0,1.0,1,0,0,0,0,0,1
626.0,126,1362.0,120.0,0.9192,0.2323,0.8182,0.0066,0.6429,635.0,1.0,1.8808,0.9542,1.0414,0.1818,-0.1712,0.2051,2071945.0,2071956.0,76.0,14.0,11.0,8063.0,84,1,0,1.0,1,0,0,0,0,0,1
1503.0,118,1632.0,100.0,0.1495,0.2143,0.5833,0.0043,0.7778,1510.0,1.0,1.8195,0.8451,1.0792,0.4167,-0.2158,0.1892,893849.0,893861.0,66.0,9.0,12.0,6625.0,87,1,0,1.0,1,0,0,0,0,0,1
1152.0,127,1632.0,100.0,0.5772,0.2929,0.8182,0.0055,1.0,1161.0,1.0,1.8451,0.9542,1.0414,0.1818,-0.1243,0.2051,969900.0,969911.0,70.0,9.0,11.0,7846.0,99,1,0,1.0,1,0,0,0,0,0,1
1533.0,118,1632.0,100.0,0.1103,0.2926,0.15,0.0055,0.2093,1542.0,1.0,2.5821,0.9542,1.7781,0.85,-0.2186,0.8299,1031539.0,1031599.0,382.0,43.0,60.0,38206.0,77,1,0,1.0,1,0,0,0,0,0,1
788.0,116,1630.0,100.0,0.9669,0.3125,0.4,0.0049,0.6154,796.0,1.0,2.0414,0.9031,1.301,0.6,-0.2098,0.2792,1060712.0,1060732.0,110.0,13.0,20.0,11126.0,84,1,0,1.0,1,0,0,0,0,0,1
34.0,116,1654.0,100.0,0.0411,0.3462,0.4615,0.0036,0.75,40.0,1.0,1.7076,0.7782,1.1139,0.5385,-0.1775,0.1832,914648.0,914661.0,51.0,8.0,13.0,5369.0,95,1,0,1.0,1,0,0,0,0,0,1
1604.0,94,1656.0,100.0,0.0531,0.4375,0.5714,0.0048,0.5333,1612.0,1.0,1.7993,0.9031,1.1461,0.4286,-0.3512,0.2195,1194800.0,1194814.0,63.0,15.0,14.0,5232.0,73,1,0,1.0,1,0,0,0,0,0,1
1610.0,101,1656.0,100.0,0.0459,0.2222,0.8889,0.0048,0.6667,1618.0,1.0,1.7482,0.9031,0.9542,0.1111,-0.3479,0.1773,1944129.0,1944138.0,56.0,12.0,9.0,4674.0,71,1,0,1.0,1,0,0,0,0,0,1
1617.0,100,1658.0,100.0,0.0362,0.3776,0.8461,0.0066,0.7857,1628.0,1.0,1.9494,1.0414,1.1139,0.1539,-0.315,0.257,2095494.0,2095507.0,89.0,14.0,13.0,7804.0,77,1,0,1.0,1,0,0,0,0,0,1
1589.0,116,1648.0,100.0,0.0607,0.246,0.3214,0.0055,0.4286,1598.0,1.0,2.2787,0.9542,1.4472,0.6786,-0.2428,0.417,2493647.0,2493675.0,190.0,21.0,28.0,18416.0,81,1,0,1.0,1,0,0,0,0,0,1
482.0,119,1656.0,100.0,0.5821,0.4938,0.4,0.0048,0.5333,490.0,1.0,1.9085,0.9031,1.301,0.6,-0.16,0.2792,11430396.0,11430416.0,81.0,15.0,20.0,8709.0,99,1,0,1.0,1,0,0,0,0,0,1
1067.0,93,1694.0,211.0,0.7332,0.4167,0.3333,0.0035,0.3529,1073.0,1.0,1.7993,0.7782,1.2553,0.6667,-0.4276,0.215,237702.0,237720.0,63.0,17.0,18.0,4616.0,58,1,0,1.0,1,0,0,0,0,0,1
623.0,92,1694.0,211.0,0.7355,0.375,0.6667,0.0047,0.8889,631.0,1.0,1.7781,0.9031,1.0792,0.3333,-0.403,0.2018,309514.0,309526.0,60.0,9.0,12.0,4585.0,62,1,0,1.0,1,0,0,0,0,0,1
446.0,116,1692.0,143.0,0.5272,0.2857,0.8571,0.0041,0.875,453.0,1.0,1.4771,0.8451,0.7782,-0.1429,-0.213,0.1499,200561.0,200567.0,30.0,8.0,6.0,3022.0,80,1,0,0.0,1,0,0,0,0,0,1
375.0,143,1692.0,143.0,0.4433,0.2509,0.2903,0.0053,0.375,384.0,1.0,2.3201,0.9542,1.4914,0.7097,-0.1016,0.4613,519677.0,519708.0,209.0,24.0,31.0,24034.0,90,1,0,1.0,1,0,0,0,0,0,1
125.0,141,1352.0,80.0,0.1849,0.2464,0.3913,0.0067,0.45,134.0,1.0,2.1931,0.9542,1.3617,0.6087,-0.0658,0.3464,1334420.0,1334443.0,156.0,20.0,23.0,18654.0,101,1,0,1.0,1,0,0,0,0,0,1
124.0,140,1400.0,40.0,0.1771,0.4121,0.0569,0.0114,0.097,140.0,0.986,3.4221,1.2041,2.4487,0.9431,-0.1132,1.0,2377039.0,2377320.0,2643.0,165.0,285.0,300024.0,64,0,1,1.0,1,0,0,0,0,0,1
1321.0,133,1380.0,40.0,0.0594,0.4012,0.0904,0.013,0.1343,1339.0,0.9901,3.3314,1.2553,2.2989,0.9096,-0.166,1.0,513812.0,514011.0,2145.0,134.0,201.0,228995.0,16,0,1,1.0,1,0,0,0,0,0,1
817.0,126,1666.0,40.0,0.9808,0.6708,0.1566,0.0156,0.1831,843.0,0.8973,3.1526,1.415,2.2201,0.8434,-0.2246,1.0,66196.0,66362.0,1421.0,142.0,185.0,141034.0,47,0,1,1.0,1,0,0,0,0,0,1
808.0,126,1666.0,40.0,0.97,0.2427,0.4706,0.0048,0.6154,816.0,1.0,2.0128,0.9031,1.2305,0.5294,-0.133,0.2482,161967.0,161984.0,103.0,13.0,17.0,11430.0,97,0,1,1.0,1,0,0,0,0,0,1
1327.0,111,1364.0,60.0,0.0425,0.2857,0.875,0.0059,0.7273,1335.0,1.0,1.6021,0.9031,0.8451,-0.125,-0.216,0.1622,126951.0,126958.0,40.0,11.0,7.0,4014.0,89,0,1,0.0,1,0,0,0,0,0,1
64.0,141,1362.0,60.0,0.094,0.4103,0.0519,0.0228,0.0645,95.0,0.9884,4.038,1.4914,2.776,0.9481,-0.2153,1.0,417618.0,418215.0,10914.0,481.0,604.0,1096282.0,21,0,1,1.0,1,0,0,0,0,0,1
57.0,97,1360.0,200.0,0.0838,0.2969,0.75,0.0088,0.6667,69.0,1.0,2.1303,1.0792,1.2041,0.25,-0.3683,0.3241,33796.0,33812.0,135.0,18.0,16.0,10915.0,55,0,1,1.0,1,0,0,0,0,0,1
921.0,140,1392.0,220.0,0.6638,0.2083,0.5625,0.0065,0.6429,930.0,0.9412,2.0569,0.9542,1.2041,0.4375,-0.0972,0.2583,638468.0,638484.0,114.0,14.0,17.0,13173.0,94,0,1,1.0,1,0,0,0,0,0,1
830.0,128,1392.0,220.0,0.7974,0.4143,0.35,0.005,0.5385,837.0,1.0,1.9138,0.8451,1.301,0.65,-0.0786,0.2532,837868.0,837888.0,82.0,13.0,20.0,9671.0,106,0,1,1.0,1,0,0,0,0,0,1
1201.0,127,1362.0,40.0,0.2188,0.2839,0.375,0.0088,0.6316,1213.0,1.0,2.4393,1.0792,1.5051,0.625,-0.1765,0.633,3496093.0,3496125.0,275.0,19.0,32.0,28986.0,78,0,1,1.0,1,0,0,0,0,0,1
1227.0,132,1364.0,40.0,0.1848,0.2702,0.3056,0.0081,0.44,1238.0,1.0,2.4609,1.0414,1.5563,0.6944,-0.1313,0.6514,3980733.0,3980769.0,289.0,25.0,36.0,32134.0,92,0,1,1.0,1,0,0,0,0,0,1
959.0,135,1364.0,40.0,0.5719,0.465,0.3846,0.011,0.4167,974.0,1.0,2.4955,1.1761,1.5911,0.6154,-0.1263,0.8682,4178002.0,4178041.0,313.0,36.0,39.0,35005.0,68,0,1,1.0,1,0,0,0,0,0,1
320.0,132,1364.0,40.0,0.4692,0.3535,0.25,0.0095,0.3611,333.0,1.0,2.6405,1.1139,1.716,0.75,-0.1976,0.9236,4383724.0,4383776.0,437.0,36.0,52.0,44883.0,63,0,1,1.0,1,0,0,0,0,0,1
34.0,124,1362.0,40.0,0.0499,0.3529,0.2464,0.0125,0.3778,51.0,1.0,2.8802,1.2305,1.8389,0.7536,-0.3003,0.997,132507.0,132576.0,759.0,45.0,69.0,67978.0,44,0,1,1.0,1,0,0,0,0,0,1
159.0,124,1360.0,40.0,0.2338,0.2227,0.194,0.0096,0.2955,172.0,1.0,2.8306,1.1139,1.8261,0.806,-0.2199,0.9779,273320.0,273387.0,677.0,44.0,67.0,67597.0,72,0,1,1.0,1,0,0,0,0,0,1
1265.0,109,1364.0,100.0,0.1261,0.2622,0.5909,0.0095,0.7222,1278.0,1.0,2.3243,1.1139,1.3424,0.4091,-0.3402,0.4729,31580.0,31602.0,211.0,18.0,22.0,17820.0,49,0,1,1.0,1,0,0,0,0,0,1
1343.0,109,1366.0,100.0,0.0205,0.1746,0.7778,0.0066,1.0,1352.0,1.0,1.716,0.9542,0.8451,-0.2222,-0.2414,0.1687,106512.0,106519.0,52.0,9.0,7.0,5049.0,87,0,1,0.0,1,0,0,0,0,0,1
557.0,126,1358.0,40.0,0.8203,0.3077,0.4483,0.0096,0.4643,570.0,1.0,2.4166,1.1139,1.4624,0.5517,-0.1541,0.6221,2425687.0,2425716.0,261.0,28.0,29.0,28261.0,91,0,1,1.0,1,0,0,0,0,0,1
1058.0,126,1690.0,70.0,0.7385,0.351,0.3077,0.0047,0.4444,1066.0,1.0,2.1303,0.9031,1.415,0.6923,-0.1097,0.3479,367429.0,367455.0,135.0,18.0,26.0,15385.0,103,0,1,1.0,1,0,0,0,0,0,1
780.0,125,1690.0,70.0,0.9231,0.3987,0.1628,0.0041,0.2414,787.0,1.0,2.2577,0.8451,1.6335,0.8372,-0.1253,0.4979,1044544.0,1044587.0,181.0,29.0,43.0,20264.0,99,0,1,1.0,1,0,0,0,0,0,1
971.0,127,1694.0,70.0,0.8442,0.2829,0.4211,0.0047,0.5333,979.0,1.0,2.0374,0.9031,1.2787,0.5789,-0.1247,0.2686,1246698.0,1246717.0,109.0,15.0,19.0,12212.0,100,0,1,1.0,1,0,0,0,0,0,1
374.0,127,1692.0,70.0,0.4421,0.2031,0.5,0.0047,0.7273,382.0,1.0,2.0086,0.9031,1.2041,0.5,-0.128,0.2384,2670756.0,2670772.0,102.0,11.0,16.0,11385.0,95,0,1,1.0,1,0,0,0,0,0,1
1027.0,135,1692.0,70.0,0.7778,0.3929,0.5833,0.0041,0.875,1034.0,1.0,1.7076,0.8451,1.0792,0.4167,-0.081,0.1892,2928247.0,2928259.0,51.0,8.0,12.0,5999.0,111,0,1,1.0,1,0,0,0,0,0,1
1554.0,111,1690.0,70.0,0.1491,0.3619,0.4762,0.0059,0.7692,1564.0,1.0,2.1271,1.0,1.3222,0.5238,-0.2213,0.3509,3375744.0,3375765.0,134.0,13.0,21.0,13356.0,89,0,1,1.0,1,0,0,0,0,0,1
179.0,126,1626.0,120.0,0.2202,0.3214,0.5,0.0086,0.6087,193.0,1.0,2.4249,1.1461,1.4472,0.5,-0.279,0.6453,1280228.0,1280256.0,266.0,23.0,28.0,24547.0,49,0,1,1.0,1,0,0,0,0,0,1
980.0,133,1362.0,175.0,0.5433,0.2152,0.1165,0.0088,0.2105,992.0,1.0,2.9868,1.0792,2.0128,0.8835,-0.2146,0.998,333332.0,333435.0,970.0,57.0,103.0,97514.0,66,0,1,1.0,1,0,0,0,0,0,1
