NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,CAT_00,CAT_01,CAT_02,target
24,10.0,6.0,7.0,23,8.0,0,0,89.0,0
25,23.0,8.5,10.0,19,8.0,0,0,89.0,1
3,56.0,6.5,23.0,26,8.0,0,0,89.0,0
27,24.0,2.0,37.0,12,8.0,0,0,89.0,1
18,24.0,2.0,14.0,15,8.0,0,0,89.0,0
1,28.0,3.0,30.0,0,9.0,0,0,89.0,1
2,13.0,3.0,14.0,8,9.0,0,0,89.0,1
3,7.0,1.5,28.0,12,9.0,0,0,89.0,1
4,42.0,3.0,31.0,26,9.0,0,0,89.0,1
9,35.0,10.0,31.0,7,9.0,0,0,89.0,0
14,19.0,3.0,13.0,10,9.0,0,0,89.0,0
15,23.0,4.5,21.0,13,9.0,1,0,89.0,0
18,20.0,3.0,13.0,21,9.0,0,0,89.0,1
16,26.0,7.5,27.0,19,9.0,0,0,89.0,0
20,17.0,4.0,20.0,23,9.0,0,0,89.0,1
6,34.0,7.5,7.0,22,9.0,0,0,89.0,0
11,20.0,2.5,10.0,24,9.0,0,0,89.0,0
27,3.0,14.0,13.0,5,9.0,0,2,89.0,0
25,31.0,6.0,13.0,17,9.0,0,0,89.0,0
25,45.0,10.5,3.0,0,10.0,0,0,89.0,0
2,20.0,3.5,0.0,22,10.0,0,0,89.0,1
4,17.0,2.5,7.0,24,10.0,0,0,89.0,1
21,24.0,7.0,20.0,5,10.0,0,0,89.0,0
11,13.0,0.0,16.0,6,10.0,0,0,89.0,0
8,22.0,1.5,31.0,7,10.0,0,0,89.0,1
1,30.0,6.5,7.0,10,10.0,0,0,89.0,0
14,31.0,3.0,23.0,19,10.0,0,0,89.0,1
15,24.0,5.5,10.0,26,10.0,0,0,89.0,1
17,28.0,2.5,24.0,16,10.0,0,0,89.0,1
13,31.0,2.5,10.0,18,10.0,0,0,89.0,0
20,3.0,5.0,10.0,27,10.0,0,0,89.0,0
12,12.0,2.5,14.0,23,10.0,0,2,89.0,1
9,26.0,6.0,24.0,3,10.0,0,0,89.0,0
1,24.0,6.0,33.0,16,11.0,0,0,89.0,1
3,42.0,7.0,7.0,7,11.0,0,0,89.0,0
25,17.0,10.0,21.0,8,11.0,0,0,89.0,0
4,10.0,7.0,10.0,11,11.0,1,0,89.0,0
9,23.0,5.0,7.0,12,11.0,0,0,89.0,0
14,17.0,6.5,14.0,5,11.0,0,0,89.0,1
15,9.0,1.0,10.0,20,11.0,0,0,89.0,1
17,26.0,3.0,17.0,0,11.0,0,0,89.0,1
13,37.0,10.5,14.0,21,11.0,0,0,89.0,0
22,20.0,2.5,17.0,23,11.0,0,0,89.0,0
18,15.0,9.0,3.0,24,11.0,0,0,89.0,0
2,31.0,10.0,32.0,26,11.0,0,0,89.0,0
10,27.0,6.0,10.0,19,11.0,0,2,89.0,0
27,10.0,2.5,14.0,6,11.0,0,0,89.0,0
4,10.0,6.0,13.0,7,12.0,0,3,89.0,1
20,27.0,6.0,0.0,5,12.0,0,3,89.0,1
19,27.0,2.0,7.0,0,12.0,0,0,89.0,0
2,14.0,0.0,38.0,27,12.0,0,0,89.0,1
1,24.0,3.0,7.0,3,12.0,0,0,89.0,0
9,0.0,1.5,34.0,11,12.0,0,0,89.0,1
15,19.0,3.0,20.0,8,12.0,0,0,89.0,1
12,24.0,6.5,21.0,16,12.0,0,0,89.0,0
14,14.0,7.5,34.0,22,12.0,0,0,89.0,0
10,10.0,4.5,6.0,23,12.0,0,0,89.0,0
6,41.0,9.5,14.0,24,12.0,0,0,89.0,0
21,13.0,1.5,14.0,26,12.0,0,0,89.0,0
13,20.0,0.0,17.0,17,12.0,1,2,89.0,1
25,34.0,5.0,24.0,18,12.0,0,0,89.0,0
4,0.0,4.0,21.0,3,13.0,0,0,89.0,0
12,16.0,1.5,13.0,6,13.0,1,0,89.0,0
8,17.0,2.5,16.0,26,13.0,0,0,89.0,1
9,23.0,3.0,16.0,22,13.0,0,0,89.0,1
16,22.0,1.5,16.0,10,13.0,0,0,89.0,0
13,35.0,9.5,31.0,5,13.0,0,0,89.0,1
11,26.0,3.5,21.0,14,13.0,0,0,89.0,0
17,14.0,4.0,21.0,7,13.0,0,0,89.0,1
23,17.0,4.5,20.0,19,13.0,0,0,89.0,0
18,17.0,3.0,24.0,20,13.0,0,0,89.0,0
25,23.0,9.5,10.0,0,13.0,0,0,89.0,1
27,29.0,4.0,10.0,21,13.0,0,0,89.0,1
15,27.0,6.0,16.0,2,13.0,0,2,89.0,0
1,16.0,5.5,17.0,24,13.0,0,0,89.0,1
15,43.0,12.0,17.0,0,14.0,0,0,89.0,0
4,17.0,1.0,23.0,10,14.0,1,0,89.0,1
20,20.0,12.0,10.0,5,14.0,0,0,89.0,0
2,17.0,6.5,27.0,7,14.0,0,0,89.0,0
8,3.0,3.0,21.0,11,14.0,0,0,89.0,0
1,19.0,6.0,22.0,17,14.0,0,0,89.0,0
6,7.0,3.0,14.0,18,14.0,0,0,89.0,0
12,16.0,9.0,14.0,21,14.0,0,0,89.0,0
19,0.0,1.5,13.0,22,14.0,0,0,89.0,0
27,26.0,9.5,21.0,23,14.0,0,0,89.0,0
3,17.0,10.0,24.0,24,14.0,0,0,89.0,0
9,20.0,8.0,17.0,26,14.0,0,0,89.0,0
14,31.0,5.0,10.0,16,14.0,0,2,89.0,0
13,27.0,0.0,30.0,25,14.0,0,0,89.0,0
18,15.0,12.0,0.0,5,15.0,0,1,89.0,0
6,37.0,7.0,0.0,21,15.0,0,1,89.0,1
25,21.0,6.5,10.0,1,15.0,0,0,89.0,0
2,28.0,1.5,40.0,8,15.0,0,0,89.0,0
3,61.0,3.5,7.0,9,15.0,0,0,89.0,0
10,42.0,0.0,13.0,14,15.0,0,0,89.0,0
15,17.0,1.5,23.0,4,15.0,1,0,89.0,1
22,28.0,3.0,10.0,16,15.0,0,0,89.0,0
13,38.0,11.0,14.0,19,15.0,0,0,89.0,0
11,13.0,7.5,20.0,23,15.0,0,0,89.0,0
7,33.0,2.5,7.0,26,15.0,0,0,89.0,0
27,31.0,6.5,30.0,0,15.0,0,0,89.0,1
24,23.0,0.0,17.0,12,15.0,0,2,89.0,0
20,20.0,1.0,30.0,17,15.0,0,0,89.0,1
1,37.0,7.0,0.0,19,16.0,0,1,89.0,1
24,0.0,2.0,29.0,27,16.0,0,1,89.0,0
9,20.0,3.5,24.0,4,16.0,0,1,89.0,0
25,26.0,9.0,0.0,2,16.0,0,0,89.0,0
6,16.0,2.5,19.0,23,16.0,0,0,89.0,1
7,31.0,3.0,24.0,0,16.0,0,0,89.0,1
8,20.0,7.0,10.0,5,16.0,0,0,89.0,1
17,41.0,2.5,6.0,10,16.0,0,0,89.0,0
14,24.0,3.5,27.0,11,16.0,0,0,89.0,0
18,34.0,6.5,17.0,12,16.0,0,0,89.0,0
13,24.0,7.0,20.0,16,16.0,0,0,89.0,1
20,31.0,12.0,14.0,21,16.0,0,0,89.0,0
22,31.0,2.0,22.0,26,16.0,0,0,89.0,1
15,29.0,6.0,21.0,3,16.0,0,0,89.0,0
14,27.0,1.0,24.0,16,1.0,0,0,90.0,1
7,21.0,6.5,38.0,26,1.0,0,0,90.0,0
2,17.0,6.0,0.0,24,1.0,0,0,90.0,0
13,24.0,3.0,36.0,8,1.0,0,0,90.0,1
27,31.0,11.5,0.0,21,1.0,0,0,90.0,0
15,21.0,1.5,24.0,11,1.0,0,0,90.0,1
1,26.0,8.0,10.0,10,1.0,0,0,90.0,0
23,14.0,3.0,17.0,5,1.0,0,0,90.0,1
6,9.0,1.0,14.0,12,1.0,0,0,90.0,1
0,47.0,1.0,27.0,9,1.0,0,0,90.0,0
3,25.0,9.0,20.0,19,1.0,0,0,90.0,0
4,13.0,3.0,3.0,22,1.0,0,0,90.0,0
18,27.0,4.5,20.0,20,1.0,0,2,90.0,0
25,13.0,4.5,12.0,17,1.0,0,0,90.0,1
10,14.0,2.5,16.0,16,2.0,0,0,90.0,0
1,7.0,2.0,30.0,14,2.0,0,0,90.0,1
3,21.0,3.0,16.0,23,2.0,0,0,90.0,1
4,21.0,2.0,24.0,19,2.0,0,0,90.0,1
7,21.0,3.0,14.0,0,2.0,0,0,90.0,0
8,13.0,3.0,31.0,2,2.0,0,0,90.0,0
13,35.0,3.0,14.0,26,2.0,0,0,90.0,1
15,32.0,6.0,3.0,17,2.0,0,0,90.0,0
18,28.0,8.0,7.0,5,2.0,0,0,90.0,1
20,21.0,13.5,23.0,21,2.0,0,0,90.0,0
22,20.0,2.5,9.0,9,2.0,0,0,90.0,0
25,26.0,6.5,13.0,27,2.0,0,0,90.0,0
12,17.0,0.0,13.0,24,2.0,0,2,90.0,1
6,24.0,5.0,23.0,11,2.0,0,0,90.0,0
3,41.0,9.5,7.0,16,3.0,0,0,90.0,0
2,19.0,2.0,16.0,15,3.0,0,0,90.0,0
4,14.0,5.5,24.0,23,3.0,0,0,90.0,0
6,34.0,9.0,31.0,24,3.0,1,0,90.0,0
8,3.0,3.0,17.0,11,3.0,0,0,90.0,0
9,24.0,9.0,10.0,10,3.0,0,0,90.0,0
12,20.0,3.5,3.0,22,3.0,0,0,90.0,0
13,21.0,5.5,27.0,20,3.0,0,0,90.0,0
17,28.0,9.0,7.0,21,3.0,0,0,90.0,0
18,20.0,7.0,3.0,14,3.0,0,0,90.0,0
25,19.0,10.5,13.0,0,3.0,0,0,90.0,0
26,23.0,2.0,20.0,7,3.0,0,0,90.0,0
27,19.0,14.0,15.0,5,3.0,0,2,90.0,0
1,30.0,2.0,7.0,19,3.0,0,0,90.0,1
19,37.0,1.0,13.0,16,4.0,0,0,90.0,1
1,29.0,3.0,28.0,6,4.0,0,0,90.0,0
7,21.0,2.5,24.0,8,4.0,0,0,90.0,0
11,34.0,6.5,0.0,4,4.0,0,0,90.0,0
12,24.0,1.0,10.0,2,4.0,0,0,90.0,0
14,28.0,2.0,6.0,22,4.0,0,0,90.0,1
15,20.0,8.0,23.0,26,4.0,1,0,90.0,0
18,31.0,13.5,17.0,5,4.0,0,0,90.0,0
20,23.0,13.0,24.0,10,4.0,0,0,90.0,0
23,7.0,2.0,17.0,9,4.0,0,0,90.0,0
27,38.0,7.0,10.0,21,4.0,0,2,90.0,1
3,16.0,2.5,31.0,24,4.0,0,0,90.0,1
24,33.0,2.5,20.0,16,5.0,0,0,90.0,1
0,28.0,2.0,27.0,17,5.0,0,0,90.0,0
26,10.0,3.0,14.0,5,5.0,0,0,90.0,1
2,27.0,4.0,13.0,8,5.0,0,0,90.0,0
11,19.0,6.0,23.0,10,5.0,0,0,90.0,1
13,31.0,4.5,34.0,3,5.0,1,0,90.0,0
14,20.0,6.0,16.0,19,5.0,0,0,90.0,0
15,27.0,7.0,34.0,7,5.0,0,0,90.0,0
23,14.0,1.5,36.0,22,5.0,0,0,90.0,1
25,24.0,5.5,21.0,9,5.0,0,0,90.0,1
1,38.0,3.0,24.0,12,5.0,0,2,90.0,0
6,29.0,9.0,30.0,4,5.0,0,0,90.0,0
6,17.0,8.5,34.0,22,6.0,0,0,90.0,0
9,48.0,3.5,17.0,3,6.0,0,0,90.0,0
11,43.0,6.5,24.0,7,6.0,0,0,90.0,0
12,24.0,5.5,17.0,24,6.0,0,0,90.0,0
17,25.0,6.0,20.0,4,6.0,0,0,90.0,0
19,3.0,5.0,39.0,23,6.0,0,0,90.0,0
21,20.0,2.0,3.0,5,6.0,0,0,90.0,0
25,45.0,6.0,35.0,0,6.0,0,0,90.0,1
26,26.0,2.0,14.0,8,6.0,0,0,90.0,0
27,20.0,0.0,24.0,18,6.0,0,0,90.0,0
2,38.0,2.0,9.0,13,6.0,0,2,90.0,0
20,32.0,4.5,24.0,15,6.0,0,0,90.0,0
14,17.0,10.0,10.0,16,7.0,0,3,90.0,0
1,30.0,9.0,27.0,19,7.0,0,0,90.0,0
6,27.0,0.0,17.0,10,7.0,0,0,90.0,1
12,24.0,2.5,9.0,23,7.0,0,0,90.0,1
13,44.0,7.0,24.0,0,7.0,0,0,90.0,0
18,20.0,13.5,19.0,21,7.0,0,0,90.0,0
25,27.0,10.0,7.0,22,7.0,0,0,90.0,0
24,19.0,1.5,7.0,11,7.0,0,0,90.0,0
26,13.0,8.5,17.0,5,7.0,0,0,90.0,0
27,13.0,4.0,7.0,20,7.0,0,0,90.0,0
9,23.0,6.0,10.0,17,7.0,0,0,90.0,0
4,13.0,2.5,34.0,3,7.0,0,0,90.0,0
1,27.0,6.5,10.0,16,8.0,0,0,90.0,1
17,10.0,5.5,27.0,7,8.0,0,0,90.0,0
14,27.0,2.5,7.0,10,8.0,0,0,90.0,1
8,24.0,2.5,10.0,15,8.0,0,0,90.0,0
9,12.0,9.0,17.0,19,8.0,0,0,90.0,0
20,21.0,3.5,20.0,5,8.0,0,0,90.0,1
2,31.0,6.0,21.0,21,8.0,0,0,90.0,1
25,20.0,13.0,17.0,4,8.0,0,0,90.0,0
23,41.0,4.0,10.0,26,8.0,0,0,90.0,0
18,21.0,3.5,10.0,27,8.0,0,0,90.0,0
3,17.0,0.0,38.0,0,8.0,0,2,90.0,1
13,10.0,0.0,41.0,22,8.0,0,0,90.0,1
20,48.0,9.5,20.0,16,9.0,0,0,90.0,0
1,42.0,3.0,0.0,4,9.0,0,0,90.0,1
2,26.0,5.0,6.0,26,9.0,0,0,90.0,1
3,7.0,7.5,21.0,17,9.0,0,0,90.0,0
11,9.0,2.0,7.0,12,9.0,0,0,90.0,0
13,17.0,3.0,13.0,9,9.0,0,0,90.0,0
14,23.0,9.5,3.0,21,9.0,0,0,90.0,0
19,24.0,4.5,9.0,5,9.0,0,0,90.0,0
22,21.0,4.0,9.0,0,9.0,0,0,90.0,0
25,24.0,6.5,20.0,8,9.0,0,0,90.0,1
24,14.0,5.0,31.0,23,9.0,0,0,90.0,0
27,41.0,2.5,38.0,7,9.0,1,0,90.0,1
6,22.0,1.0,27.0,15,9.0,0,2,90.0,1
18,24.0,9.0,7.0,10,9.0,0,0,90.0,1
16,10.0,1.0,13.0,10,10.0,0,0,90.0,0
14,17.0,3.0,3.0,19,10.0,0,0,90.0,1
7,7.0,3.5,17.0,15,10.0,0,0,90.0,0
11,16.0,6.5,17.0,24,10.0,0,0,90.0,0
17,35.0,7.0,7.0,26,10.0,0,0,90.0,0
2,30.0,9.0,24.0,0,10.0,0,0,90.0,0
1,45.0,12.5,14.0,21,10.0,0,0,90.0,0
18,31.0,3.0,7.0,13,10.0,0,0,90.0,1
23,19.0,3.0,7.0,6,10.0,0,0,90.0,0
12,16.0,7.0,29.0,8,10.0,0,0,90.0,0
25,24.0,10.0,6.0,5,10.0,0,2,90.0,1
20,28.0,3.0,14.0,27,10.0,0,0,90.0,0
1,14.0,14.5,0.0,16,11.0,0,0,90.0,0
2,16.0,2.5,13.0,6,11.0,1,0,90.0,1
8,24.0,5.0,21.0,21,11.0,0,0,90.0,1
9,35.0,3.0,23.0,4,11.0,0,0,90.0,1
11,27.0,4.0,10.0,23,11.0,0,0,90.0,0
13,21.0,9.0,24.0,5,11.0,0,0,90.0,0
18,20.0,13.0,0.0,7,11.0,0,0,90.0,0
19,14.0,2.0,17.0,10,11.0,0,0,90.0,1
20,24.0,1.0,23.0,0,11.0,0,0,90.0,1
25,31.0,14.0,7.0,26,11.0,0,0,90.0,0
24,21.0,3.5,24.0,15,11.0,0,0,90.0,0
27,31.0,5.0,17.0,17,11.0,0,0,90.0,0
3,27.0,2.5,3.0,22,11.0,0,2,90.0,0
14,10.0,3.5,13.0,12,11.0,0,0,90.0,0
6,27.0,0.0,40.0,7,12.0,0,3,90.0,1
27,17.0,6.0,27.0,5,12.0,0,3,90.0,1
21,34.0,5.0,14.0,16,12.0,0,0,90.0,0
2,13.0,2.5,41.0,15,12.0,0,0,90.0,1
3,20.0,11.5,34.0,10,12.0,0,0,90.0,0
8,20.0,7.5,10.0,26,12.0,0,0,90.0,0
12,24.0,4.0,27.0,11,12.0,0,0,90.0,0
14,30.0,5.5,13.0,4,12.0,0,0,90.0,1
17,10.0,6.0,7.0,0,12.0,0,0,90.0,0
18,13.0,3.0,31.0,20,12.0,0,0,90.0,1
22,24.0,3.0,7.0,19,12.0,0,0,90.0,1
25,17.0,11.0,28.0,13,12.0,0,0,90.0,0
23,10.0,4.0,13.0,24,12.0,1,2,90.0,0
9,27.0,3.0,24.0,1,12.0,0,0,90.0,0
11,37.0,7.0,7.0,16,13.0,0,0,90.0,1
0,17.0,2.5,23.0,26,13.0,0,0,90.0,1
1,30.0,3.0,23.0,20,13.0,0,0,90.0,0
2,23.0,8.5,17.0,7,13.0,1,0,90.0,0
12,23.0,2.5,20.0,6,13.0,0,0,90.0,1
13,38.0,3.5,23.0,4,13.0,0,0,90.0,1
15,23.0,5.0,7.0,8,13.0,0,2,90.0,0
17,13.0,1.0,17.0,5,13.0,0,0,90.0,1
22,12.0,4.0,16.0,3,13.0,0,0,90.0,0
21,20.0,2.5,17.0,10,13.0,0,0,90.0,0
23,38.0,6.5,17.0,19,13.0,0,0,90.0,0
24,13.0,0.0,10.0,9,13.0,0,0,90.0,0
27,42.0,3.0,20.0,14,13.0,1,0,90.0,0
25,7.0,3.5,3.0,18,13.0,0,0,90.0,0
22,24.0,13.5,3.0,16,14.0,0,0,90.0,0
0,13.0,4.5,24.0,21,14.0,0,0,90.0,0
1,31.0,5.5,7.0,10,14.0,0,0,90.0,1
8,14.0,3.5,20.0,24,14.0,0,0,90.0,0
9,58.0,13.0,14.0,4,14.0,0,0,90.0,0
11,31.0,7.5,20.0,6,14.0,0,0,90.0,0
13,20.0,5.0,24.0,17,14.0,0,0,90.0,0
14,23.0,2.0,20.0,20,14.0,1,2,90.0,0
18,23.0,6.5,15.0,15,14.0,0,0,90.0,0
25,20.0,4.0,17.0,3,14.0,1,0,90.0,1
27,10.0,4.0,9.0,2,14.0,0,0,90.0,0
12,38.0,3.0,31.0,7,14.0,0,0,90.0,1
18,13.0,3.5,17.0,1,15.0,0,1,90.0,0
27,25.0,13.0,10.0,16,15.0,0,1,90.0,1
0,10.0,1.0,13.0,4,15.0,0,0,90.0,1
2,21.0,3.0,38.0,7,15.0,0,2,90.0,1
5,41.0,5.5,10.0,21,15.0,0,0,90.0,0
6,20.0,0.0,10.0,23,15.0,0,0,90.0,0
11,10.0,3.5,27.0,9,15.0,0,0,90.0,0
12,24.0,5.5,7.0,3,15.0,0,0,90.0,0
14,24.0,5.5,17.0,24,15.0,0,0,90.0,0
15,13.0,6.0,26.0,26,15.0,0,0,90.0,1
17,6.0,2.5,9.0,22,15.0,0,0,90.0,0
19,21.0,3.5,29.0,10,15.0,0,0,90.0,0
20,31.0,10.0,0.0,8,15.0,0,0,90.0,0
25,26.0,6.0,10.0,13,15.0,0,0,90.0,1
7,24.0,3.5,17.0,8,16.0,0,1,90.0,1
12,28.0,0.0,24.0,15,16.0,0,1,90.0,1
27,28.0,6.0,35.0,10,16.0,0,1,90.0,1
19,42.0,7.0,7.0,16,16.0,0,0,90.0,0
1,24.0,3.5,14.0,14,16.0,0,0,90.0,0
2,27.0,7.0,14.0,26,16.0,0,0,90.0,0
9,20.0,2.5,40.0,3,16.0,0,0,90.0,1
11,24.0,2.0,21.0,23,16.0,0,0,90.0,1
13,13.0,3.5,20.0,0,16.0,0,0,90.0,1
20,17.0,7.0,3.0,5,16.0,0,0,90.0,0
22,35.0,10.5,0.0,4,16.0,0,0,90.0,0
18,24.0,6.5,21.0,21,16.0,0,0,90.0,1
25,10.0,9.0,13.0,17,16.0,0,0,90.0,0
24,17.0,5.0,12.0,6,16.0,0,2,90.0,0
11,21.0,1.0,10.0,2,17.0,0,1,90.0,1
20,23.0,7.5,21.0,21,17.0,0,1,90.0,1
14,23.0,7.5,17.0,10,17.0,0,0,90.0,0
27,29.0,5.0,14.0,1,17.0,0,0,90.0,0
3,21.0,16.5,14.0,4,17.0,0,0,90.0,0
0,26.0,1.0,7.0,5,17.0,0,0,90.0,0
18,13.0,14.0,10.0,16,17.0,0,0,90.0,1
25,20.0,3.0,17.0,15,17.0,0,0,90.0,1
24,30.0,3.0,10.0,7,17.0,0,0,90.0,0
6,22.0,7.5,13.0,8,17.0,0,0,90.0,0
26,14.0,3.5,16.0,19,17.0,0,0,90.0,0
12,17.0,9.5,12.0,23,17.0,0,0,90.0,0
22,14.0,1.5,34.0,9,17.0,0,2,90.0,1
17,20.0,6.0,17.0,13,17.0,0,0,90.0,0
10,7.0,9.0,16.0,16,1.0,0,0,91.0,0
19,16.0,2.5,13.0,26,1.0,0,0,91.0,0
5,26.0,2.0,14.0,4,1.0,0,0,91.0,1
17,27.0,3.5,24.0,24,1.0,0,0,91.0,0
11,14.0,7.0,3.0,0,1.0,0,0,91.0,0
20,20.0,1.5,3.0,8,1.0,0,0,91.0,1
2,10.0,2.0,6.0,15,1.0,0,0,91.0,0
22,26.0,5.0,20.0,23,1.0,0,0,91.0,0
6,45.0,2.0,14.0,3,1.0,0,0,91.0,0
13,14.0,7.0,24.0,21,1.0,0,0,91.0,0
9,47.0,2.5,17.0,12,1.0,0,0,91.0,0
1,35.0,7.0,31.0,14,1.0,0,0,91.0,0
27,45.0,7.5,0.0,7,1.0,0,2,91.0,0
18,16.0,2.0,14.0,25,1.0,0,0,91.0,0
