NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,target
42.2408,13.7506,0.4704,0.7431,168.245,12.974,-6.2434,-6.5973,2.1021,10.9058,g
32.432,10.6862,0.1839,0.3404,120.989,54.1474,44.0607,6.7006,2.5172,11.588,h
81.8003,-8.9847,0.3103,0.4651,495.561,52.1824,-21.1188,-18.1031,2.9729,27.073,h
16.0043,-0.1722,0.3721,0.6557,232.436,21.0039,12.1835,6.5381,2.4843,9.4136,g
50.6146,-52.8348,0.2306,0.3965,266.4057,103.557,-112.3856,-10.2923,2.8866,36.5982,h
26.4593,20.0564,0.1613,0.3182,197.341,32.2216,16.8922,-13.9134,2.8357,17.854,g
5.684,15.5148,0.0852,0.1643,65.9426,48.4923,28.1506,-27.8942,3.6612,35.2073,g
34.817,-0.5678,0.571,0.795,182.016,19.6419,5.2697,0.0,2.2,0.0,g
14.16,51.8443,0.1707,0.3087,277.379,37.1289,25.8761,-11.9997,2.6628,15.3638,g
2.8508,-101.12,0.2172,0.4042,277.881,87.02,59.0806,8.3743,2.634,21.7407,g
16.686,52.8918,0.0834,0.1372,181.664,61.0596,39.7018,-10.635,3.4491,28.7594,g
19.5239,48.6874,0.1436,0.2789,238.8,54.4407,37.5961,-20.6507,2.785,20.7228,g
11.7311,28.5964,0.15,0.287,198.348,63.8426,66.0377,-14.9429,3.0348,20.616,g
43.786,-35.9781,0.1587,0.304,106.592,44.7279,-17.8001,6.4024,2.9501,13.34,h
85.5133,-20.0772,0.3087,0.5992,170.4148,25.6521,-16.5121,-13.9279,2.6577,23.0307,h
2.312,90.8886,0.058,0.0984,210.328,82.6882,42.9439,12.4878,3.8316,33.0604,g
2.2453,-125.656,0.0757,0.1446,202.902,76.5398,47.8438,-11.0657,3.1276,24.806,g
7.8933,-105.335,0.1903,0.3548,226.337,60.8563,56.3916,-10.6983,2.5434,13.4122,g
9.224,11.4003,0.2217,0.4319,117.892,33.5414,21.0699,11.6025,2.5378,11.6431,g
66.4043,-248.6159,0.1197,0.1553,254.3488,232.6742,-196.129,39.3852,3.4966,83.883,h
2.188,-40.7033,0.1623,0.2949,141.834,39.4987,-20.7903,-7.1121,2.7832,14.016,g
19.7833,21.3794,0.1348,0.2677,202.754,37.5611,27.5768,-7.7317,2.7308,17.6858,g
28.549,37.7332,0.314,0.58,150.605,31.0843,13.6314,-2.1975,2.3979,6.1756,g
0.337,14.0396,0.1455,0.2773,180.685,44.1521,20.7402,-14.6241,2.7093,16.7655,g
81.1239,-14.1507,0.4488,0.7562,179.618,13.0246,5.8998,10.2185,2.1508,10.9754,g
4.1234,34.1638,0.1001,0.1807,171.784,62.7644,64.2319,-10.954,3.7026,25.1345,g
7.2808,15.6567,0.3884,0.7107,198.36,12.704,-8.9679,-9.6327,2.2589,11.6754,g
2.9341,92.306,0.0273,0.0545,257.85,114.722,93.7667,-43.16,4.4451,58.9702,g
88.0923,-281.2213,0.0628,0.1067,225.399,159.654,-125.142,-66.6812,3.6205,62.1215,h
48.5914,6.2542,0.07,0.1339,215.374,62.8309,-78.655,-31.1439,3.6151,46.1637,h
9.183,-51.2814,0.2854,0.4863,86.5034,59.42,33.413,8.2191,2.3738,9.2285,g
4.6366,43.4461,0.219,0.3837,192.525,45.8732,-19.3437,2.9659,2.5653,11.2837,g
10.8918,18.9337,0.2403,0.4548,261.431,28.1738,17.1102,7.3648,2.2867,12.4763,g
18.596,14.983,0.1707,0.3402,115.998,23.908,21.8564,12.4132,2.8932,21.7195,g
8.982,-4.379,0.3395,0.6053,176.227,21.7006,16.0281,10.6172,2.2788,9.4415,g
2.7181,-17.0061,0.0827,0.159,227.21,67.1109,-17.4538,23.9805,3.3011,32.6517,g
61.71,16.2745,0.3516,0.6849,199.915,12.4334,-9.2134,-10.1463,2.0394,12.0458,g
15.682,12.8776,0.3178,0.5176,238.771,21.5493,-8.3443,11.3953,2.5999,13.4295,g
17.5103,12.4407,0.4771,0.8336,142.1093,23.7917,26.9068,7.7274,2.5048,9.0402,h
7.3555,23.6395,0.1815,0.353,187.1659,46.508,59.4553,10.2551,2.827,13.4311,h
49.512,-13.67,0.2678,0.4393,128.384,24.205,-10.0985,11.2924,2.6604,14.851,g
38.2102,7.5798,0.1772,0.2833,133.881,57.9092,21.283,-15.869,3.0056,15.1095,h
45.7527,-225.2177,0.0281,0.0455,295.2372,194.2284,-179.4198,-34.1008,4.3141,92.2648,h
79.2348,-12.8933,0.2632,0.5082,197.866,18.7276,-8.3487,-5.2782,2.4401,12.9777,g
2.349,93.7526,0.0932,0.1825,243.958,101.301,76.9919,-15.8726,3.1079,21.5306,g
4.5424,-7.3913,0.1645,0.2804,351.061,73.6497,51.8285,20.8147,3.3631,31.483,g
2.762,-52.4575,0.0942,0.1735,288.565,78.8325,71.395,-21.2811,3.654,27.4832,g
31.844,4.6628,0.1625,0.3555,178.1996,24.3343,11.697,-12.1298,2.6239,15.0848,h
25.446,14.0242,0.3241,0.5741,192.861,21.241,18.9243,5.9074,2.2095,11.2051,g
20.264,-158.183,0.2111,0.3827,385.025,133.849,-110.302,13.3014,3.2301,23.7372,h
17.0993,-1.6904,0.2985,0.5018,179.353,19.4413,-6.7651,-10.0533,2.4362,15.4514,g
43.821,-70.6965,0.1574,0.3097,185.14,106.4,-106.387,15.8114,2.989,26.1595,h
77.7655,-45.6603,0.2087,0.3758,184.7944,143.3763,-97.2622,21.9292,2.8094,30.1811,h
2.296,-21.8809,0.1186,0.1953,308.79,81.1205,57.8889,-8.6438,3.3071,30.8274,g
34.2794,-123.2913,0.1073,0.1905,199.7725,115.8466,75.7279,-30.435,3.3434,27.736,h
32.193,-25.0758,0.1568,0.2852,262.727,64.0832,-54.5893,-28.1592,3.039,44.5162,h
4.737,-10.3384,0.0635,0.1248,321.534,89.6301,77.9518,-10.3157,3.9613,39.7531,g
54.5308,30.8072,0.2447,0.4344,230.1722,17.2168,13.404,10.7729,2.521,14.0928,h
12.502,14.3046,0.2245,0.4299,203.272,19.1704,12.844,15.7468,2.4969,17.5386,g
39.978,-114.552,0.0617,0.1185,278.039,130.983,-79.9945,-54.4621,3.9626,56.0473,h
9.064,-17.9359,0.1827,0.2812,314.576,76.6836,58.5741,14.9963,3.0913,20.1537,g
89.7033,0.2475,0.4494,0.7287,21.7421,19.2775,-3.8873,4.3855,2.0917,7.4611,g
71.6469,-38.245,0.3077,0.5668,213.6739,29.4435,-24.0811,1.9457,2.5028,12.4556,h
86.5766,22.4754,0.2184,0.4189,109.52,44.7953,13.3177,7.0875,2.9219,8.6945,h
0.4688,28.8149,0.1239,0.2384,166.196,38.0433,25.6803,15.0552,3.1359,25.083,g
8.7773,-60.0885,0.1404,0.22,299.725,74.0709,47.8255,15.6598,3.1941,21.5816,g
81.9378,19.5691,0.4982,0.7564,225.729,21.4143,16.5974,-6.3612,2.1383,6.4432,g
62.25,1.3533,0.4557,0.6749,62.5245,14.7912,4.7675,-9.0611,2.3075,11.7955,h
19.0188,37.8819,0.2101,0.3881,224.987,25.4553,-9.9466,-13.5388,2.639,17.4804,g
4.2358,54.8597,0.1311,0.253,237.302,37.7096,-29.6006,2.5925,2.7368,19.299,g
23.9107,-1.6748,0.304,0.5554,198.974,19.4266,12.1233,-7.7484,2.4541,12.1487,g
79.873,-10.6269,0.2417,0.4435,75.5272,25.5536,-18.4292,15.2663,2.3531,17.4304,g
22.9044,20.4434,0.4591,0.7643,109.935,20.9077,15.1221,-6.0243,2.3043,6.7751,g
2.992,-29.1034,0.1526,0.2675,225.822,39.1912,-25.066,12.9417,2.8716,16.9653,g
12.8374,37.7642,0.1948,0.3465,112.082,33.3534,-19.5737,-8.9308,2.7459,14.5898,g
6.6863,-53.0322,0.201,0.3505,183.489,44.5915,-24.2456,-10.8284,2.7202,14.6315,g
9.699,35.1056,0.1266,0.247,213.216,39.2191,21.9203,-12.6714,2.9784,16.9979,g
67.1405,14.2428,0.244,0.4369,142.836,24.0108,19.4721,17.2936,2.4669,17.2422,h
1.0087,46.351,0.1338,0.2396,291.889,73.3506,80.3803,-14.2326,3.4044,24.1373,g
74.183,-3.6772,0.2005,0.3534,327.8258,69.7657,-15.5113,14.7834,2.8719,28.2547,h
35.5834,-23.7845,0.3079,0.5976,160.796,18.794,-9.4294,-5.3422,2.2148,10.1429,g
88.9011,-14.9363,0.3324,0.6118,36.0846,20.7078,-18.3235,-3.0105,2.2304,11.0466,g
34.4381,31.9997,0.2677,0.417,86.954,34.8773,25.0411,-7.3443,2.7528,10.9165,h
28.6045,-0.9019,0.3182,0.4632,183.3696,23.3243,10.5773,4.3234,2.6399,12.847,h
29.3263,-4.5373,0.3084,0.6006,123.2348,14.3633,10.3337,-9.1807,2.253,6.543,h
17.7354,64.1014,0.1213,0.2448,355.6629,74.9343,52.4519,25.9666,3.0213,58.4397,h
5.525,-1.3577,0.2853,0.548,155.323,17.4165,6.7807,-3.6904,2.248,11.0991,g
23.2722,-344.7133,0.0634,0.0721,54.0459,194.1567,89.8355,20.6667,3.3031,32.1825,h
2.844,-76.4985,0.1232,0.2273,285.506,63.6936,54.3458,-21.9607,2.9976,25.9812,h
38.0285,46.6148,0.1265,0.2317,183.968,49.711,33.7216,14.4988,2.954,18.5403,h
54.1985,-24.3441,0.1846,0.316,99.11,46.0537,-50.5488,11.5867,2.9284,17.3108,h
29.9286,-26.9995,0.3252,0.5358,208.525,22.6701,-11.0491,-10.9793,2.3883,11.4537,h
33.8273,0.7496,0.3074,0.5344,162.521,18.1716,-6.3392,8.3141,2.586,12.8733,g
21.3299,-1.5958,0.2805,0.5038,207.683,20.249,-5.408,10.5617,2.4183,15.1595,g
39.0835,-108.296,0.1046,0.1903,247.85,96.9929,49.7386,-12.1159,3.0039,31.5506,h
0.306,37.86,0.217,0.418,245.704,69.7376,43.8114,-9.3744,2.4928,22.0464,g
10.652,-39.9302,0.2228,0.3302,298.281,64.6156,50.9935,-16.7622,2.9754,19.2661,g
65.7603,10.8769,0.1795,0.355,102.09,20.9468,8.6884,-10.4359,2.8602,17.7919,h
38.222,-14.0744,0.179,0.3215,157.295,29.1855,-25.8882,10.013,2.6689,17.7624,g
87.6361,-76.3434,0.0304,0.035,317.847,178.5639,110.0458,71.708,4.6289,105.3182,h
0.357,58.594,0.117,0.2141,245.945,77.0437,72.9814,-11.0818,3.2184,26.1472,g
0.7048,10.7643,0.5853,0.8121,141.538,12.8425,9.2325,8.1413,2.3646,9.585,h
1.909,-28.2982,0.1048,0.2049,302.01,87.425,65.1788,13.6436,3.3715,29.4005,g
1.7133,71.2174,0.0553,0.1104,281.189,96.4553,78.5425,21.8686,4.0044,33.856,g
67.9698,13.7969,0.4618,0.7709,122.004,13.1053,-3.1518,10.621,2.1383,10.7551,g
26.1093,-4.3206,0.3743,0.5605,230.355,19.1242,15.3461,-3.3485,2.4158,13.3689,h
26.2983,-65.5015,0.2071,0.2983,343.8643,79.6744,-36.6819,-25.335,2.9622,26.2987,h
11.0947,11.8304,0.1578,0.2547,168.621,38.436,24.5385,14.2542,3.0412,21.8075,g
2.6617,-33.7264,0.1404,0.2554,306.191,67.4796,38.8047,-5.279,3.0993,23.4741,g
7.769,-181.725,0.2152,0.4194,355.992,157.958,105.242,13.4224,2.8055,32.4742,h
80.4352,-8.6806,0.428,0.8535,169.9768,16.8922,14.0333,-1.5097,2.4218,5.5166,h
10.6382,-82.4823,0.1671,0.3165,280.2,46.2893,37.1961,-6.6611,2.8651,12.3993,g
7.9221,-21.9589,0.3149,0.5649,116.486,22.1393,-19.5789,10.4984,2.1875,10.9032,g
0.591,64.963,0.1231,0.2306,231.876,50.0133,41.1818,19.3027,3.1661,21.1811,g
3.1203,-30.6928,0.181,0.3481,209.578,36.9855,8.6971,11.428,2.8085,11.7976,g
48.9955,-71.9524,0.1493,0.2985,316.6977,122.7872,-93.1892,-18.1799,3.3653,24.0643,h
5.5984,9.7904,0.2432,0.4471,88.8504,28.7755,13.7141,-7.5287,2.5198,10.9466,g
87.066,16.5668,0.2739,0.5301,210.852,37.5223,30.9437,3.5153,2.3512,10.8539,h
3.18,-39.5699,0.1392,0.2664,290.166,84.4745,61.0268,-6.2394,3.1755,21.301,g
33.191,-1.525,0.3471,0.5987,218.008,17.4227,6.564,-6.7264,2.1959,10.88,g
16.541,30.7408,0.1746,0.3436,211.382,30.9558,-6.8359,-6.6009,2.5539,15.5488,g
82.5176,14.5135,0.2892,0.521,222.778,23.5269,-15.4716,-3.9443,2.3551,10.3603,h
68.708,-7.7452,0.3016,0.5125,207.648,18.25,16.7866,8.702,2.3434,15.333,g
18.3581,18.1034,0.0987,0.1898,166.699,40.5589,-25.6831,-17.9254,3.0249,26.001,g
2.3506,17.3844,0.2568,0.4749,204.487,25.8446,-18.1547,14.7409,2.4133,16.9194,g
14.5812,24.1607,0.3582,0.6312,225.2564,15.6021,22.8723,-9.1663,2.5682,9.4685,h
2.85,5.9946,0.1452,0.2432,188.651,43.0627,-36.3161,9.428,3.1593,24.468,g
16.152,-63.7398,0.1963,0.3679,294.403,69.4757,-55.8526,26.8952,2.6075,33.2234,g
1.5716,52.2521,0.1076,0.1913,278.802,96.5547,99.3906,-12.6465,3.5286,23.1913,g
49.186,-14.0443,0.3027,0.5071,245.623,19.901,-15.2362,9.7605,2.499,17.8679,g
2.9483,4.5554,0.4053,0.6602,171.724,20.5795,-14.9512,10.6203,2.3139,8.9421,g
3.737,39.8164,0.1218,0.2331,249.119,52.1771,40.0877,-8.5484,3.3236,23.834,g
14.0804,12.1284,0.1316,0.2478,133.505,34.4713,9.5699,-5.215,3.2102,22.056,g
9.381,2.3956,0.172,0.312,187.575,37.2101,-14.5867,-10.3813,2.8932,21.4865,g
5.4315,29.9452,0.1307,0.2455,77.4132,30.3572,16.4013,14.0697,2.6998,21.0853,g
0.122,22.2614,0.0803,0.1606,178.102,57.6944,22.1611,11.4597,3.0273,18.316,g
39.342,-31.5063,0.2903,0.5161,51.7418,21.9962,16.6066,-10.8764,2.3664,15.6651,g
34.121,-2.3165,0.2773,0.4759,134.02,27.6315,-21.8862,-4.7659,2.4464,10.7508,g
32.9327,-135.203,0.0788,0.1165,157.2797,162.8169,-103.6192,-46.4327,3.365,65.5234,h
89.6497,-46.0113,0.1033,0.1815,33.6037,50.6311,26.5791,-23.9657,3.261,41.2324,h
62.4526,29.431,0.3532,0.5521,189.4756,24.5508,18.19,-6.0402,2.3983,11.1546,h
3.235,24.2966,0.1308,0.2441,191.634,40.7164,19.2059,-9.7279,3.1565,20.4274,g
74.4102,-0.8683,0.2912,0.5619,92.1155,18.5424,6.543,-5.2262,2.2878,10.4038,g
40.871,0.2174,0.4265,0.7168,240.006,19.6738,-3.992,-4.9487,2.1446,7.4183,g
27.9949,27.222,0.1812,0.3547,155.017,30.7317,24.8581,-13.3429,2.8119,17.3823,h
24.3,7.9487,0.4791,0.7206,177.565,20.0302,16.3175,9.2826,2.5688,9.8235,h
14.9212,-79.2509,0.102,0.1929,291.1,47.0082,26.9893,-23.574,2.9133,30.5307,h
5.8196,24.1913,0.1155,0.21,250.4367,94.4022,70.0293,10.7786,3.1505,26.7836,h
1.5361,-70.1994,0.1157,0.2113,258.766,61.8765,39.4893,-12.1058,3.0386,19.9646,g
2.627,-85.5811,0.0948,0.1688,314.004,95.5063,75.0139,-17.543,3.7743,30.7964,g
86.0704,59.0857,0.2062,0.4049,23.4236,109.387,123.805,-14.3827,2.9701,33.3628,h
18.7187,-14.7659,0.3305,0.5876,125.413,27.2212,6.1527,4.6093,2.248,6.9613,g
18.338,-24.4867,0.2142,0.4036,146.511,26.0362,-18.4544,-4.7631,2.7814,12.9389,g
37.3241,24.8631,0.2977,0.5954,181.06,22.414,16.9995,10.8394,2.238,9.4931,g
6.5547,28.6636,0.2563,0.3633,175.3106,22.9612,22.1263,2.0937,2.7348,22.0585,h
26.4708,36.5125,0.1849,0.3577,104.508,42.1812,-15.2216,-5.153,2.7645,8.9408,h
10.0018,21.6839,0.3536,0.604,221.9027,17.916,8.2643,-2.1832,2.4326,10.1641,h
12.0227,15.7633,0.4889,0.8576,101.5295,13.4575,-7.6129,10.0714,2.438,9.164,h
51.949,-22.9223,0.2624,0.5155,188.002,21.1573,-16.2688,-12.4017,2.5079,19.7997,h
