NUM_00,CAT_00,NUM_01,CAT_01,NUM_02,CAT_02,CAT_03,CAT_04,CAT_05,CAT_06,NUM_03,NUM_04,NUM_05,CAT_07,target
33,Self-emp-not-inc,94041.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1974.0,30,United-States,0
25,Private,125159.0,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,Jamaica,0
57,Private,125000.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
35,Private,306678.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2885.0,0.0,40,United-States,0
34,Private,170017.0,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
20,Private,191948.0,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0.0,0.0,40,United-States,0
39,,240226.0,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,40,United-States,0
24,Self-emp-not-inc,236769.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
42,Local-gov,720428.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40,United-States,1
37,Private,98644.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,16,,1
39,Private,198097.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50,United-States,0
55,Private,143266.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,Hungary,1
27,Private,217530.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,45,Mexico,0
23,Private,157951.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50,United-States,0
48,Private,148254.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,16,United-States,1
29,Self-emp-not-inc,267661.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70,United-States,0
38,Private,102938.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
17,,35603.0,11th,7,Never-married,,Own-child,White,Female,0.0,0.0,16,United-States,0
35,Private,161637.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40,Taiwan,1
33,Private,173858.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,India,0
75,Self-emp-not-inc,192813.0,Masters,14,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,45,United-States,0
41,Private,316820.0,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45,United-States,1
45,Private,246431.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30,United-States,0
31,Private,198513.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,0
50,Local-gov,117496.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,24,United-States,0
50,Private,194397.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
49,Private,96854.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,40,United-States,0
63,Private,184319.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,24,United-States,0
46,State-gov,298786.0,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40,United-States,0
37,Federal-gov,287031.0,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50,United-States,1
55,Self-emp-not-inc,477867.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
52,Self-emp-inc,49069.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,1
33,Private,205950.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
35,Private,240467.0,Some-college,10,Separated,Transport-moving,Not-in-family,Black,Female,0.0,0.0,40,United-States,1
33,Private,149910.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,40,United-States,0
25,Private,199472.0,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38,United-States,0
40,Private,95639.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,0
50,Local-gov,154779.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
51,Private,163921.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,56,United-States,1
18,Private,163787.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,0
58,,53481.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0.0,0.0,70,United-States,0
44,Private,238574.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,1
33,Private,307693.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,30,United-States,0
26,Private,96130.0,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40,United-States,0
24,Private,98287.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
22,Self-emp-inc,333197.0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0.0,2205.0,45,United-States,0
52,Private,308764.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
48,Self-emp-not-inc,26502.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
33,Local-gov,147654.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,0
42,Private,52781.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40,United-States,1
22,Private,230704.0,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,20,Jamaica,0
49,,261059.0,10th,6,Separated,,Own-child,White,Male,2176.0,0.0,40,United-States,0
39,Private,111000.0,Masters,14,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,35,United-States,0
29,Private,217200.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
30,Private,147171.0,Some-college,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,40,Trinadad&Tobago,0
32,Private,38797.0,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
33,Private,103435.0,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45,United-States,0
53,Self-emp-inc,233149.0,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,1
26,Private,126829.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
25,Private,68302.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
39,Private,165235.0,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40,Philippines,1
31,Private,238816.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,0
28,Private,375313.0,HS-grad,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50,United-States,0
41,Private,67065.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
66,Self-emp-not-inc,298834.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,0
61,Private,149648.0,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40,United-States,0
59,Self-emp-not-inc,195835.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,0
46,Local-gov,174361.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
56,Local-gov,157525.0,Some-college,10,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,48,United-States,0
31,Self-emp-not-inc,150630.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,0
22,Private,341368.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50,United-States,0
21,Private,284651.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,0
23,Private,183358.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,Puerto-Rico,0
59,Private,194573.0,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40,United-States,1
26,Private,248612.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,70,United-States,1
35,State-gov,43712.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45,United-States,0
27,Private,31757.0,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,38,United-States,0
29,Private,296450.0,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
41,Private,121201.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
26,Private,88449.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36,United-States,0
60,Private,137490.0,5th-6th,3,Separated,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
42,Private,183765.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
28,Private,228075.0,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,Hong,0
44,Private,195881.0,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,0.0,0.0,45,United-States,0
47,Private,296066.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
33,Private,213813.0,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40,United-States,0
34,Private,122749.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,32,United-States,0
42,Private,190543.0,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40,United-States,1
36,,137492.0,HS-grad,9,Divorced,,Unmarried,Black,Female,0.0,0.0,40,United-States,0
42,Self-emp-not-inc,303044.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Cambodia,1
29,Private,189565.0,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0.0,0.0,40,United-States,0
45,Self-emp-inc,121124.0,Prof-school,15,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50,United-States,1
41,,38434.0,Masters,14,Married-civ-spouse,,Wife,White,Female,7688.0,0.0,10,United-States,1
31,Private,187215.0,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40,El-Salvador,0
44,Private,109912.0,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,32,United-States,1
35,Private,190895.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,0
17,,151141.0,10th,6,Never-married,,Own-child,White,Male,0.0,0.0,30,United-States,0
42,Private,118652.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,0
61,Private,357437.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
19,,425447.0,HS-grad,9,Never-married,,Unmarried,Black,Female,0.0,0.0,40,United-States,0
23,Private,106615.0,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,2176.0,0.0,25,United-States,0
25,Local-gov,202300.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
26,Private,369166.0,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Female,0.0,0.0,65,United-States,0
24,State-gov,275421.0,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40,United-States,0
56,Private,159544.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,0
36,Local-gov,382635.0,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35,Honduras,0
33,Private,137421.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,35,Japan,0
32,Private,132601.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,0
28,Private,360527.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45,United-States,0
32,Private,473133.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
27,Local-gov,105830.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60,United-States,0
20,Private,116791.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40,United-States,0
52,State-gov,295826.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0.0,1876.0,50,United-States,0
53,Private,31460.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,0
22,Private,125542.0,11th,7,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40,United-States,0
46,Self-emp-not-inc,368355.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,1
58,,148673.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0.0,0.0,10,United-States,0
18,Private,198368.0,11th,7,Never-married,Other-service,Own-child,White,Male,594.0,0.0,10,United-States,0
19,Private,358631.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,25,United-States,0
33,Private,127651.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,8614.0,0.0,40,United-States,1
38,Private,172927.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
31,,505438.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0.0,0.0,30,Mexico,0
24,Local-gov,244413.0,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,35,Dominican-Republic,0
24,Private,182342.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
26,State-gov,179633.0,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40,United-States,0
38,Private,100295.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,50,Canada,1
34,State-gov,278378.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,United-States,0
37,Federal-gov,45937.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,48,United-States,1
31,Private,185732.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30,United-States,0
67,Self-emp-not-inc,139960.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
24,Private,394191.0,12th,8,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,55,Germany,0
29,Private,162312.0,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0.0,0.0,40,United-States,0
35,Private,415167.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
41,Private,173938.0,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50,,1
31,Private,164461.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,73,United-States,0
45,Local-gov,132563.0,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,1726.0,40,United-States,0
69,Local-gov,179813.0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,10,United-States,0
35,Private,174597.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
27,Private,617860.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40,United-States,0
52,Local-gov,266138.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35,United-States,0
41,Self-emp-not-inc,138077.0,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,10,United-States,1
18,Private,120599.0,11th,7,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,40,United-States,0
46,Private,185385.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65,United-States,1
36,Local-gov,110866.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,0
17,Private,160968.0,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,16,United-States,0
34,Local-gov,362775.0,10th,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0.0,0.0,30,United-States,0
55,Private,234327.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
51,State-gov,167065.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
34,State-gov,117503.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,20,Italy,0
49,Private,298130.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
51,Private,338620.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60,United-States,1
34,Private,129775.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,0
19,Private,291181.0,9th,5,Never-married,Other-service,Own-child,White,Female,0.0,0.0,50,Mexico,0
31,Private,265509.0,Assoc-voc,11,Separated,Tech-support,Unmarried,Black,Female,0.0,0.0,32,United-States,0
23,Private,149574.0,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Male,0.0,0.0,45,United-States,0
30,Private,235109.0,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
48,Self-emp-not-inc,353012.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,40,United-States,1
18,Private,137363.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
24,Private,307267.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
41,State-gov,222434.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,0
66,State-gov,33155.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
24,Private,218215.0,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20,United-States,0
28,Private,115438.0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,0
54,Private,311551.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,60,United-States,0
20,Private,367240.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,0
48,Private,355978.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,0
31,Private,112115.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
26,Private,376016.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30,United-States,0
32,Private,159187.0,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,0
24,Private,275093.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,36,United-States,0
30,Self-emp-not-inc,164190.0,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40,United-States,0
53,Private,151864.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
19,Private,136391.0,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,20,United-States,0
31,Local-gov,189265.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
34,Federal-gov,419691.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298.0,0.0,54,United-States,1
47,Private,70943.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178.0,0.0,40,United-States,1
53,Private,287317.0,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
33,Private,179509.0,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
39,Private,72338.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Philippines,1
61,Local-gov,28375.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,70,United-States,0
35,Private,113481.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,0
62,Local-gov,113443.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,10520.0,0.0,33,United-States,1
17,Private,117549.0,11th,7,Never-married,Sales,Own-child,Black,Female,0.0,0.0,35,United-States,0
