NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,CAT_00,CAT_01,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,CAT_02,CAT_03,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,CAT_04,CAT_05,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,CAT_06,CAT_07,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,CAT_08,CAT_09,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,CAT_10,CAT_11,NUM_36,NUM_37,NUM_38,NUM_39,NUM_40,NUM_41,CAT_12,CAT_13,NUM_42,NUM_43,NUM_44,NUM_45,NUM_46,NUM_47,CAT_14,CAT_15,NUM_48,NUM_49,NUM_50,NUM_51,NUM_52,NUM_53,CAT_16,CAT_17,NUM_54,NUM_55,NUM_56,NUM_57,NUM_58,NUM_59,CAT_18,CAT_19,NUM_60,NUM_61,NUM_62,NUM_63,NUM_64,NUM_65,CAT_20,CAT_21,NUM_66,NUM_67,NUM_68,CAT_22,NUM_69,NUM_70,NUM_71,CAT_23,NUM_72,NUM_73,NUM_74,CAT_24,NUM_75,NUM_76,NUM_77,CAT_25,NUM_78,NUM_79,NUM_80,CAT_26,NUM_81,NUM_82,NUM_83,CAT_27,NUM_84,NUM_85,NUM_86,CAT_28,NUM_87,NUM_88,target
0.8,0.8,0.975,0.9,0.961538,0.8,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.666667,0.5,0.638776,0.571429,0.545455,0.480769,2,2,1.0,0.285714,0.444444,0.444444,0.3,0.317073,3,2,0.915725,0.913316,0.962043,0.936303,0.963992,0.936316,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,0.977244,0.333333,0.176471,2,0.999957,0.6,0.461538,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999458,0.979322,1
1.0,0.5,0.666667,0.666667,0.428571,0.457143,2,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,0.833333,0.909091,0.909091,0.857143,0.857143,3,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.999996,0.461538,0.285714,2,0.999846,0.538462,0.333333,2,1.0,1.0,1
1.0,0.75,0.857143,0.857143,0.592593,0.607143,2,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.5,0.444444,0.598039,0.487395,0.422222,0.409836,2,2,0.666667,0.444444,0.55,0.533333,0.54902,0.377049,2,2,0.5,0.5,0.5,0.5,0.833333,0.555556,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,0.011111,0.4,0.222222,2,0.995371,0.5,0.125,2,0.995084,0.6,0.294118,2,0.993838,0.375,0.157895,2,0.997942,0.461538,0.294118,2,0.999954,0.999957,1
0.0,0.0,0.2,0.028571,0.117647,0.030303,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,0.0,0.0,0.090909,0.0,0.090909,0.0,2,2,1.0,0.666667,0.8,0.8,0.513514,0.526316,3,2,0.75,0.6,0.68254,0.666667,0.418605,0.472727,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,1,0.999888,0.666667,0.384615,2,0.999873,0.7,0.428571,2,0.999422,0.5,0.285714,2,0.99993,0.777778,0.428571,2,1.0,1.0,0
1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.8,0.666667,0.767677,0.742424,0.688889,0.638298,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,3,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
0.5,0.166667,0.477841,0.272204,0.351852,0.245614,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.75,0.6,0.731481,0.666667,0.40625,0.285714,2,2,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.2,0.166667,0.338113,0.220096,0.465116,0.274194,2,2,1.0,0.666667,0.8,0.8,0.76,0.769231,3,2,0.915725,0.913316,0.962043,0.936303,0.963992,0.936316,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,2,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,0
1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.75,0.666667,0.793277,0.748663,0.528302,0.523077,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,3,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
1.0,0.666667,0.8,0.8,0.5,0.809524,2,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.0,0.0,0.2,0.0,0.25,0.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,0.428571,0.6,0.6,0.446809,0.477273,3,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
0.0,0.0,0.134921,0.0,0.176471,0.0,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.8,0.666667,0.872727,0.818182,0.72093,0.673913,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.032258,0.909091,0.6,2,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
0.0,0.0,0.442857,0.202381,0.461538,0.173913,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.6,0.6,0.627679,0.6,0.581818,0.43662,2,2,0.7,0.636364,0.693027,0.666667,0.677419,0.486486,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.002597,0.636364,0.411765,2,0.530065,0.760775,0.647217,1,0.015625,0.5,0.25,2,0.999474,0.444444,0.25,2,0.997777,0.4,0.222222,2,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999995,0.979322,0
0.333333,0.25,0.404762,0.285714,0.541667,0.27027,1,1,0.0,0.0,0.35,0.083333,0.222222,0.066667,2,2,0.0,0.0,0.333333,0.0,0.333333,0.0,2,2,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.2,0.2,0.476667,0.25,0.36,0.170732,2,2,0.285714,0.285714,0.597619,0.392857,0.552632,0.327273,2,2,0.0,0.0,0.8,0.5,0.8,0.5,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,4e-06,0.545455,0.263158,2,0.530065,0.760775,0.647217,1,0.791184,0.888243,0.829007,1,0.973927,0.333333,0.176471,2,0.987528,0.5,0.235294,2,0.973928,0.5,0.285714,2,0.98753,0.444444,0.25,2,0.999125,0.999125,0
1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,0.333333,0.5,0.5,0.394737,0.410256,3,2,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.791184,0.888243,0.829007,2,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.999878,0.625,0.384615,2,0.999821,0.666667,0.428571,2,1.0,1.0,1
1.0,0.666667,0.8,0.8,0.421053,0.45,2,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,3,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
1.0,0.666667,0.8,0.8,0.7,0.714286,2,1,0.0,0.0,0.3,0.058824,0.3,0.058824,2,2,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.666667,0.666667,0.8,0.761905,0.8125,0.722222,2,2,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.666667,0.444444,0.656825,0.602262,0.468085,0.45283,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
0.0,0.0,0.152381,0.0,0.148148,0.0,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,0.857143,0.923077,0.923077,0.705882,0.8,3,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,3,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,1
0.0,0.0,0.222222,0.035714,0.3125,0.035714,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.285714,0.285714,0.442262,0.331633,0.444444,0.254545,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,0.071429,0.5,0.25,2,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,0
0.8,0.8,0.822222,0.8,0.68,0.516129,1,1,0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,1,0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,1,0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,1,0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,1,1,0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.833333,0.833333,0.833333,0.833333,0.607143,0.6,2,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,3,0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,1,1.0,1.0,1.0,3,1.0,1.0,1.0,3,1.0,1.0,1.0,3,0.99995,0.857143,0.666667,2,0.999962,0.777778,0.461538,2,1.0,1.0,1
