NUM_00,NUM_01,NUM_02,NUM_03,target
13,8,2000.0,26,0
11,9,2250.0,33,0
4,5,1250.0,34,0
4,4,1000.0,26,0
8,15,3750.0,77,0
4,5,1250.0,35,1
4,7,1750.0,52,0
4,7,1750.0,52,0
2,4,1000.0,35,0
11,11,2750.0,42,0
2,2,500.0,14,0
2,5,1250.0,47,1
9,8,2000.0,38,1
4,6,1500.0,47,0
11,7,1750.0,29,0
9,9,2250.0,45,0
4,6,1500.0,52,0
4,7,1750.0,58,0
6,2,500.0,11,1
4,7,1750.0,58,0
11,9,2250.0,38,0
11,6,1500.0,26,0
2,2,500.0,16,0
2,7,1750.0,76,0
11,6,1500.0,27,0
11,3,750.0,14,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,1
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,1
4,1,250.0,4,1
4,1,250.0,4,0
4,1,250.0,4,1
4,1,250.0,4,1
4,1,250.0,4,0
4,3,750.0,24,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,1
4,1,250.0,4,0
10,8,2000.0,39,0
14,7,1750.0,26,0
8,10,2500.0,63,0
11,3,750.0,15,0
4,2,500.0,14,0
2,4,1000.0,43,0
8,9,2250.0,58,0
8,8,2000.0,52,1
11,22,5500.0,98,0
4,3,750.0,25,1
11,17,4250.0,79,1
9,2,500.0,11,0
4,5,1250.0,46,0
11,12,3000.0,58,0
7,12,3000.0,86,0
11,2,500.0,11,0
11,2,500.0,11,0
11,2,500.0,11,0
2,6,1500.0,75,0
11,8,2000.0,41,1
11,3,750.0,16,1
12,13,3250.0,59,0
2,3,750.0,35,0
16,8,2000.0,28,0
11,7,1750.0,37,0
4,3,750.0,28,0
12,12,3000.0,58,0
4,4,1000.0,41,0
11,14,3500.0,73,1
2,2,500.0,23,0
2,3,750.0,38,1
4,5,1250.0,58,0
4,4,1000.0,43,1
3,2,500.0,23,0
11,8,2000.0,46,0
4,7,1750.0,82,0
13,4,1000.0,21,0
16,11,2750.0,40,0
16,7,1750.0,28,0
7,2,500.0,16,0
4,5,1250.0,58,0
4,5,1250.0,58,0
4,4,1000.0,46,0
14,13,3250.0,57,0
4,3,750.0,34,0
14,18,4500.0,78,0
11,8,2000.0,48,0
14,16,4000.0,70,0
14,4,1000.0,22,1
14,5,1250.0,26,0
8,2,500.0,16,0
11,5,1250.0,33,0
11,2,500.0,14,0
4,2,500.0,23,0
9,2,500.0,16,1
14,5,1250.0,28,1
14,3,750.0,19,1
14,4,1000.0,23,1
16,12,3000.0,50,0
11,4,1000.0,28,0
11,5,1250.0,35,0
11,5,1250.0,35,0
2,4,1000.0,70,0
14,5,1250.0,28,0
14,2,500.0,14,0
14,2,500.0,14,0
14,2,500.0,14,0
14,2,500.0,14,0
14,2,500.0,14,0
14,2,500.0,14,0
2,3,750.0,52,0
14,6,1500.0,34,0
11,5,1250.0,37,1
4,5,1250.0,74,0
11,3,750.0,23,0
16,4,1000.0,23,0
16,3,750.0,19,0
11,5,1250.0,38,0
11,2,500.0,16,0
12,9,2250.0,60,0
9,1,250.0,9,0
9,1,250.0,9,0
4,2,500.0,29,0
11,2,500.0,17,0
14,4,1000.0,26,0
11,9,2250.0,72,1
11,5,1250.0,41,0
15,16,4000.0,82,0
9,5,1250.0,51,1
11,4,1000.0,34,0
14,8,2000.0,50,1
16,7,1750.0,38,0
14,2,500.0,16,0
2,2,500.0,41,0
14,16,4000.0,98,0
14,4,1000.0,28,1
16,7,1750.0,39,0
14,7,1750.0,47,0
16,6,1500.0,35,0
16,6,1500.0,35,1
11,7,1750.0,62,1
16,2,500.0,16,0
16,3,750.0,21,1
11,3,750.0,28,0
11,7,1750.0,64,0
11,1,250.0,11,1
9,3,750.0,34,0
14,4,1000.0,30,0
23,38,9500.0,98,0
11,6,1500.0,58,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,2,500.0,21,0
11,5,1250.0,50,0
11,2,500.0,21,0
16,4,1000.0,28,0
4,2,500.0,41,0
16,6,1500.0,40,0
14,3,750.0,26,0
9,2,500.0,26,0
21,16,4000.0,64,0
14,6,1500.0,51,0
11,2,500.0,24,0
4,3,750.0,71,0
21,13,3250.0,57,0
11,6,1500.0,71,0
14,2,500.0,21,1
23,15,3750.0,57,0
14,4,1000.0,38,0
11,2,500.0,26,0
16,5,1250.0,40,1
4,2,500.0,51,1
14,3,750.0,31,0
4,2,500.0,52,0
9,4,1000.0,65,0
14,4,1000.0,40,0
11,3,750.0,40,1
14,5,1250.0,50,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,7,1750.0,72,0
14,1,250.0,14,0
14,1,250.0,14,0
9,3,750.0,52,0
14,7,1750.0,73,0
11,4,1000.0,58,0
11,4,1000.0,59,0
4,2,500.0,59,0
11,4,1000.0,61,0
16,4,1000.0,40,0
16,10,2500.0,89,0
21,2,500.0,21,1
21,3,750.0,26,0
16,8,2000.0,76,0
21,3,750.0,26,1
18,2,500.0,23,0
23,5,1250.0,33,0
23,8,2000.0,46,0
16,3,750.0,34,0
14,5,1250.0,64,0
14,3,750.0,41,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,4,1000.0,45,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,2,500.0,26,0
21,2,500.0,23,0
16,2,500.0,27,0
21,2,500.0,23,0
21,2,500.0,23,0
14,4,1000.0,57,0
16,5,1250.0,60,0
23,2,500.0,23,0
14,5,1250.0,74,0
23,3,750.0,28,0
16,3,750.0,40,0
9,2,500.0,52,0
9,2,500.0,52,0
16,7,1750.0,87,1
14,4,1000.0,64,0
14,2,500.0,35,0
16,7,1750.0,93,0
21,2,500.0,25,0
14,3,750.0,52,0
23,14,3500.0,93,0
18,8,2000.0,95,0
16,3,750.0,46,0
11,3,750.0,76,0
11,2,500.0,52,0
11,3,750.0,76,0
23,12,3000.0,86,0
21,3,750.0,35,0
23,2,500.0,26,0
23,2,500.0,26,0
23,8,2000.0,64,0
16,3,750.0,50,0
23,3,750.0,33,0
21,3,750.0,38,0
23,2,500.0,28,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,0
21,1,250.0,21,1
21,1,250.0,21,0
21,1,250.0,21,0
21,5,1250.0,60,0
23,4,1000.0,45,0
21,4,1000.0,52,0
22,1,250.0,22,1
11,2,500.0,70,0
23,5,1250.0,58,0
23,3,750.0,40,0
23,3,750.0,41,0
14,3,750.0,83,0
21,2,500.0,35,0
26,5,1250.0,49,1
23,6,1500.0,70,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,4,1000.0,53,0
21,6,1500.0,86,0
23,3,750.0,48,0
21,2,500.0,41,0
21,3,750.0,64,0
16,2,500.0,70,0
21,3,750.0,70,0
23,4,1000.0,87,0
23,3,750.0,89,0
23,2,500.0,87,0
35,3,750.0,64,0
38,1,250.0,38,0
38,1,250.0,38,0
40,1,250.0,40,0
74,1,250.0,74,0
2,43,10750.0,86,1
6,22,5500.0,28,1
2,34,8500.0,77,1
2,44,11000.0,98,0
0,26,6500.0,76,1
2,41,10250.0,98,1
3,21,5250.0,42,1
2,11,2750.0,23,0
2,21,5250.0,52,1
2,13,3250.0,32,1
4,4,1000.0,4,1
2,11,2750.0,26,0
2,11,2750.0,28,0
3,14,3500.0,35,0
4,16,4000.0,38,1
4,6,1500.0,14,0
3,5,1250.0,12,1
4,33,8250.0,98,1
3,10,2500.0,33,1
4,10,2500.0,28,1
2,11,2750.0,40,1
2,11,2750.0,41,1
4,13,3250.0,39,1
1,10,2500.0,43,1
4,9,2250.0,28,0
2,4,1000.0,11,0
2,5,1250.0,16,1
2,15,3750.0,64,0
5,24,6000.0,79,0
2,6,1500.0,22,1
4,5,1250.0,16,1
2,4,1000.0,14,1
4,8,2000.0,28,0
2,4,1000.0,14,0
2,6,1500.0,26,0
4,5,1250.0,16,1
2,7,1750.0,32,1
2,6,1500.0,26,1
2,8,2000.0,38,1
2,2,500.0,4,1
2,6,1500.0,28,1
2,10,2500.0,52,0
4,16,4000.0,70,1
4,2,500.0,4,1
1,14,3500.0,95,0
4,2,500.0,4,1
7,14,3500.0,48,0
2,3,750.0,11,0
2,12,3000.0,70,1
4,7,1750.0,32,1
4,4,1000.0,16,0
2,6,1500.0,35,1
4,6,1500.0,28,1
2,3,750.0,14,0
2,4,1000.0,23,0
4,4,1000.0,18,0
5,6,1500.0,28,0
4,6,1500.0,30,0
14,5,1250.0,14,0
3,8,2000.0,50,0
4,11,2750.0,64,1
4,9,2250.0,52,0
4,16,4000.0,98,1
7,10,2500.0,47,0
4,14,3500.0,86,0
2,9,2250.0,75,0
4,6,1500.0,35,0
4,9,2250.0,55,0
4,6,1500.0,35,1
2,6,1500.0,45,0
2,6,1500.0,47,0
4,2,500.0,9,0
2,2,500.0,11,1
2,2,500.0,11,0
2,2,500.0,11,1
4,6,1500.0,38,1
3,4,1000.0,29,1
9,9,2250.0,38,0
11,5,1250.0,18,0
2,3,750.0,21,0
2,1,250.0,2,0
2,1,250.0,2,1
2,1,250.0,2,0
2,1,250.0,2,0
2,1,250.0,2,0
2,1,250.0,2,0
2,1,250.0,2,1
2,1,250.0,2,0
2,1,250.0,2,0
2,1,250.0,2,0
2,1,250.0,2,0
11,11,2750.0,38,0
2,3,750.0,22,0
9,11,2750.0,49,1
5,11,2750.0,75,0
3,5,1250.0,38,0
3,1,250.0,3,1
4,6,1500.0,43,0
2,3,750.0,24,0
12,11,2750.0,39,0
2,2,500.0,14,0
4,6,1500.0,46,0
9,3,750.0,14,0
14,8,2000.0,26,0
4,2,500.0,13,0
4,11,2750.0,95,0
2,7,1750.0,77,0
2,7,1750.0,77,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,1
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,0
4,1,250.0,4,1
4,1,250.0,4,0
4,7,1750.0,62,0
4,1,250.0,4,0
4,4,1000.0,34,1
11,6,1500.0,28,0
13,3,750.0,14,1
7,5,1250.0,35,0
9,9,2250.0,54,0
11,2,500.0,11,0
2,5,1250.0,63,0
7,11,2750.0,89,0
8,9,2250.0,64,0
2,2,500.0,22,0
6,3,750.0,26,0
12,15,3750.0,71,0
13,3,750.0,16,0
11,16,4000.0,89,0
4,5,1250.0,58,0
14,7,1750.0,35,0
11,4,1000.0,27,0
7,9,2250.0,89,1
11,8,2000.0,52,1
7,5,1250.0,52,0
11,6,1500.0,41,0
10,5,1250.0,38,0
14,2,500.0,14,1
14,2,500.0,14,0
14,2,500.0,14,0
2,2,500.0,33,0
11,3,750.0,23,0
14,8,2000.0,46,0
9,1,250.0,9,0
16,5,1250.0,27,0
14,4,1000.0,26,0
4,2,500.0,30,0
14,3,750.0,21,0
16,16,4000.0,77,0
4,2,500.0,31,0
14,8,2000.0,50,0
11,3,750.0,26,0
14,7,1750.0,45,0
15,5,1250.0,33,0
16,2,500.0,16,0
16,3,750.0,21,0
11,8,2000.0,72,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,0
11,1,250.0,11,1
11,1,250.0,11,0
2,3,750.0,75,1
2,3,750.0,77,0
16,4,1000.0,28,0
16,15,3750.0,87,0
16,14,3500.0,83,0
16,10,2500.0,62,0
16,3,750.0,23,0
14,3,750.0,26,0
23,19,4750.0,62,0
11,7,1750.0,75,0
14,3,750.0,28,0
20,14,3500.0,69,1
4,2,500.0,46,0
11,2,500.0,25,0
11,3,750.0,37,0
16,4,1000.0,33,0
21,7,1750.0,38,0
13,7,1750.0,76,0
16,6,1500.0,50,0
14,3,750.0,33,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
14,1,250.0,14,0
17,7,1750.0,58,1
14,3,750.0,35,0
14,3,750.0,35,0
16,7,1750.0,64,0
21,2,500.0,21,0
16,3,750.0,35,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
16,1,250.0,16,0
14,2,500.0,29,0
11,4,1000.0,74,0
11,2,500.0,38,1
21,6,1500.0,48,0
23,2,500.0,23,0
23,6,1500.0,45,0
14,2,500.0,35,1
16,6,1500.0,81,0
16,4,1000.0,58,0
16,5,1250.0,71,0
21,2,500.0,26,0
21,3,750.0,35,0
21,3,750.0,35,0
23,8,2000.0,69,0
21,3,750.0,38,0
23,3,750.0,35,0
21,3,750.0,40,0
23,2,500.0,28,0
21,1,250.0,21,0
21,1,250.0,21,0
25,6,1500.0,50,0
21,1,250.0,21,0
21,1,250.0,21,0
23,3,750.0,39,0
21,2,500.0,33,0
14,3,750.0,79,0
23,1,250.0,23,1
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,1,250.0,23,0
23,4,1000.0,52,0
23,1,250.0,23,0
23,7,1750.0,88,0
16,3,750.0,86,0
23,2,500.0,38,0
21,2,500.0,52,0
23,3,750.0,62,0
39,1,250.0,39,0
72,1,250.0,72,0
