NUM_00,CAT_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,target
0.461086,1,0.893617,0.033025,0.368789,0.002293,0.305023,0.317105,1
0.009734,6,0.382979,0.042392,0.587623,0.003467,0.422915,0.414912,0
0.469316,6,0.042553,0.028642,0.245611,0.001903,0.36406,0.487281,0
0.446927,1,0.340426,0.042813,0.373401,0.00166,0.168824,0.765789,1
0.908057,6,0.617021,0.044494,0.479768,0.003024,0.491455,0.341228,0
0.438211,5,0.659574,0.06557,0.458643,0.003467,0.422915,0.414912,0
0.0223,5,0.574468,0.089828,0.568878,0.003467,0.422915,0.414912,1
0.889695,2,0.765957,0.040261,0.840524,0.002663,0.758674,0.402632,0
0.45613,7,0.0,0.0399,0.550283,0.002742,0.449508,0.574123,0
0.018451,2,0.404255,0.056923,0.53258,0.003467,0.422915,0.414912,0
0.495686,6,0.702128,0.038549,0.440345,0.002823,0.434231,0.229825,0
0.00907,5,0.446809,0.090098,0.692949,0.003467,0.422915,0.414912,1
0.455555,1,0.170213,0.035457,0.167063,0.001863,0.23304,0.85614,0
0.898898,1,0.893617,0.068482,0.497471,0.004323,0.418954,0.716667,1
0.433476,2,0.787234,0.080251,0.483636,0.003467,0.422915,0.414912,1
0.871731,2,0.638298,0.028462,0.532877,0.001822,0.55593,0.687719,1
0.455599,2,0.361702,0.078089,0.680899,0.005326,0.703263,0.340351,1
0.013406,6,0.382979,0.085235,0.618566,0.003467,0.422915,0.414912,0
0.87213,4,0.808511,0.028822,0.450164,0.000841,0.42957,0.749123,1
0.46936,7,0.148936,0.02603,0.098483,0.00173,0.176075,0.626754,0
0.876952,6,0.276596,0.03999,0.497917,0.002734,0.588814,0.278947,1
0.893633,7,0.255319,0.049958,0.27834,0.00275,0.33014,0.857018,0
0.875935,4,0.276596,0.032935,0.508033,0.00216,0.586743,0.567105,0
0.026769,2,0.234043,0.107572,0.37712,0.003467,0.422915,0.414912,1
0.43852,5,0.808511,0.051759,0.449122,0.003467,0.422915,0.414912,0
0.013053,5,0.744681,0.041702,0.630318,0.003467,0.422915,0.414912,0
0.456263,3,0.0,0.037168,0.54091,0.002464,0.470999,0.666228,1
0.898987,3,0.659574,0.05287,0.50476,0.003519,0.616002,0.462281,0
0.433432,1,0.468085,0.090369,0.595359,0.003467,0.422915,0.414912,1
0.876333,6,0.553191,0.038759,0.699792,0.002574,0.68436,0.471491,1
0.434406,2,0.659574,0.051039,0.49524,0.003467,0.422915,0.414912,1
0.486837,4,0.340426,0.07893,0.462957,0.005494,0.506473,0.242105,1
0.866953,5,0.510638,0.034106,0.363582,0.002297,0.266701,0.689474,0
0.881111,3,0.425532,0.035427,0.546712,0.002397,0.533402,0.445175,0
0.894518,6,0.340426,0.086105,0.725974,0.00585,0.766183,0.374561,1
0.451838,7,0.617021,0.033265,0.375632,0.002214,0.358364,0.604825,0
0.456573,3,0.340426,0.042002,0.702916,0.00279,0.661833,0.518421,1
0.437901,5,0.170213,0.042032,0.13493,0.003467,0.422915,0.414912,0
0.473696,7,0.978723,0.029783,0.312109,0.001984,0.333506,0.710965,0
0.890315,2,0.085106,0.029633,0.30482,0.001867,0.406007,0.67807,0
0.022388,7,0.042553,0.06563,0.220024,0.003467,0.422915,0.414912,1
0.911951,4,0.148936,0.042392,0.148765,0.0028,0.260228,0.624123,0
0.442857,6,0.787234,0.068542,0.636269,0.004622,0.553599,0.447368,1
0.881067,2,0.06383,0.028912,0.195031,0.001853,0.324702,0.763596,1
0.451883,1,0.170213,0.031764,0.176584,0.002119,0.226049,0.783772,0
0.438697,2,0.510638,0.058394,0.513538,0.003467,0.422915,0.414912,1
0.018052,7,0.468085,0.074517,0.350342,0.003467,0.422915,0.414912,1
0.455865,1,0.234043,0.028312,0.180006,0.001124,0.156396,0.853509,0
0.890093,4,0.531915,0.071004,0.694139,0.004971,0.711807,0.305702,0
0.026415,1,0.042553,0.047526,0.162452,0.003467,0.422915,0.414912,0
0.44706,4,0.702128,0.063408,0.655311,0.004454,0.606939,0.419298,0
0.911243,2,0.87234,0.041071,0.42532,0.002655,0.326256,0.617544,0
0.447901,2,0.361702,0.042392,0.645344,0.002877,0.599948,0.413158,1
0.45613,7,0.191489,0.022457,0.196668,0.0014,0.224754,0.853509,0
0.026371,7,0.021277,0.069983,0.175989,0.003467,0.422915,0.414912,0
0.911907,3,0.638298,0.048397,0.532133,0.003295,0.534438,0.446491,0
0.434406,2,0.595745,0.051039,0.488545,0.003467,0.422915,0.414912,1
0.464448,7,0.425532,0.028612,0.401815,0.001915,0.321595,0.550439,0
0.86828,7,0.021277,0.027531,0.294258,0.001631,0.299068,0.770175,0
0.897925,7,0.93617,0.088267,0.58554,0.005343,0.391507,0.804825,1
0.898721,4,0.744681,0.091209,0.753942,0.005989,0.659503,0.451754,1
0.47374,1,0.531915,0.030323,0.372657,0.00171,0.257121,0.746491,0
0.47343,1,0.255319,0.024589,0.169592,0.001668,0.121958,0.621053,0
0.911597,3,0.638298,0.054311,0.504017,0.003627,0.588814,0.400877,1
0.455555,1,0.276596,0.037589,0.227016,0.000976,0.183066,0.834211,0
0.425335,1,0.553191,0.084935,0.586879,0.003467,0.422915,0.414912,1
0.031724,2,0.0,0.055242,0.302737,0.003467,0.422915,0.414912,0
0.469979,7,0.829787,0.029182,0.413121,0.001969,0.258674,0.549561,0
0.004602,2,0.914894,0.07878,0.541654,0.003467,0.422915,0.414912,0
0.438343,1,0.617021,0.077969,0.503422,0.003467,0.422915,0.414912,1
0.021902,3,0.340426,0.057644,0.476198,0.003467,0.422915,0.414912,0
0.876156,2,0.255319,0.024529,0.372359,0.000837,0.171155,0.857018,0
0.890093,4,0.340426,0.069293,0.764951,0.004852,0.74262,0.27807,0
0.425202,5,0.617021,0.060376,0.445254,0.003467,0.422915,0.414912,0
0.903102,6,0.744681,0.047586,0.494644,0.00327,0.505179,0.317105,0
0.881333,1,0.680851,0.029302,0.276703,0.001859,0.284827,0.615351,1
0.43414,3,0.808511,0.101747,0.540018,0.003467,0.422915,0.414912,1
0.425601,7,0.574468,0.057013,0.264802,0.003467,0.422915,0.414912,0
0.030707,7,0.404255,0.083794,0.320589,0.003467,0.422915,0.414912,1
0.438963,1,0.021277,0.048337,0.239363,0.003467,0.422915,0.414912,0
0.461086,1,0.702128,0.028191,0.252306,0.001909,0.176851,0.52807,0
0.000221,7,1.0,0.047106,0.293663,0.003467,0.422915,0.414912,0
0.890093,4,0.914894,0.038339,0.679262,0.002617,0.552046,0.483333,0
0.451396,4,0.617021,0.03933,0.548944,0.002605,0.732263,0.367982,1
0.866997,6,0.12766,0.022097,0.068134,0.001471,0.116779,0.749123,0
0.018451,2,0.978723,0.056923,0.431568,0.003467,0.422915,0.414912,0
0.443122,5,0.319149,0.059175,0.536001,0.004026,0.53392,0.540351,1
0.017875,3,0.787234,0.093821,0.589259,0.003467,0.422915,0.414912,1
0.447724,5,0.829787,0.043593,0.760042,0.002968,0.607457,0.410526,0
0.018451,2,0.957447,0.050949,0.416691,0.003467,0.422915,0.414912,0
0.867439,2,0.553191,0.033776,0.626748,0.00225,0.772657,0.142982,1
0.470023,1,0.170213,0.024799,0.106962,0.001683,0.100725,0.550439,0
0.424848,4,0.553191,0.060976,0.42651,0.003467,0.422915,0.414912,1
0.443343,3,0.148936,0.031524,0.184469,0.002034,0.250906,0.750439,0
0.447856,1,1.0,0.037378,0.423386,0.002385,0.389953,0.708333,1
0.871776,3,0.765957,0.032845,0.434841,0.002125,0.530295,0.702193,1
0.439007,2,0.0,0.054612,0.415501,0.003467,0.422915,0.414912,0
0.031592,6,0.914894,0.077819,0.296043,0.003467,0.422915,0.414912,1
0.911553,2,0.978723,0.080041,0.43737,0.005208,0.419731,0.635088,1
0.452325,4,0.255319,0.035067,0.471883,0.002374,0.426981,0.650439,0
0.867439,2,0.170213,0.020656,0.148765,0.001338,0.190057,0.84693,0
0.907128,6,0.170213,0.049478,0.172716,0.003284,0.277576,0.636404,0
0.437989,7,0.404255,0.046806,0.331895,0.003467,0.422915,0.414912,0
0.438122,3,0.93617,0.073076,0.399435,0.003467,0.422915,0.414912,1
0.005398,6,0.319149,0.097574,0.409848,0.003467,0.422915,0.414912,1
0.031724,2,0.06383,0.05302,0.1385,0.003467,0.422915,0.414912,0
0.455865,1,0.255319,0.029663,0.207825,0.001695,0.158985,0.897368,0
0.026946,6,0.87234,0.059265,0.281315,0.003467,0.422915,0.414912,0
0.465378,7,0.0,0.028161,0.39512,0.001913,0.360435,0.574561,0
0.889828,5,0.659574,0.028462,0.555638,0.002021,0.625583,0.248684,0
0.460201,2,0.680851,0.034196,0.490033,0.002393,0.510616,0.27193,1
0.894474,5,0.702128,0.067491,0.64817,0.004555,0.619109,0.472807,1
0.911464,7,0.319149,0.047796,0.413865,0.003091,0.369498,0.747368,1
0.456573,3,0.404255,0.042873,0.701874,0.002854,0.654065,0.512281,1
0.867528,4,0.723404,0.034766,0.535257,0.002216,0.666494,0.457018,0
0.875802,1,0.425532,0.031464,0.361202,0.001741,0.243138,0.859649,1
0.907393,5,0.957447,0.044554,0.448081,0.003093,0.398498,0.378509,0
0.425202,5,0.404255,0.062748,0.491372,0.003467,0.422915,0.414912,0
0.469227,4,0.914894,0.030203,0.412229,0.002,0.263076,0.666667,0
0.026503,3,0.255319,0.114237,0.407766,0.003467,0.422915,0.414912,1
0.442458,4,0.297872,0.049598,0.38798,0.003417,0.409632,0.500526,0
0.425733,3,0.744681,0.088027,0.455817,0.003467,0.422915,0.414912,1
0.451529,7,0.0,0.041702,0.569176,0.002831,0.51709,0.585965,0
0.885226,5,0.340426,0.038189,0.557423,0.00269,0.555412,0.177632,0
0.031901,6,0.085106,0.055242,0.070812,0.003467,0.422915,0.414912,0
0.000531,7,0.170213,0.06518,0.081077,0.003467,0.422915,0.414912,0
0.474006,7,0.340426,0.029302,0.411485,0.001932,0.305023,0.729825,1
0.469537,4,0.361702,0.047166,0.541059,0.003122,0.459347,0.52807,1
0.915623,3,0.744681,0.058244,0.45061,0.004001,0.484982,0.274123,0
0.894164,5,0.978723,0.073766,0.648319,0.004896,0.572501,0.614474,1
0.893766,3,0.553191,0.072325,0.58435,0.004817,0.600466,0.447807,1
0.460378,6,0.170213,0.027921,0.192056,0.001903,0.253755,0.529386,0
0.898544,7,0.638298,0.087426,0.442577,0.005206,0.352926,0.858333,1
0.469846,4,0.404255,0.396421,0.711098,0.027083,0.819524,0.153509,1
0.438299,7,0.297872,0.066861,0.15055,0.003467,0.422915,0.414912,1
0.872572,7,0.93617,0.032935,0.322821,0.002009,0.205075,0.869737,0
0.00438,4,0.574468,0.043893,0.480958,0.003467,0.422915,0.414912,0
0.468917,4,0.638298,0.047016,0.487652,0.003216,0.485759,0.224123,1
0.031503,4,0.638298,0.074997,0.50119,0.003467,0.422915,0.414912,1
0.443476,6,0.382979,0.093671,0.584201,0.006433,0.636717,0.372368,1
0.018627,6,0.191489,0.059625,0.120351,0.003467,0.422915,0.414912,1
0.013583,3,0.340426,0.041431,0.590301,0.003467,0.422915,0.414912,0
0.902969,3,0.382979,0.090999,0.570366,0.006169,0.694459,0.249561,1
0.460865,3,0.489362,0.067701,0.544778,0.004663,0.467633,0.266228,1
0.425158,4,1.0,0.062838,0.36269,0.003467,0.422915,0.414912,1
0.881023,1,0.425532,0.029723,0.335466,0.001037,0.222165,0.59693,1
0.460688,6,0.489362,0.137685,0.573193,0.009331,0.54609,0.29386,1
0.433565,4,0.212766,0.068242,0.290687,0.003467,0.422915,0.414912,1
0.911553,2,0.914894,0.042152,0.407468,0.002715,0.317452,0.689474,0
0.88912,3,0.276596,0.029152,0.448378,0.001971,0.467374,0.390789,1
0.004734,5,0.617021,0.075117,0.526629,0.003467,0.422915,0.414912,0
0.442812,5,0.021277,0.046776,0.450461,0.003157,0.384775,0.598684,0
0.877129,3,0.361702,0.038309,0.568581,0.002663,0.489902,0.233772,0
0.027034,1,0.468085,0.109253,0.484826,0.003467,0.422915,0.414912,1
0.451927,2,0.510638,0.033626,0.62169,0.002206,0.602279,0.590351,0
0.022521,3,0.148936,0.045455,0.143856,0.003467,0.422915,0.414912,0
0.876598,5,0.468085,0.031614,0.572151,0.002079,0.565769,0.552193,1
0.009026,4,0.234043,0.077609,0.307647,0.003467,0.422915,0.414912,0
0.429627,1,0.702128,0.084995,0.61083,0.003467,0.422915,0.414912,1
0.880404,1,0.234043,0.022607,0.103243,0.001444,0.128172,0.832456,0
0.47436,1,0.914894,0.02696,0.261529,0.001782,0.172967,0.874561,1
0.022742,1,1.0,0.102738,0.435882,0.003467,0.422915,0.414912,1
0.903013,4,0.87234,0.087366,0.553407,0.005887,0.548938,0.482018,1
0.446794,5,0.106383,0.024799,0.327432,0.000953,0.325738,0.765789,0
0.004956,3,0.787234,0.044824,0.703362,0.003467,0.422915,0.414912,0
0.460643,5,0.212766,0.029392,0.208718,0.00194,0.259969,0.752193,0
0.880934,6,1.0,0.032154,0.426361,0.002009,0.421284,0.810526,1
0.026282,5,0.425532,0.09205,0.500744,0.003467,0.422915,0.414912,1
0.438742,3,0.787234,0.074847,0.549688,0.003467,0.422915,0.414912,1
0.473607,5,0.617021,0.054612,0.551622,0.003754,0.725013,0.136404,1
0.889916,7,0.744681,0.979975,0.735198,0.065749,0.574832,0.520614,1
0.433344,6,0.297872,0.070073,0.303184,0.003467,0.422915,0.414912,1
0.893943,7,0.021277,0.068932,0.585391,0.003635,0.5,0.660965,0
0.018627,6,0.255319,0.06563,0.16751,0.003467,0.422915,0.414912,1
0.876775,2,0.957447,0.028822,0.485272,0.001822,0.26463,0.709649,0
0.880404,1,0.723404,0.034226,0.348408,0.002189,0.256603,0.703947,0
0.022123,1,0.212766,0.062057,0.058316,0.003467,0.422915,0.414912,0
0.465555,4,0.914894,0.027441,0.405088,0.001851,0.204298,0.704825,0
0.867174,3,1.0,0.035967,0.352722,0.002414,0.281978,0.537281,0
0.469802,3,0.297872,0.058544,0.509223,0.004001,0.51709,0.372368,1
0.42914,4,0.425532,0.073106,0.566052,0.003467,0.422915,0.414912,0
0.876731,1,0.574468,0.033626,0.470396,0.002152,0.480062,0.671053,1
0.45675,7,0.085106,0.031284,0.343053,0.001531,0.367685,0.628947,0
0.86713,2,0.723404,0.036027,0.434841,0.002482,0.337649,0.301316,0
0.90319,1,0.106383,0.044284,0.13136,0.002931,0.27913,0.557456,0
0.486837,4,0.446809,0.07959,0.499851,0.005501,0.493009,0.296491,1
0.455688,4,0.085106,0.037288,0.423832,0.002559,0.423097,0.567105,0
0.460599,4,0.425532,0.035367,0.548349,0.002389,0.539099,0.456579,1
0.898633,2,0.0,0.090609,0.402559,0.005922,0.402382,0.490351,1
0.014026,6,0.744681,0.068272,0.535704,0.003467,0.422915,0.414912,1
0.031459,3,0.93617,0.109493,0.430527,0.003467,0.422915,0.414912,1
0.452104,6,1.0,0.07875,0.569027,0.00554,0.472812,0.284649,1
0.881023,1,0.702128,0.028942,0.274026,0.000858,0.275246,0.662719,1
0.026415,1,0.489362,0.09208,0.504909,0.003467,0.422915,0.414912,1
0.437857,4,0.042553,0.043383,0.324308,0.003467,0.422915,0.414912,0
0.871466,3,0.340426,0.033746,0.679857,0.00215,0.561626,0.738596,0
0.433609,5,0.468085,0.07854,0.53258,0.003467,0.422915,0.414912,1
0.004734,5,0.446809,0.075117,0.61812,0.003467,0.422915,0.414912,0
0.885359,1,0.085106,0.027411,0.173609,0.001805,0.294148,0.648246,0
0.87182,4,0.276596,0.027831,0.468908,0.001809,0.608493,0.591667,0
0.425689,2,0.851064,0.076498,0.367153,0.003467,0.422915,0.414912,1
0.447016,3,0.978723,0.042662,0.570068,0.002817,0.48783,0.475439,0
0.031459,3,0.319149,0.066561,0.471883,0.003467,0.422915,0.414912,0
0.473475,2,0.234043,0.0399,0.375186,0.002713,0.350854,0.472368,1
0.031459,3,0.255319,0.074997,0.372657,0.003467,0.422915,0.414912,1
0.013185,1,0.085106,0.040801,0.233115,0.003467,0.422915,0.414912,0
0.004159,6,0.255319,0.081122,0.198602,0.003467,0.422915,0.414912,1
0.01376,7,0.212766,0.041131,0.112913,0.003467,0.422915,0.414912,0
0.018362,7,0.510638,0.069713,0.299464,0.003467,0.422915,0.414912,1
0.460643,5,0.425532,0.073106,0.552217,0.004911,0.534956,0.390789,1
0.889784,4,0.531915,0.044764,0.665129,0.003174,0.637235,0.247368,0
0.88558,6,0.06383,0.159932,0.403749,0.010434,0.474366,0.659649,1
0.903456,7,0.085106,0.048367,0.297977,0.003174,0.338426,0.662719,0
0.442193,4,0.297872,0.055662,0.419072,0.003467,0.422915,0.414912,1
0.438299,7,0.595745,0.056803,0.274472,0.003467,0.422915,0.414912,1
0.911818,1,0.255319,0.038309,0.148616,0.002484,0.14811,0.753947,0
0.880448,2,0.085106,0.037619,0.17227,0.002493,0.249612,0.53114,1
0.0273,7,0.617021,0.048487,0.220916,0.003467,0.422915,0.414912,0
0.425335,1,0.87234,0.100276,0.407914,0.003467,0.422915,0.414912,1
0.443343,3,0.851064,0.068122,0.511157,0.00453,0.510098,0.555702,1
0.473253,4,0.638298,0.028191,0.538828,0.002503,0.446401,0.333333,0
0.995443,7,0.744681,0.096643,0.597292,0.006433,0.478767,0.623246,1
0.867086,1,0.553191,0.028131,0.28429,0.001905,0.154583,0.65307,0
0.893722,2,0.87234,0.029272,0.601309,0.001986,0.530295,0.349123,0
0.912438,1,0.489362,0.044614,0.329069,0.002919,0.269549,0.699561,1
0.912349,6,0.510638,0.073196,0.516215,0.00485,0.589591,0.341667,0
0.004248,1,0.12766,0.043683,0.151145,0.003467,0.422915,0.414912,0
0.027388,2,0.148936,0.051219,0.123921,0.003467,0.422915,0.414912,0
0.889916,7,0.574468,0.275369,0.472627,0.017862,0.462196,0.704386,1
0.468873,3,0.617021,0.027711,0.442725,0.00184,0.160798,0.703947,0
0.871422,2,0.255319,0.025219,0.427403,0.001371,0.546867,0.629386,0
0.44706,4,0.191489,0.023388,0.242487,0.000885,0.241326,0.765789,0
0.468917,4,0.893617,0.028792,0.385451,0.001948,0.287416,0.478947,0
0.893722,2,0.702128,0.035757,0.572597,0.002447,0.553599,0.375439,0
0.894518,6,0.468085,0.082443,0.675394,0.005519,0.726567,0.470614,1
0.460422,7,0.595745,0.029813,0.291282,0.002023,0.231227,0.588596,1
0.894297,1,0.042553,0.049177,0.347664,0.003203,0.494303,0.53114,0
0.871422,2,0.489362,0.055182,0.724784,0.003702,0.775246,0.457018,1
0.460688,6,0.787234,0.281734,0.631806,0.019291,0.550492,0.200439,1
0.031769,3,0.148936,0.05302,0.035406,0.003467,0.422915,0.414912,0
0.0273,7,0.680851,0.059265,0.22166,0.003467,0.422915,0.414912,0
0.867882,5,0.212766,0.028822,0.28429,0.001529,0.312791,0.733772,0
0.881421,3,0.93617,0.028972,0.431866,0.001936,0.411704,0.505702,0
0.871422,2,0.021277,0.027321,0.235942,0.000839,0.306577,0.754825,0
0.469227,4,0.446809,0.056713,0.562184,0.003708,0.460124,0.526316,0
0.89881,6,0.425532,0.057644,0.580184,0.003793,0.612895,0.490351,0
0.451794,6,0.957447,0.03915,0.670783,0.002605,0.423097,0.69386,0
0.889607,7,0.425532,0.072655,0.548497,0.003779,0.432677,0.62193,1
0.021857,2,0.723404,0.074517,0.454032,0.003467,0.422915,0.414912,0
0.885448,3,0.595745,0.029362,0.520827,0.00198,0.549456,0.473246,0
0.425025,1,0.638298,0.081302,0.446445,0.003467,0.422915,0.414912,1
0.469625,6,0.404255,0.072115,0.533918,0.004832,0.525634,0.415789,1
0.474315,7,0.06383,0.024889,0.090449,0.00166,0.193164,0.774561,0
0.000442,5,0.829787,0.045214,0.504017,0.003467,0.422915,0.414912,0
0.443078,4,0.361702,0.061667,0.568134,0.004194,0.571983,0.380263,1
0.460555,3,0.170213,0.019125,0.159476,0.001263,0.243915,0.78114,0
0.425025,1,0.659574,0.058394,0.44704,0.003467,0.422915,0.414912,0
0.02668,7,0.297872,0.071815,0.210354,0.003467,0.422915,0.414912,1
0.889695,2,0.829787,0.030653,0.730289,0.002,0.625324,0.367544,0
0.871731,4,0.553191,0.097844,0.483636,0.006554,0.576903,0.511404,1
0.027388,2,0.744681,0.074817,0.474264,0.003467,0.422915,0.414912,0
0.442237,5,0.531915,0.067341,0.525588,0.003467,0.422915,0.414912,0
0.425424,3,0.808511,0.117599,0.471437,0.003467,0.422915,0.414912,1
0.482412,3,0.531915,0.080071,0.469949,0.005567,0.488866,0.259649,1
0.903544,2,0.893617,0.038639,0.399881,0.002621,0.332988,0.430702,0
0.871466,3,0.042553,0.034586,0.272092,0.001653,0.380373,0.729825,0
0.031238,5,0.404255,0.114777,0.482297,0.003467,0.422915,0.414912,1
0.460201,2,0.510638,0.03903,0.519339,0.00269,0.543242,0.244298,1
0.429539,6,0.851064,0.075417,0.364772,0.003467,0.422915,0.414912,1
0.447104,5,0.255319,0.036718,0.46028,0.001298,0.343345,0.765789,0
0.88943,3,0.191489,0.027561,0.181791,0.001799,0.297514,0.717105,0
0.013672,5,0.87234,0.041431,0.496132,0.003467,0.422915,0.414912,0
0.911951,4,0.87234,0.043293,0.412229,0.002904,0.448731,0.415351,0
0.46082,2,0.617021,0.033025,0.475751,0.002264,0.457017,0.270614,0
0.911553,2,0.531915,0.059175,0.506397,0.003891,0.559555,0.480263,1
0.995443,7,0.531915,0.032635,0.401517,0.002048,0.324443,0.823246,0
0.902925,2,0.042553,0.049628,0.2651,0.003324,0.39332,0.470175,1
0.008761,5,0.574468,0.10475,0.547456,0.003467,0.422915,0.414912,1
0.442901,7,1.0,0.05206,0.362095,0.003569,0.373123,0.423246,1
0.890049,3,0.340426,0.051309,0.746355,0.003614,0.733558,0.33114,1
0.45206,5,0.489362,0.035397,0.582713,0.002391,0.5826,0.375,0
0.911951,4,0.319149,0.055062,0.508777,0.00371,0.584671,0.37807,0
0.429671,2,0.297872,0.080341,0.549836,0.003467,0.422915,0.414912,1
0.433875,4,0.106383,0.041431,0.151741,0.003467,0.422915,0.414912,0
0.452281,3,0.382979,0.033596,0.708718,0.002225,0.665976,0.503947,0
0.009203,1,0.297872,0.043203,0.589854,0.003467,0.422915,0.414912,0
0.460643,5,0.957447,0.035547,0.505058,0.002374,0.387623,0.613158,0
0.018583,5,0.574468,0.054281,0.440345,0.003467,0.422915,0.414912,0
0.473253,4,0.234043,0.044374,0.401964,0.002948,0.31305,0.595614,0
0.889562,6,0.148936,0.043083,0.2349,0.002009,0.293889,0.587719,1
0.872351,2,0.489362,0.028372,0.563374,0.001768,0.53392,0.829825,0
0.898146,5,0.553191,0.107572,0.687295,0.006986,0.634127,0.603509,1
0.456484,1,0.553191,0.035427,0.381583,0.002354,0.388659,0.500877,1
0.021946,4,0.553191,0.057794,0.458197,0.003467,0.422915,0.414912,1
0.022875,4,0.340426,0.051069,0.447932,0.003467,0.422915,0.414912,0
0.014026,6,0.425532,0.053681,0.537043,0.003467,0.422915,0.414912,0
0.455599,2,0.595745,0.037889,0.58911,0.002621,0.60668,0.403509,0
0.469493,3,0.659574,0.048127,0.50476,0.00322,0.473848,0.441228,1
0.47374,1,0.510638,0.043953,0.383666,0.001778,0.258415,0.73114,1
0.455555,1,0.0,0.038579,0.442577,0.002605,0.426722,0.62807,0
0.424627,6,0.744681,0.074817,0.299018,0.003467,0.422915,0.414912,1
0.473652,6,0.319149,0.027321,0.514579,0.001799,0.588814,0.534649,0
0.876466,2,0.404255,0.035787,0.582565,0.002277,0.512947,0.700439,1
0.438078,2,0.978723,0.05215,0.455222,0.003467,0.422915,0.414912,0
0.91142,6,0.680851,0.044434,0.477834,0.002968,0.550233,0.422807,0
0.881023,1,0.829787,0.028942,0.357037,0.001795,0.384257,0.765789,1
0.867616,6,0.957447,0.036568,0.427105,0.002327,0.348783,0.842544,1
0.429848,6,0.680851,0.106911,0.496727,0.003467,0.422915,0.414912,1
0.031547,5,0.531915,0.060406,0.439453,0.003467,0.422915,0.414912,0
0.867528,4,0.787234,0.028522,0.450015,0.001666,0.484982,0.614035,0
0.880979,7,0.297872,0.028942,0.241446,0.000829,0.234076,0.838158,1
0.447812,7,0.489362,0.042963,0.528563,0.002921,0.394873,0.522807,1
0.429406,3,0.085106,0.055242,0.18194,0.003467,0.422915,0.414912,0
0.460201,2,0.361702,0.046175,0.522315,0.003141,0.593993,0.225,1
0.447281,2,0.680851,0.072775,0.69994,0.005027,0.597359,0.430702,1
